x,y,z,old,d
21,324,375,8.360337202,4.360337202
268,39,282,10.72748159,6.72748159
419,482,174,10.72748159,6.72748159
209,75,41,10.54836052,6.54836052
145,290,87,10.72748159,6.72748159
378,452,290,10.72748159,6.72748159
357,120,496,12.22669373,8.22669373
220,295,121,12.22669373,8.22669373
480,214,283,11.92951905,7.92951905
448,150,365,10.17407501,6.17407501
138,297,256,10.68621503,6.68621503
120,447,204,11.92951905,7.92951905
319,258,158,12.22669373,8.22669373
68,359,118,10.17407501,6.17407501
188,11,452,9.58912872,5.58912872
249,118,339,9.965609788,5.965609788
211,184,193,10.23736333,6.23736333
476,149,212,10.72748159,6.72748159
207,68,298,11.87383777,7.87383777
414,209,17,12.22669373,8.22669373
199,239,184,9.32595981,5.32595981
274,314,205,11.92951905,7.92951905
470,99,406,11.59495907,7.59495907
143,311,500,12.22669373,8.22669373
300,447,280,11.92951905,7.92951905
353,416,495,10.17407501,6.17407501
243,462,349,10.48081825,6.48081825
358,228,491,12.16369661,8.16369661
452,16,248,11.92951905,7.92951905
500,123,493,11.59495907,7.59495907
227,444,461,10.73751583,6.73751583
488,166,86,10.17407501,6.17407501
12,63,279,8.95256261,4.95256261
153,125,280,9.269651293,5.269651293
393,151,157,11.59495907,7.59495907
370,402,90,10.17407501,6.17407501
156,279,61,11.59495907,7.59495907
39,426,289,10.17979427,6.17979427
190,349,426,11.95442344,7.95442344
227,78,276,10.09795739,6.09795739
324,160,437,12.9774862,8.9774862
228,286,499,10.34566074,6.34566074
319,8,444,10.21674111,6.21674111
151,316,203,12.16369661,8.16369661
183,151,394,8.820362555,4.820362555
348,269,338,12.16369661,8.16369661
478,461,428,12.9774862,8.9774862
373,464,141,11.59495907,7.59495907
265,67,322,12.53613379,8.53613379
185,112,286,10.35042153,6.35042153
180,197,436,7.943088071,3.943088071
14,17,486,10.16155455,6.16155455
255,202,471,10.53588938,6.53588938
449,83,474,9.693350886,5.693350886
61,295,207,12.9774862,8.9774862
172,58,107,9.560284956,5.560284956
236,450,274,11.8543038,7.8543038
367,360,156,12.16369661,8.16369661
298,172,77,12.16369661,8.16369661
401,308,303,10.21674111,6.21674111
9,461,12,10.21674111,6.21674111
135,343,355,8.838280519,4.838280519
463,43,428,11.6763718,7.6763718
472,199,73,12.9774862,8.9774862
380,189,274,11.82085682,7.82085682
216,123,258,8.909406497,4.909406497
420,463,90,12.9774862,8.9774862
327,53,245,10.21674111,6.21674111
230,354,366,12.946163,8.946163
31,77,491,9.933544675,5.933544675
328,341,252,12.53613379,8.53613379
335,452,53,10.21674111,6.21674111
133,402,43,12.53613379,8.53613379
332,47,149,12.53613379,8.53613379
119,261,453,10.88968809,6.88968809
292,257,86,12.53613379,8.53613379
310,16,364,10.62079121,6.62079121
414,396,424,10.53588938,6.53588938
304,19,115,10.53588938,6.53588938
31,83,125,10.53767946,6.53767946
284,268,419,9.693350886,5.693350886
11,149,303,8.487718906,4.487718906
267,482,403,11.6763718,7.6763718
62,256,351,10.99229702,6.99229702
109,386,85,10.53588938,6.53588938
392,277,38,10.53588938,6.53588938
493,329,178,9.693350886,5.693350886
238,49,76,9.64943646,5.64943646
282,187,49,9.693350886,5.693350886
420,9,486,11.9508373,7.9508373
77,53,476,8.332737654,4.332737654
111,42,355,7.812394981,3.812394981
101,109,293,9.695840287,5.695840287
150,239,67,10.03151606,6.03151606
31,320,126,9.693350886,5.693350886
207,187,420,9.988598133,5.988598133
112,123,350,8.858753311,4.858753311
61,352,460,10.6699947,6.6699947
6,139,141,10.65132418,6.65132418
401,392,171,11.6763718,7.6763718
67,317,452,12.52165896,8.52165896
70,329,153,11.6763718,7.6763718
298,491,312,11.82085682,7.82085682
241,338,184,11.82085682,7.82085682
148,75,139,7.713667735,3.713667735
31,481,126,10.62079121,6.62079121
424,24,53,11.6763718,7.6763718
468,123,110,11.82085682,7.82085682
53,275,289,10.46774941,6.46774941
210,169,376,8.216280007,4.216280007
366,48,183,10.62079121,6.62079121
408,108,260,13.26722151,9.26722151
61,352,242,11.9508373,7.9508373
332,380,253,10.62079121,6.62079121
16,410,329,9.948935219,5.948935219
56,189,50,8.681539391,4.681539391
291,279,233,11.82085682,7.82085682
55,288,354,10.71459338,6.71459338
426,310,64,10.62079121,6.62079121
295,17,47,11.9508373,7.9508373
193,106,472,9.752532924,5.752532924
13,6,173,8.358573804,4.358573804
60,83,479,9.824137546,5.824137546
301,429,352,11.9508373,7.9508373
402,372,15,11.9508373,7.9508373
279,107,396,11.18511798,7.18511798
232,37,291,9.29866731,5.29866731
116,453,268,11.42309817,7.42309817
476,296,459,13.26722151,9.26722151
293,147,289,10.5635233,6.5635233
221,191,462,8.019955911,4.019955911
324,137,95,13.26722151,9.26722151
