x,y,old,d
181,137,5.291733072,4.541733072
392,139,8.540372349,7.790372349
103,442,5.491940112,4.741940112
159,329,5.669269194,4.919269194
48,98,5.902197333,5.152197333
159,160,3.702998855,2.952998855
458,317,7.613886399,6.863886399
462,225,8.459621986,7.709621986
284,423,5.956818019,5.206818019
292,482,6.451428959,5.701428959
100,201,4.923166973,4.173166973
218,344,6.297684207,5.547684207
48,197,4.73385467,3.98385467
100,388,7.875785965,7.125785965
51,38,5.217746342,4.467746342
280,268,6.304742953,5.554742953
498,446,6.830920994,6.080920994
66,144,6.26394118,5.51394118
357,321,7.881914205,7.131914205
0,80,5.642899701,4.892899701
499,287,6.898842355,6.148842355
325,488,8.236337286,7.486337286
372,187,5.621117203,4.871117203
235,70,6.602799659,5.852799659
302,101,7.999333866,7.249333866
219,258,6.450727208,5.700727208
83,170,6.481992772,5.731992772
470,131,8.195044777,7.445044777
491,49,5.850250156,5.100250156
78,482,6.299306121,5.549306121
320,342,6.100438199,5.350438199
29,248,5.667592384,4.917592384
364,403,5.851231072,5.101231072
429,443,4.881952479,4.131952479
191,312,6.817582844,6.067582844
425,192,6.638639831,5.888639831
374,232,6.717019822,5.967019822
141,129,4.872753109,4.122753109
234,478,7.075804638,6.325804638
399,268,7.386917755,6.636917755
285,393,6.925862575,6.175862575
422,79,8.606324409,7.856324409
396,404,5.819627301,5.069627301
399,95,8.42038912,7.67038912
15,37,4.099493976,3.349493976
198,6,5.536279325,4.786279325
253,180,7.425263908,6.675263908
78,276,8.162380519,7.412380519
2,253,7.035071681,6.285071681
2,149,4.409802065,3.659802065
174,363,3.879680513,3.129680513
250,397,5.947327852,5.197327852
425,361,4.745718635,3.995718635
337,145,9.146800087,8.396800087
59,347,7.318761284,6.568761284
109,24,3.645373784,2.895373784
261,248,8.543001394,7.793001394
297,49,7.83893784,7.08893784
245,113,4.712575214,3.962575214
159,105,4.033453003,3.283453003
457,409,6.514222631,5.764222631
183,249,4.77127569,4.02127569
136,306,9.355455488,8.605455488
331,264,6.162937628,5.412937628
100,307,6.350189811,5.600189811
340,197,8.249436987,7.499436987
336,24,7.57494831,6.82494831
231,447,6.518712416,5.768712416
197,58,3.552544488,2.802544488
231,217,5.390142032,4.640142032
7,360,6.99521415,6.24521415
315,216,9.144128122,8.394128122
421,492,6.223302632,5.473302632
282,335,5.983824321,5.233824321
307,186,7.894734884,7.144734884
354,0,9.3564279,8.6064279
25,308,6.013369203,5.263369203
181,177,5.467243618,4.717243618
32,479,7.207681447,6.457681447
106,471,6.09060811,5.34060811
269,79,8.802646961,8.052646961
84,63,5.496864492,4.746864492
265,8,7.777378249,7.027378249
148,479,6.545017909,5.795017909
383,0,9.417270222,8.667270222
171,449,8.217409392,7.467409392
329,78,6.965686889,6.215686889
387,377,6.115568804,5.365568804
133,384,7.508131734,6.758131734
398,208,9.254587961,8.504587961
373,458,6.703918617,5.953918617
215,410,6.559683545,5.809683545
405,315,5.434023254,4.684023254
388,484,4.578337155,3.828337155
498,253,6.074257685,5.324257685
125,273,8.973884752,8.223884752
434,142,8.05187343,7.30187343
366,353,6.172487232,5.422487232
300,300,7.151405748,6.401405748
9,117,3.722436571,2.972436571
