x,y,z,old,d
492,146,487,7.182117175,3.182117175
259,452,222,7.182117175,3.182117175
429,113,168,7.182117175,3.182117175
402,142,228,7.932066595,3.932066595
421,397,402,7.182117175,3.182117175
492,183,334,7.932066595,3.932066595
227,71,240,9.625080637,5.625080637
87,119,346,11.28184957,7.28184957
443,280,401,7.932066595,3.932066595
371,16,88,7.457723081,3.457723081
457,483,482,7.457723081,3.457723081
418,183,442,7.457723081,3.457723081
28,381,320,10.78487807,6.78487807
391,498,248,7.932066595,3.932066595
431,117,399,8.528157661,4.528157661
8,146,170,10.0867267,6.0867267
86,208,367,11.31765938,7.31765938
371,230,374,7.780289,3.780289
400,321,262,8.528157661,4.528157661
34,226,361,12.43241464,8.43241464
298,93,28,8.528157661,4.528157661
71,218,9,11.5453863,7.5453863
355,363,232,7.457723081,3.457723081
36,147,31,11.66271169,7.66271169
101,137,163,9.853898236,5.853898236
121,115,322,10.05139647,6.05139647
317,180,75,7.780289,3.780289
379,203,297,7.058257791,3.058257791
137,369,449,10.99754635,6.99754635
64,272,42,7.182117175,3.182117175
380,81,370,8.147027892,4.147027892
173,310,54,7.932066595,3.932066595
292,316,0,8.528157661,4.528157661
94,0,257,10.29173811,6.29173811
351,22,488,9.745041303,5.745041303
390,100,183,7.058257791,3.058257791
436,463,170,7.780289,3.780289
307,240,283,7.863094116,3.863094116
120,197,285,11.56803569,7.56803569
439,177,186,8.147027892,4.147027892
346,132,201,9.745041303,5.745041303
297,338,90,7.058257791,3.058257791
69,226,130,10.34088444,6.34088444
255,53,301,8.822890128,4.822890128
282,292,284,7.780289,3.780289
147,257,484,10.51490915,6.51490915
222,33,450,10.84374576,6.84374576
21,284,122,7.457723081,3.457723081
76,275,261,9.93904514,5.93904514
7,175,425,11.06526002,7.06526002
53,476,44,8.528157661,4.528157661
178,12,426,10.28110507,6.28110507
283,460,32,8.147027892,4.147027892
272,370,79,9.745041303,5.745041303
375,236,446,6.214779772,2.214779772
417,270,471,7.058257791,3.058257791
11,411,417,9.705427707,5.705427707
405,159,491,8.474273994,4.474273994
290,230,3,7.863094116,3.863094116
362,328,472,8.147027892,4.147027892
80,84,404,9.651575045,5.651575045
317,156,432,8.375213332,4.375213332
449,29,471,9.029550938,5.029550938
202,32,215,11.36882445,7.36882445
304,384,469,9.745041303,5.745041303
425,296,23,7.863094116,3.863094116
351,31,201,8.822890128,4.822890128
482,185,232,6.214779772,2.214779772
441,44,74,8.474273994,4.474273994
35,99,199,12.7970342,8.7970342
214,286,264,10.91924817,6.91924817
258,331,160,8.822890128,4.822890128
11,212,57,10.66365206,6.66365206
449,183,474,6.830922134,2.830922134
385,353,309,7.863094116,3.863094116
216,253,342,12.02087637,8.02087637
482,411,250,8.822890128,4.822890128
413,39,367,6.28017886,2.28017886
144,294,2,7.780289,3.780289
402,96,217,8.375213332,4.375213332
420,302,219,6.214779772,2.214779772
251,224,4,9.029550938,5.029550938
238,24,181,11.42013443,7.42013443
198,214,283,12.36399489,8.36399489
46,247,271,11.88871618,7.88871618
383,325,314,6.214779772,2.214779772
45,22,479,11.89277421,7.89277421
301,388,426,8.474273994,4.474273994
162,314,280,10.1063174,6.1063174
364,257,55,8.474273994,4.474273994
306,101,276,9.212475328,5.212475328
50,150,242,10.59057852,6.59057852
465,9,235,6.830922134,2.830922134
377,439,71,8.375213332,4.375213332
220,433,218,7.058257791,3.058257791
399,469,184,9.029550938,5.029550938
216,412,374,10.05240867,6.05240867
258,227,348,6.554557946,2.554557946
10,246,188,11.76997286,7.76997286
143,339,83,8.147027892,4.147027892
477,183,442,7.977525732,3.977525732
399,246,25,6.28017886,2.28017886
87,381,244,9.745041303,5.745041303
399,44,409,9.091130635,5.091130635
115,28,499,11.03661335,7.03661335
337,343,94,6.830922134,2.830922134
253,362,13,6.28017886,2.28017886
272,103,336,7.027512943,3.027512943
426,177,143,9.212475328,5.212475328
324,88,464,7.991874117,3.991874117
349,90,361,7.577131178,3.577131178
63,24,105,11.2629798,7.2629798
346,193,323,7.788580961,3.788580961
26,105,328,10.50279969,6.50279969
335,250,445,8.375213332,4.375213332
147,10,78,10.66929579,6.66929579
482,279,196,9.212475328,5.212475328
414,342,462,9.029550938,5.029550938
366,208,483,7.553910002,3.553910002
44,373,396,10.03254677,6.03254677
108,452,405,11.17854106,7.17854106
233,81,338,10.94312837,6.94312837
203,158,415,10.54975564,6.54975564
284,398,293,6.830922134,2.830922134
243,434,23,7.863094116,3.863094116
282,301,416,6.28017886,2.28017886
234,362,189,8.822890128,4.822890128
115,323,42,6.214779772,2.214779772
329,399,173,6.554557946,2.554557946
144,153,367,10.23890328,6.23890328
194,455,102,8.474273994,4.474273994
121,172,334,9.266164072,5.266164072
477,24,107,6.554557946,2.554557946
169,292,411,10.75012067,6.75012067
402,189,334,8.511813661,4.511813661
370,207,106,7.977525732,3.977525732
97,157,477,10.55034794,6.55034794
64,339,210,8.375213332,4.375213332
475,418,126,7.977525732,3.977525732
454,61,101,9.091130635,5.091130635
318,450,450,9.212475328,5.212475328
126,332,153,9.029550938,5.029550938
444,146,181,7.027512943,3.027512943
229,247,413,9.834729597,5.834729597
178,2,70,10.86354068,6.86354068
256,271,490,6.554557946,2.554557946
451,297,237,9.091130635,5.091130635
250,142,151,7.991874117,3.991874117
232,303,461,9.478526091,5.478526091
272,177,60,7.577131178,3.577131178
476,431,415,7.977525732,3.977525732
236,206,230,11.16457314,7.16457314
124,340,199,6.830922134,2.830922134
118,314,349,9.702888911,5.702888911
54,487,477,9.975735787,5.975735787
454,267,260,9.091130635,5.091130635
485,58,40,7.788580961,3.788580961
497,79,387,7.938231196,3.938231196
448,71,327,8.112361712,4.112361712
107,174,378,11.2131794,7.2131794
91,352,158,6.28017886,2.28017886
101,301,412,6.533199569,2.533199569
48,487,406,9.874399137,5.874399137
38,429,185,9.212475328,5.212475328
106,160,414,12.79095806,8.79095806
126,347,245,6.554557946,2.554557946
51,411,201,7.977525732,3.977525732
231,30,269,10.62810895,6.62810895
12,471,258,9.280777813,5.280777813
316,108,496,8.133022459,4.133022459
399,240,324,8.011830094,4.011830094
489,274,334,7.027512943,3.027512943
249,185,199,12.75328631,8.75328631
180,11,495,10.16945045,6.16945045
264,257,125,7.027512943,3.027512943
378,163,150,7.553910002,3.553910002
122,440,136,9.091130635,5.091130635
434,30,182,8.511813661,4.511813661
274,335,440,7.991874117,3.991874117
9,159,212,12.49321498,8.49321498
168,59,160,12.25243256,8.25243256
337,485,132,7.991874117,3.991874117
381,389,99,7.577131178,3.577131178
408,411,322,7.577131178,3.577131178
20,344,458,9.401903879,5.401903879
144,249,1,10.1431554,6.1431554
461,359,12,7.788580961,3.788580961
104,54,376,11.54240227,7.54240227
271,101,242,7.938231196,3.938231196
483,464,131,7.553910002,3.553910002
316,453,382,7.788580961,3.788580961
279,451,429,7.553910002,3.553910002
258,14,394,9.04677488,5.04677488
295,48,24,8.112361712,4.112361712
414,3,166,8.133022459,4.133022459
324,456,272,8.511813661,4.511813661
272,296,180,8.511813661,4.511813661
397,277,299,7.938231196,3.938231196
99,184,253,10.23014813,6.23014813
482,238,395,8.667644213,4.667644213
