x,y,z,old,d
336,467,179,11.27877195,5.27877195
103,461,394,13.62736783,7.62736783
306,360,116,13.14672011,7.14672011
392,287,477,11.27877195,5.27877195
346,380,98,13.06180531,7.06180531
291,154,398,11.27877195,5.27877195
350,416,29,13.93862259,7.93862259
213,262,146,11.27877195,5.27877195
1,217,204,13.51761455,7.51761455
291,410,205,13.83186511,7.83186511
435,136,127,11.27877195,5.27877195
7,322,84,13.14672011,7.14672011
259,82,86,13.14672011,7.14672011
444,173,86,13.06180531,7.06180531
276,256,431,13.14672011,7.14672011
204,114,418,14.29319211,8.29319211
243,463,139,13.06180531,7.06180531
148,317,352,16.6311972,10.6311972
224,183,208,15.0764021,9.0764021
423,235,267,13.14672011,7.14672011
142,199,173,12.85662718,6.85662718
363,338,162,13.31400113,7.31400113
60,409,447,16.0322884,10.0322884
98,193,62,15.22515154,9.22515154
168,343,444,17.12445757,11.12445757
363,117,336,13.06180531,7.06180531
370,178,317,13.93862259,7.93862259
330,146,477,13.83186511,7.83186511
420,334,500,13.06180531,7.06180531
348,211,112,13.93862259,7.93862259
268,284,245,14.27329346,8.27329346
328,315,90,13.72837502,7.72837502
48,337,8,13.93862259,7.93862259
346,192,153,13.83186511,7.83186511
453,288,167,13.03128707,7.03128707
103,55,197,13.90279167,7.90279167
423,408,274,13.93862259,7.93862259
22,132,278,12.0313943,6.0313943
217,478,370,16.32158531,10.32158531
12,460,366,15.12864562,9.12864562
484,437,382,13.83186511,7.83186511
43,492,246,13.83186511,7.83186511
371,203,148,13.31400113,7.31400113
402,25,325,13.31400113,7.31400113
324,92,447,14.27329346,8.27329346
61,425,58,13.31400113,7.31400113
112,315,406,15.93457701,9.93457701
384,140,123,14.27329346,8.27329346
59,274,221,14.27329346,8.27329346
287,270,314,13.31400113,7.31400113
417,239,396,13.72837502,7.72837502
272,330,316,14.27329346,8.27329346
281,107,239,13.72837502,7.72837502
235,437,124,13.72837502,7.72837502
322,37,39,13.03128707,7.03128707
298,140,166,13.53684136,7.53684136
224,132,476,14.6111817,8.6111817
378,250,200,13.53684136,7.53684136
406,293,313,13.72837502,7.72837502
471,216,44,12.90304487,6.90304487
494,400,134,12.90304487,6.90304487
5,362,495,15.41555567,9.41555567
357,439,151,12.41106265,6.41106265
180,374,300,16.20695298,10.20695298
186,26,410,15.71286723,9.71286723
374,369,161,12.67485597,6.67485597
167,172,88,14.09172063,8.09172063
15,216,42,14.55806053,8.55806053
82,470,140,13.03128707,7.03128707
167,30,47,14.44344901,8.44344901
419,339,419,13.03128707,7.03128707
264,471,24,14.95550506,8.95550506
13,161,262,14.40956674,8.40956674
192,408,203,13.53684136,7.53684136
142,142,232,13.81095879,7.81095879
122,114,445,14.86934073,8.86934073
182,313,38,12.90304487,6.90304487
377,480,141,14.50318467,8.50318467
289,22,212,12.41106265,6.41106265
379,12,495,13.03128707,7.03128707
469,58,182,12.67485597,6.67485597
144,152,342,15.66635209,9.66635209
165,22,245,13.74630314,7.74630314
444,95,464,13.53684136,7.53684136
407,452,373,13.53684136,7.53684136
482,50,223,14.95550506,8.95550506
413,222,215,14.50318467,8.50318467
447,358,357,12.90304487,6.90304487
65,4,309,13.10661111,7.10661111
214,80,179,14.06861664,8.06861664
359,68,166,12.45429859,6.45429859
64,264,91,12.41106265,6.41106265
115,159,22,14.24283948,8.24283948
332,313,245,12.45429859,6.45429859
84,307,210,12.67485597,6.67485597
357,18,363,12.90304487,6.90304487
64,375,455,15.98758143,9.98758143
90,398,332,15.28859285,9.28859285
293,474,381,12.41106265,6.41106265
18,66,193,12.71318776,6.71318776
406,168,108,13.50525311,7.50525311
420,292,221,13.50525311,7.50525311
60,374,255,13.98425682,7.98425682
466,439,44,14.37794739,8.37794739
457,372,305,12.67485597,6.67485597
242,238,201,14.79625944,8.79625944
500,376,384,14.95550506,8.95550506
104,61,93,15.68703857,9.68703857
359,175,237,14.37794739,8.37794739
27,96,215,14.32905097,8.32905097
491,285,272,14.50318467,8.50318467
238,212,500,12.45429859,6.45429859
189,97,401,14.11568853,8.11568853
19,399,252,15.18947117,9.18947117
316,35,237,12.3580377,6.3580377
491,56,60,12.24943888,6.24943888
493,417,42,12.3580377,6.3580377
119,146,106,16.04076192,10.04076192
252,189,133,12.16284701,6.16284701
41,170,65,13.35561933,7.35561933
363,128,189,13.29197265,7.29197265
230,8,377,15.56357287,9.56357287
60,90,71,13.57591496,7.57591496
206,192,496,15.4104424,9.4104424
255,156,324,12.41106265,6.41106265
344,374,52,12.24943888,6.24943888
472,446,251,13.50525311,7.50525311
143,360,175,14.95550506,8.95550506
201,249,363,15.46386082,9.46386082
433,95,332,12.67485597,6.67485597
242,138,47,13.88107276,7.88107276
378,356,99,12.16284701,6.16284701
420,321,279,14.37794739,8.37794739
45,315,352,13.96470367,7.96470367
359,175,43,13.04705506,7.04705506
300,321,14,13.29197265,7.29197265
326,83,185,14.06716676,8.06716676
44,490,69,14.50318467,8.50318467
137,264,227,12.45429859,6.45429859
55,488,333,15.06217334,9.06217334
427,450,60,13.04705506,7.04705506
493,111,443,14.95550506,8.95550506
178,131,469,14.65053366,8.65053366
143,131,435,15.25296183,9.25296183
478,341,331,12.3580377,6.3580377
385,165,366,14.50318467,8.50318467
243,56,128,15.25605767,9.25605767
49,69,387,17.18172415,11.18172415
223,378,477,14.48663443,8.48663443
355,38,327,12.45429859,6.45429859
50,22,483,15.68825369,9.68825369
339,58,63,13.09413988,7.09413988
66,248,203,14.46116848,8.46116848
110,22,194,14.06248333,8.06248333
18,286,336,15.42118743,9.42118743
35,375,128,13.50525311,7.50525311
174,152,399,15.05531904,9.05531904
335,156,439,13.50525311,7.50525311
101,195,483,15.35684174,9.35684174
331,248,426,14.37794739,8.37794739
6,390,33,14.37794739,8.37794739
36,346,175,12.3580377,6.3580377
313,419,102,14.06716676,8.06716676
300,405,303,12.24943888,6.24943888
168,370,112,12.24943888,6.24943888
365,17,303,12.3580377,6.3580377
492,315,340,12.16284701,6.16284701
278,306,270,13.29197265,7.29197265
29,476,399,14.78323401,8.78323401
187,42,91,14.79893829,8.79893829
453,421,492,13.04705506,7.04705506
317,346,464,14.06716676,8.06716676
21,426,88,12.16284701,6.16284701
238,223,158,13.02613595,7.02613595
160,397,284,13.80008377,7.80008377
457,310,367,13.09413988,7.09413988
18,17,139,14.33284567,8.33284567
437,263,287,13.39404472,7.39404472
29,51,456,14.78363492,8.78363492
247,82,409,14.58731314,8.58731314
16,333,208,13.29197265,7.29197265
401,288,190,13.09413988,7.09413988
245,6,199,14.5173001,8.5173001
166,420,22,13.04705506,7.04705506
147,174,454,15.17065161,9.17065161
115,167,404,14.56539798,8.56539798
282,123,74,13.39404472,7.39404472
181,461,63,14.06716676,8.06716676
420,275,135,13.39404472,7.39404472
137,444,54,13.09413988,7.09413988
154,244,165,14.91965332,8.91965332
311,196,159,12.30373241,6.30373241
193,500,134,12.30373241,6.30373241
132,149,308,14.29424978,8.29424978
316,29,434,12.24943888,6.24943888
276,38,231,11.07272921,5.07272921
114,196,292,13.91498348,7.91498348
130,61,500,11.07272921,5.07272921
409,481,336,13.98852736,7.98852736
297,238,177,13.98852736,7.98852736
