x,y,old,d
71,468,11.58734014,8.58734014
455,403,8.792488948,5.792488948
236,1,9.136548909,6.136548909
339,282,10.39764325,7.397643249
135,301,11.11061516,8.110615164
359,302,9.087066465,6.087066465
359,447,9.844057745,6.844057745
214,299,11.12657469,8.126574692
467,488,9.811459966,6.811459966
254,220,12.30881505,9.308815051
103,405,11.86260278,8.86260278
148,40,9.311264307,6.311264307
364,400,7.919074341,4.919074341
167,2,10.18180921,7.181809205
96,172,7.521170714,4.521170714
465,271,10.07624147,7.076241469
14,469,13.59261498,10.59261498
384,243,11.5467004,8.546700403
327,388,10.47176936,7.471769356
116,249,10.38719249,7.387192491
7,371,10.87706558,7.877065581
455,447,9.064757831,6.064757831
301,440,9.683398226,6.683398226
475,237,11.76737333,8.767373329
180,127,10.32461652,7.324616516
122,435,9.833727729,6.833727729
320,181,13.18732591,10.18732591
208,354,11.96434679,8.964346792
287,312,12.55604024,9.556040241
51,156,7.087142024,4.087142024
141,224,10.60568423,7.605684227
147,337,11.52842654,8.528426537
162,428,10.58276119,7.582761193
421,71,13.07616072,10.07616072
222,400,12.46451659,9.464516585
115,367,11.87380868,8.873808676
483,101,13.76248063,10.76248063
288,360,10.51931113,7.519311126
259,17,12.67306761,9.67306761
465,72,12.40867412,9.408674122
418,496,9.280197406,6.280197406
468,324,10.06035251,7.060352507
0,105,7.251421224,4.251421224
400,464,11.76822147,8.768221466
491,443,9.48212218,6.48212218
253,74,12.1373257,9.137325702
261,441,10.64873765,7.648737646
142,107,9.145383273,6.145383273
6,430,10.64684863,7.646848632
334,349,12.42545716,9.425457165
414,168,11.41842368,8.418423675
185,476,9.026662444,6.026662444
377,212,11.20920059,8.20920059
326,468,8.924738649,5.924738649
410,398,8.939107307,5.939107307
177,225,10.25559171,7.255591709
89,276,10.92754286,7.92754286
26,11,7.900766776,4.900766776
219,137,10.35303418,7.353034182
444,117,12.06030989,9.060309891
196,262,10.80034421,7.800344212
376,160,13.92463296,10.92463296
67,13,10.35053419,7.350534189
380,63,10.65054674,7.650546741
381,94,12.42467155,9.424671555
456,6,12.2872396,9.287239604
158,486,10.82816072,7.828160719
403,5,11.90539286,8.905392863
119,73,9.212829282,6.212829282
252,350,8.98751592,5.98751592
134,407,10.18596659,7.185966592
433,430,10.289958,7.289958003
322,85,13.87867579,10.87867579
365,130,11.0015501,8.001550104
312,13,12.44366045,9.443660453
405,132,12.51487967,9.514879671
360,1,13.23520792,10.23520792
201,500,13.61498804,10.61498804
304,48,10.25847334,7.258473338
464,165,10.76767689,7.767676889
107,98,9.102793168,6.102793168
91,449,11.2055217,8.2055217
399,435,10.18999061,7.189990614
444,365,9.211587235,6.211587235
66,385,12.46704912,9.467049121
402,356,12.82062204,9.820622035
42,343,9.963228043,6.963228043
281,269,9.624130126,6.624130126
247,474,9.0430113,6.0430113
348,160,12.41288725,9.412887247
269,141,12.37598245,9.375982447
60,419,9.698521131,6.698521131
208,90,7.99499195,4.99499195
312,130,12.15596973,9.155969732
370,31,11.76427142,8.764271416
486,348,10.9890208,7.989020795
323,230,11.21774457,8.217744573
413,301,9.342846407,6.342846407
75,233,7.969004144,4.969004144
348,491,10.20629867,7.206298673
