x,y,old,d
54,352,10.96631528,7.966315281
400,134,10.80100939,7.801009391
86,270,8.52425169,5.52425169
288,231,11.75954215,8.759542145
55,120,8.691170714,5.691170714
168,251,10.35979229,7.359792286
87,26,7.755980035,4.755980035
461,172,8.707035071,5.707035071
137,284,10.67963678,7.67963678
491,389,13.16146361,10.16146361
115,23,7.824257455,4.824257455
148,36,7.107964903,4.107964903
370,386,10.80507387,7.805073866
426,313,11.59287622,8.592876222
95,496,9.527955984,6.527955984
248,63,9.178218018,6.178218018
23,198,8.688234933,5.688234933
460,369,11.1410024,8.141002403
358,439,11.6921717,8.692171701
399,410,11.35657877,8.35657877
433,200,11.73203891,8.732038906
353,229,10.46320735,7.463207354
103,345,9.366638238,6.366638238
323,44,11.26557206,8.265572065
437,87,11.16919535,8.169195351
368,295,11.98343822,8.983438224
499,110,11.39539133,8.395391333
304,442,12.25193081,9.251930809
454,44,10.34597677,7.345976769
436,259,11.24013922,8.240139217
98,155,9.732504833,6.732504833
129,429,9.771718831,6.771718831
287,48,11.76876709,8.768767086
239,132,8.722109205,5.722109205
154,404,10.09296962,7.092969623
178,341,10.81768271,7.817682706
457,109,12.1714738,9.171473797
380,456,11.14587619,8.145876191
392,183,11.36666538,8.36666538
251,422,12.43132732,9.431327317
140,337,10.95330261,7.953302609
331,181,12.11966016,9.119660158
189,399,10.35112998,7.351129983
253,386,13.14235929,10.14235929
162,478,11.07561505,8.075615053
87,403,7.819205326,4.819205326
385,499,11.61054896,8.610548957
22,153,9.958031379,6.958031379
407,362,11.48049002,8.480490024
477,336,14.11677839,11.11677839
245,493,10.20268981,7.202689809
234,232,8.619511518,5.619511518
57,199,8.389873539,5.389873539
407,250,11.0354183,8.035418303
267,337,11.83948933,8.839489331
196,283,9.48509382,6.48509382
89,106,8.545330224,5.545330224
322,6,12.34668144,9.346681443
125,367,10.37553282,7.375532819
262,176,12.01745151,9.017451512
4,284,11.29875866,8.298758664
148,184,9.252674732,6.252674732
222,177,8.998528979,5.998528979
398,333,12.36848138,9.368481382
285,471,11.23571035,8.235710348
451,478,13.73733085,10.73733085
38,85,9.233088473,6.233088473
25,324,10.89600693,7.896006928
328,129,9.184378151,6.184378151
333,423,11.52467858,8.524678583
493,309,12.36617717,9.366177169
334,74,11.07790554,8.077905542
157,9,10.79172489,7.791724889
55,167,10.37190576,7.371905764
71,247,7.678218925,4.678218925
222,78,10.33513344,7.335133442
326,221,12.15537331,9.155373314
255,459,11.84613667,8.84613667
419,460,11.62456068,8.624560678
347,322,12.70014584,9.700145839
31,27,9.968789178,6.968789178
230,205,7.467958603,4.467958603
63,471,9.726696395,6.726696395
101,443,9.57839409,6.57839409
38,400,11.33902775,8.339027747
300,92,12.05660924,9.056609238
282,21,9.901002124,6.901002124
240,21,8.790381785,5.790381785
267,289,12.92815632,9.928156317
207,3,9.495900966,6.495900966
28,459,12.28370128,9.283701282
445,339,12.74458592,9.744585917
355,491,13.52635447,10.52635447
483,279,12.45897566,9.458975658
327,487,9.903072921,6.903072921
127,124,9.42948548,6.42948548
464,232,11.04247077,8.042470774
336,257,12.1003967,9.100396699
2,375,10.10769793,7.107697929
192,445,8.954464113,5.954464113
