x,y,d
136,105,14.8411879094
419,99,14.4089742083
268,136,6.5147627103
241,172,5.46230093774
347,121,10.6835496394
397,305,7.86257322278
103,334,14.1292102234
69,410,14.9403412643
257,266,12.7938082452
77,355,8.73958149288
421,477,4.73549677608
1,270,14.3343559113
166,350,18.8679317214
98,229,8.75044733928
455,460,12.2435449271
44,93,14.3498513442
169,206,13.6078243666
79,258,5.45573373592
236,220,11.6695475715
492,439,7.27028154837
237,483,11.8378860096
308,179,5.10579050877
18,432,10.1550085374
55,225,7.7369353798
279,217,9.69857827115
412,224,14.1509161157
81,66,6.67583709021
9,58,5.81402376093
284,37,12.3586618473
15,12,5.62002097198
288,355,15.7146682442
279,430,8.92433688039
417,194,11.0266352364
190,16,8.66588943529
380,221,9.2380959437
379,387,10.1649036973
311,336,12.3766991742
261,345,14.5591659757
449,104,11.1332792462
497,122,16.2493819808
203,329,13.1426678736
445,30,9.70976702982
332,410,5.87057473451
244,399,11.4475914244
381,75,14.4657718833
130,73,14.0106246726
241,128,12.245087123
158,123,6.87936822308
127,362,10.8786720823
78,140,16.3129870931
41,200,7.56616291586
17,141,8.53309915424
2,118,7.13597785433
7,314,8.24540191765
234,361,5.69459275705
305,72,6.75978599374
218,278,16.2377003662
447,208,6.2393474223
31,36,9.39602315445
113,483,5.36026121088
74,204,12.2124721681
458,305,7.08944970354
157,432,12.9613049883
127,200,11.3728484236
484,79,10.0871047054
281,470,16.2407206835
276,396,15.616851073
32,283,7.01476380627
286,282,12.6414879739
128,138,8.42026274596
477,333,6.34846265764
231,20,9.69010185454
487,490,14.8817110829
400,439,8.19840204895
64,285,14.9016361111
422,317,4.29413495788
398,51,8.87788927809
435,248,10.6376325041
198,174,11.6355984429
240,77,9.85755466162
363,193,15.781716842
422,143,15.4106962958
353,447,13.9848855637
130,411,10.5821989949
107,168,6.3637089813
443,363,4.13392594207
52,169,8.15527451176
352,284,12.0016993644
367,329,14.024794812
32,349,8.9526700366
284,3,16.1168222132
207,365,11.9498647773
323,226,5.35301577433
309,380,6.94848498833
384,163,14.4820246298
341,0,13.6813186617
106,111,5.97871610058
110,4,8.59500257227
425,7,5.34837770459
196,459,7.3892410664
