x,y,d
24,6,4.13531040038
216,166,13.0214266002
20,208,5.64881740748
297,155,8.71914624645
180,278,6.28992620618
327,399,11.8784065393
323,430,8.83131340174
385,380,10.9088659345
56,241,5.71251160129
161,335,12.3165436831
204,425,11.4792338431
352,152,12.4750252391
301,26,4.97463788859
387,55,12.0701733421
422,498,5.22998138795
488,209,16.5244538951
362,207,5.06088989402
86,309,15.3233255323
127,401,6.69796885098
62,287,5.22832680774
376,283,4.8448921753
349,368,15.3375731445
271,73,5.7134332668
236,295,16.6986357817
63,1,4.49692260823
147,91,9.42374922595
462,225,5.71259572991
232,386,5.61304942561
124,366,14.9065994229
284,2,11.9427425321
281,489,11.3533724293
444,107,10.0759406781
228,470,7.6189154019
216,7,3.07516936448
420,130,12.2240264528
15,293,12.4888223937
159,422,7.35228145908
74,153,13.2062389412
28,55,4.76231601159
440,306,4.71748857017
209,240,6.03643120558
491,262,11.2433906999
140,140,11.1193486369
360,115,14.1559065872
486,51,4.58423765216
339,48,6.54126540968
307,211,14.487356687
79,352,10.7309597094
185,378,6.209644183
480,352,12.5394304358
250,168,8.24845519592
67,184,16.1423957607
84,458,11.4993528576
364,420,14.9644897985
118,60,9.76227886713
399,189,4.92135880542
93,431,7.21789671884
408,336,14.9681403824
275,241,5.21440896512
106,486,8.61590281168
248,41,6.84211292126
81,37,8.63428116536
493,385,15.8183015058
303,332,12.9191168125
286,271,16.581752116
180,27,4.64025787409
395,5,6.72616582236
119,116,3.67314094767
328,255,5.63594615485
405,284,14.6819536357
38,337,4.84949694716
452,463,3.7334257152
15,251,12.8955621382
402,460,12.2085504962
429,0,5.01351887805
177,249,11.7163894778
92,205,5.88591519206
45,96,14.506775395
9,156,4.58729310345
438,364,7.8252554365
389,311,7.3623837575
408,92,4.08127051462
150,211,15.572170229
176,174,5.03260126598
17,381,15.0056131917
173,145,12.7075369869
302,374,10.2295228201
454,271,5.95798281711
239,261,11.5036361024
49,399,13.367670808
28,494,13.5580910301
282,393,9.47328521603
482,480,5.53681835665
493,306,6.54308051268
39,129,3.70206292262
456,398,4.84671211407
448,155,4.68720834021
84,254,9.36473554922
370,235,13.0098170824
325,114,8.22353897869
