x,y,d
14,2,11.0296026342
104,350,3.10875275746
97,53,7.5409130818
121,416,13.8289340837
455,363,5.67549415473
203,314,15.7568633102
124,473,5.94059665848
347,416,4.22734760664
267,124,9.87147096716
300,410,9.31232065222
40,326,7.82788590465
30,156,3.09849059242
368,23,7.30965017558
473,268,11.585728192
412,67,8.88184869125
140,339,6.26734797651
251,243,10.6009908065
413,164,15.5738390734
321,377,9.95807872586
181,464,11.5417941873
265,42,7.3403617044
75,343,8.65044172871
114,16,12.2794942709
358,485,10.8828645704
113,248,12.0372933842
54,11,12.4012594813
199,401,8.41124258468
407,303,7.64190802769
48,67,14.9550204403
331,277,7.12170513315
8,69,3.53930429607
381,141,7.18379429519
34,96,14.07206004
80,304,7.38937033453
288,359,10.5337030582
215,28,11.5819200513
128,444,16.8852059498
125,152,11.6411659703
229,397,10.0923808291
269,443,6.17432905727
441,46,16.1981040012
147,86,12.4051572374
375,94,15.4103080208
443,180,9.67953860658
237,279,6.67966182138
50,126,15.787366599
35,256,7.63120058923
489,177,10.7946564326
390,398,10.9527206694
118,72,6.18075534759
255,340,8.37756684764
366,237,4.85824795049
161,303,13.0603073552
355,359,10.2119883325
210,198,11.7228500156
425,468,10.1666430121
343,150,13.8647972482
166,231,10.9106684081
159,433,6.5640710681
8,217,8.96467808448
432,233,4.66427406789
153,268,15.4657492773
213,165,5.74040949581
345,322,6.27703314592
178,88,13.6539770672
310,132,8.60532071161
121,179,6.90601496915
309,34,8.70850270698
278,476,14.619137671
299,208,12.9109927952
164,380,11.9681614278
198,369,12.4966968239
24,294,8.98802009724
233,494,3.42001458185
461,233,9.69611251236
14,452,15.6103316838
235,93,4.60974159157
382,346,12.5628760578
68,239,3.06513740129
478,149,3.68480808399
170,28,8.60846519042
84,435,3.10461918716
174,192,14.9774413361
238,63,13.4642409088
10,109,5.12075880391
6,252,6.1498426785
274,178,5.85471398301
66,397,4.29672561428
97,198,14.1539046601
293,101,10.1308668862
107,389,10.6630407313
399,39,4.31626113249
198,69,13.3965179099
53,366,7.67965259092
219,252,13.1908090279
490,119,8.66458824551
498,462,8.17357262595
251,309,12.2891895888
176,130,16.2690927436
353,203,11.4509553148
