x,y,z,d
102,239,321,9.59565411872
156,251,82,8.80089157341
196,30,417,9.70760890912
481,300,487,9.83184605169
426,269,471,14.4145396385
84,287,38,2.71032871099
267,10,87,3.50824330707
241,29,132,10.6902356002
239,290,204,11.149261955
35,188,283,8.13482969777
193,13,500,5.69311053551
387,296,444,5.24828899836
166,310,244,14.4215605318
194,330,0,8.46148946998
95,493,443,8.39370097867
156,84,330,7.58385820103
336,403,166,10.9502922997
96,447,382,13.2555791275
466,198,421,15.8137172295
500,329,316,14.7575190622
321,154,83,8.14006333478
68,482,366,10.9456846385
349,104,330,11.3247381989
363,33,198,9.36175684465
129,386,179,16.2495029985
106,318,52,7.08795590242
127,212,29,3.06943008269
428,191,453,13.0691045441
236,241,417,14.3024329632
426,27,37,16.2034032567
32,302,448,14.5141933936
269,212,440,14.9597480662
396,390,345,7.57450501279
356,183,114,13.608889703
166,308,49,11.8832404014
314,423,465,16.024935655
180,262,224,11.5479480622
22,382,26,12.9781386539
313,75,168,5.35257808168
106,78,152,6.36934786857
355,253,250,14.443949607
452,220,57,9.02907417837
468,68,54,11.0101871886
26,2,150,4.52303611624
260,254,131,10.2808829086
215,104,467,5.2317211688
318,51,31,3.37500113976
461,377,390,3.14042649315
188,137,370,13.7387774173
421,449,337,2.70863943252
58,447,349,9.96329630043
218,74,374,10.630827435
440,140,235,16.0405391255
127,9,231,4.40398857187
307,201,358,3.60645854057
146,144,156,7.05058678311
496,144,150,15.6605532046
324,307,92,13.3998996986
130,100,137,13.4385253512
131,115,347,9.56395470982
361,73,290,13.0754206746
89,196,293,15.4531696866
11,365,84,5.76243860488
202,495,344,16.3506514938
17,459,237,14.5401543952
486,322,398,11.2700594418
172,53,138,16.1634374229
197,499,121,8.24344828265
15,93,282,15.0356576885
418,315,393,15.5845918356
18,256,177,7.37384575392
265,138,408,16.1130412646
105,478,185,13.339944012
97,405,407,12.9905101517
134,398,14,3.49080307508
263,297,121,8.21741586256
390,394,262,6.71287406512
213,331,288,5.55651521485
367,128,6,9.91148452357
261,324,384,6.21999003704
482,6,79,12.4986800382
429,378,35,5.95498077007
183,333,190,8.10874336993
252,204,283,9.14506254977
433,367,283,13.0663362691
43,143,150,8.62143121116
147,186,397,8.22008522591
484,275,123,9.81818482086
367,158,292,7.42870367981
284,42,302,8.6789213001
339,345,208,7.53822789304
152,241,460,11.2743852078
420,176,23,15.3666491127
186,312,290,3.00857982564
301,265,72,8.79613711893
383,347,57,6.35781675074
253,228,244,8.03335919093
176,45,53,11.5254795424
63,330,33,15.3147781697
248,402,499,13.654861653
296,283,345,15.4567770407
13,52,204,8.79249185087
296,274,203,12.9759936308
466,413,201,6.45731438513
179,278,123,11.0621047565
182,351,253,8.65205355584
470,267,247,9.43358860628
75,166,380,11.9959039052
151,106,99,4.85715820868
36,278,293,5.69981820871
213,374,446,8.16938922581
238,163,376,5.69248683066
380,182,186,12.5658371465
454,411,231,13.3731166898
277,82,495,10.7914339907
238,404,182,3.03367640888
284,248,263,11.2878361359
181,212,188,3.20412281371
394,172,246,7.74979224651
371,385,317,12.4941924838
137,351,177,4.43061866664
97,425,83,4.08508669817
277,70,354,12.9275959955
93,191,330,7.24533724076
209,361,65,6.20765973305
181,217,78,14.9497118586
451,57,156,4.72250090703
155,274,384,8.46910409886
493,493,184,5.60969484143
284,122,124,4.22419665875
481,285,57,6.66654469339
336,158,318,15.1582087001
188,447,474,12.6620433168
62,173,98,12.0460456461
82,409,117,10.103596658
264,384,179,12.5201108579
75,419,462,5.80770425945
161,404,335,13.5004587346
270,498,310,3.79614910759
56,485,209,3.42391224463
327,177,397,0.0192093487199
247,56,370,15.3679841393
23,89,183,7.57773085776
486,281,163,11.1762943627
385,227,380,6.55372662824
389,182,370,8.00298990934
500,481,63,14.2723885912
183,193,350,9.84417945511
430,219,386,6.95488796517
488,211,360,6.66641407611
30,372,465,7.10808342078
300,93,364,8.63511900654
499,491,305,9.09285766987
320,182,156,12.5982380217
301,295,225,3.01385863061
87,120,464,4.57200992698
283,136,48,10.6511520123
353,318,211,12.6025958866
421,210,251,14.3955808519
420,18,309,12.3766026741
266,154,193,15.3993850248
173,175,372,13.0534401379
63,498,297,13.351363506
240,196,445,16.0856005051
460,235,399,15.4403427509
495,223,449,8.83111445517
453,249,63,5.77977035599
166,371,171,11.1220490458
336,311,276,14.5182666187
206,277,50,8.90525044156
234,215,329,11.6054579993
52,379,370,10.6046085534
41,133,249,5.96606438985
356,38,23,15.2915219117
372,273,470,11.1076874534
297,225,143,5.1020862469
121,390,343,11.6456410902
62,319,290,3.84165524058
113,391,65,13.2151199357
105,186,475,5.50874388877
342,45,83,5.22107737355
436,220,135,4.34259113081
153,35,31,7.7518750266
0,91,335,15.6914641424
153,75,301,13.0306485734
209,279,7,4.80199396762
227,81,314,9.12604183352
180,432,178,14.6647078832
181,473,117,12.3844544589
118,443,154,11.6079810917
221,116,98,14.7096871743
236,403,262,7.7269579568
23,465,209,9.61476569786
301,18,409,4.98584001108
355,487,483,15.5722492065
306,253,329,15.3501546011
463,28,385,13.8948199927
192,379,408,8.949854325
308,190,35,7.62403971531
152,211,308,4.85864512815
