x,y,z,d
410,322,442,0.779762671
371,169,97,2.453884354
441,61,275,2.665017747
331,191,196,2.708716005
263,290,270,2.864755356
333,428,462,3.049921345
343,281,416,3.062213171
424,286,307,3.127728258
492,185,395,3.155689918
314,276,432,3.158847406
193,164,125,3.161396761
162,476,70,3.222583863
327,256,204,3.364173068
324,462,302,3.379582473
298,276,213,3.487247502
288,229,164,3.488449237
432,277,190,3.553873953
105,275,92,3.615031695
363,231,242,3.635608476
464,496,350,3.805422329
12,460,310,3.919185174
238,189,404,4.008328512
57,145,57,4.034395224
33,160,496,4.042229943
88,46,490,4.099657314
430,114,191,4.199177101
11,397,197,4.253297755
197,284,179,4.351148865
240,414,106,4.441297431
420,469,152,4.487811196
393,434,282,4.51816163
465,476,467,4.531438603
334,234,266,4.551177502
24,110,20,4.623680528
428,250,215,4.700983774
132,150,271,4.849607391
410,247,272,4.934969943
404,396,375,5.078614383
62,273,281,5.152587876
291,84,51,5.239447564
16,211,264,5.259512725
10,306,150,5.299751121
20,365,495,5.376608727
416,90,92,5.397566922
106,396,171,5.411199744
324,329,179,5.568043391
20,226,237,5.62028363
317,323,488,5.673399009
374,377,242,5.906845616
208,322,53,5.935328782
10,497,358,5.951093724
99,397,214,6.003120272
396,255,367,6.051783043
413,365,197,6.095150488
66,481,13,6.133847821
488,229,282,6.262912013
67,31,257,6.264139847
411,479,309,6.27946399
432,479,1,6.290873684
158,53,185,6.415637382
120,92,278,6.419599248
265,371,414,6.427423084
448,168,499,6.486674569
307,405,472,6.5832496
455,363,33,6.593615027
170,209,470,6.657306173
55,37,12,6.659038106
83,87,22,6.742701754
247,275,378,7.134138982
154,445,141,7.238243636
289,432,5,7.330105215
458,291,75,7.345499609
140,301,180,7.406843953
122,269,36,7.40825321
87,116,60,7.450047054
414,37,490,7.518909521
248,29,51,7.547487107
125,217,402,7.579292798
480,230,82,7.622839806
138,41,123,7.629320035
6,404,416,7.630942215
421,217,465,7.662085757
203,156,38,7.729318085
111,74,55,7.732988401
6,492,23,7.733453551
268,14,301,7.752651837
459,126,252,7.755683051
366,343,182,7.833378906
168,310,296,7.84908551
67,329,368,7.947560413
50,278,10,7.983203844
122,407,323,7.987359468
473,376,377,8.043425704
127,16,71,8.065765623
358,335,414,8.068405387
325,343,16,8.099799949
389,124,145,8.405950597
62,204,144,8.476219069
488,148,72,8.556582018
294,211,291,8.622410367
323,210,387,8.760295949
73,30,169,8.869037695
279,3,144,8.870177755
158,360,202,8.888908961
366,11,194,8.998031929
70,146,241,9.186158861
464,218,486,9.22004741
158,107,483,9.279703526
188,44,10,9.396638649
305,83,389,9.481520337
186,47,122,9.51795319
22,67,122,9.735044879
156,364,235,9.803576474
462,358,91,9.845060892
366,194,453,9.961049871
103,33,306,9.999450983
23,285,75,10.01371447
113,65,372,10.17191114
274,80,176,10.25359856
391,216,138,10.35349788
429,212,44,10.45734723
5,445,20,10.51234083
62,79,78,10.86698492
273,466,261,10.87157591
83,276,314,10.91575947
311,40,480,11.05185819
70,130,124,11.20362784
23,301,302,11.33942577
71,416,89,11.37191232
443,76,63,11.37869005
194,217,86,11.42922699
404,463,118,11.43910702
286,495,379,11.45467525
382,497,498,11.4759342
255,38,209,11.56962393
412,418,431,11.57155806
473,54,129,11.72009963
355,109,327,11.75833082
161,189,390,11.78019133
257,358,206,11.80570401
148,28,346,11.83911203
287,85,147,11.91625741
413,18,97,11.94737373
119,350,420,11.95544869
339,60,449,12.01925622
179,423,118,12.09658738
195,62,345,12.11664076
193,496,78,12.1429095
220,40,161,12.29968019
297,338,90,12.36754327
133,256,451,12.39307087
400,499,3,12.43335482
498,245,493,12.56873299
468,310,53,12.60309977
73,461,415,12.84142227
474,351,290,12.87064455
326,63,160,13.12064228
177,146,430,13.13138371
126,478,289,13.1477537
112,219,118,13.23290636
156,8,116,13.24279746
197,254,356,13.34633567
209,428,262,13.35074872
406,448,450,13.62763875
238,105,117,13.67492819
481,261,104,13.72851786
454,349,209,13.75004309
116,192,498,13.79775444
197,344,455,13.81353417
21,33,276,14.01388328
52,104,497,14.08774099
391,211,451,14.09985062
327,363,442,14.16096818
446,226,23,14.34292934
420,131,120,14.42009469
136,282,442,14.48621091
207,78,490,14.73165821
467,247,460,14.86005488
71,467,130,14.9754278
430,209,397,14.97618207
276,95,7,15.0911051
432,212,277,15.11889734
410,3,171,15.13732827
11,169,44,15.24836197
158,120,368,15.32152367
264,56,297,15.64689395
190,487,348,15.66523836
6,196,209,15.66724875
222,269,279,15.66996472
32,155,332,15.70364424
374,310,388,15.72743212
440,194,195,15.79051538
96,247,291,15.80024542
440,70,228,15.81767434
294,309,377,15.95225813
105,413,289,16.02550806
209,440,450,16.18276716
342,419,84,16.24429507
140,329,338,16.29275099
318,389,119,16.3279704
