x,y,z,d
114,210,84,8.69967388181
217,363,337,12.9122057446
474,124,252,8.93951380095
360,379,212,12.9157353688
369,176,64,15.0385031345
81,496,229,6.44753331295
466,71,317,13.8207333135
279,168,370,15.1262654849
481,391,233,9.53473866133
38,118,271,15.7085097395
240,399,416,14.6166610775
129,499,456,10.3470147429
57,93,81,6.69521686319
447,333,166,12.3453754572
47,459,101,12.0397812031
271,133,304,12.8784143561
430,51,428,9.54619290347
243,453,244,9.6439258118
455,363,49,6.90294559069
454,408,189,14.4706274916
328,358,95,14.6961344654
441,68,397,15.1717687459
97,265,442,12.8882561245
500,457,402,8.80422452304
317,363,192,15.4797579522
186,52,320,12.4515533594
144,263,279,13.6293636705
165,375,73,15.5444970286
107,338,293,10.5612610457
433,410,253,5.21811177091
13,140,396,6.10313816991
272,262,361,16.1378907856
468,3,459,11.0905890276
4,457,159,9.01553212965
369,148,403,11.5809301732
372,16,394,14.6504137987
50,173,229,9.74957149814
102,65,364,12.2280652325
391,496,462,15.9364827399
35,162,404,7.49187189095
480,14,38,7.02270937557
408,244,288,13.9307439002
308,470,364,15.7696828811
428,499,173,5.45651267936
352,454,448,12.947646295
482,339,302,12.3935971551
355,124,357,15.5753112656
33,84,377,9.56661012296
485,460,474,15.7700428853
237,87,187,7.33776919282
46,121,408,9.68115076942
459,359,465,13.5293136499
413,399,314,5.83049628613
7,409,129,4.64462375231
41,320,58,9.42208870849
17,424,340,16.110178521
276,115,96,11.7506634299
100,144,451,13.7500682681
87,158,322,12.1548474149
466,322,91,10.6753201102
328,452,428,13.3475761594
18,46,62,15.8942102037
253,403,213,6.07658354952
448,208,128,11.6160576723
410,360,49,6.20721517778
399,290,290,12.5455560572
393,15,477,5.33603183854
211,295,365,16.2697646656
477,377,268,6.39206767525
280,101,373,11.3548555828
484,178,475,11.3403192877
371,5,31,12.6849289747
279,474,302,14.1001133864
299,397,115,10.2762373508
170,224,101,7.61440951453
408,146,430,15.3274053955
105,318,400,7.02534244016
360,212,422,14.1674797142
131,175,258,4.2326872554
442,67,63,4.55038263011
71,142,233,4.37711395381
330,154,274,14.8980079766
413,98,140,12.4578772322
479,494,6,14.5659018433
242,61,82,6.99133535723
485,451,12,12.5173617463
414,293,205,6.30057471472
452,284,293,13.9545757528
378,95,486,5.90006419313
101,422,83,9.04393699307
194,324,84,11.5236666575
246,185,418,5.77773838054
96,451,393,4.11955519192
438,106,122,6.33323370393
413,451,383,5.17671922051
483,38,128,2.89123500636
480,112,358,3.94425108462
114,16,458,13.2029083054
313,332,58,5.05295858048
435,291,490,11.3743475573
23,48,299,10.0789202912
216,110,466,8.26906727265
161,468,3,14.9013715066
165,102,71,7.7171041228
228,493,166,15.6388947251
270,258,326,15.3966793044
153,439,161,5.12836310104
25,450,137,4.08779325307
428,258,319,13.4475253573
419,256,134,3.9608512894
224,104,38,12.2640799078
223,271,399,6.66883806032
15,144,147,5.76304603522
354,212,362,14.9347099679
123,291,97,13.40811606
356,210,21,11.6087181524
272,124,412,9.24300832332
373,388,170,9.16553204535
419,318,424,4.7282082919
493,192,372,4.87914548458
467,315,458,7.67034960193
460,263,486,9.92380314203
414,488,437,6.73138026911
97,103,375,8.01927933893
225,217,240,11.1349138827
247,237,145,8.12947022426
161,299,438,5.31925061279
182,277,399,7.13462500944
37,36,259,15.4914841834
454,63,200,6.82489260593
170,497,178,5.60738831721
484,194,41,12.7526541406
373,324,362,12.1420365413
96,392,445,4.44802436357
358,151,9,15.4407947832
343,10,198,3.66505142112
472,468,289,4.92852775724
214,231,144,16.0514823686
148,99,349,12.7151077126
184,402,443,9.54967695971
254,328,351,12.8001368184
449,106,302,5.5228426251
435,342,377,7.44199472592
239,325,437,9.25958146705
39,39,415,13.76880862
259,117,41,15.010310391
71,28,387,8.40302725262
271,420,13,6.36351050027
59,134,53,13.088146614
118,329,92,5.53110849508
332,5,173,11.8615536958
397,6,122,16.0278969729
47,11,123,5.3920884232
244,314,185,11.5281346202
449,257,390,12.4641721168
251,45,278,13.7938520925
176,221,464,9.7019969753
407,132,469,16.3980001514
322,391,264,3.88335644445
42,462,495,7.89505047381
120,255,181,10.2071844147
58,246,476,16.1933368473
407,169,102,7.44807342174
213,20,347,15.5741349145
457,93,86,7.4696272417
491,60,49,10.2767231414
419,410,168,16.0037601579
220,176,182,7.78116035883
204,87,9,9.92712967727
165,488,499,11.9105046376
489,481,187,14.009703946
395,67,275,6.39903007633
76,482,329,15.8082983193
385,355,303,8.70720352335
165,326,59,10.8611882543
90,169,465,11.2980561903
230,180,220,6.00990379815
145,265,315,5.09095942399
249,126,488,9.48215600908
262,246,212,12.3013458749
127,447,417,15.2293138363
397,336,418,10.3162107904
465,205,464,9.61001535557
314,205,76,3.64606644589
27,240,437,7.66023378804
409,292,353,16.3091956954
40,19,9,16.3165282466
162,209,356,13.1133747998
347,9,465,10.2055825619
469,176,214,9.8750999432
468,478,421,6.44184026843
162,195,414,9.37810579374
336,69,67,11.7780623155
265,376,153,4.08624446693
140,336,422,13.3862005553
308,257,117,7.11710066025
64,299,404,6.39994914814
304,116,404,13.7975620603
91,306,86,8.43547301119
169,498,35,9.24816956918
