x,y,d
445,347,9.25953305558
138,291,6.96406340577
159,415,14.1540621429
98,405,12.6187006744
103,36,5.04360360664
478,131,10.857495821
363,436,13.4460877111
85,177,5.92370505403
199,447,10.9072853716
125,469,15.7752583567
178,348,5.90620602691
139,221,12.1579751629
227,335,6.14724810169
387,97,11.3886978782
66,427,7.26811826256
44,133,8.85279195202
192,414,7.70703294799
454,308,15.7878730931
392,348,10.4585690374
18,282,10.4330189722
346,233,14.6714632234
12,4,13.0987616036
115,344,13.4993520747
449,101,10.6941873318
319,327,12.3156807029
262,94,14.8156415535
372,125,14.2092098701
377,41,15.8344267361
417,315,3.75550149116
329,62,6.85436834536
281,114,7.34413941222
387,285,14.6671829033
187,273,3.8507305156
328,464,13.8856679937
298,480,8.21924345393
223,5,8.26941178645
459,223,11.6104936693
247,429,9.27333043783
74,212,7.59283181102
239,159,18.3913472239
295,189,13.0415904473
288,376,12.384256773
170,2,8.50389907455
431,73,11.9090452945
256,47,13.4855229403
176,110,6.61572881785
182,183,13.7077908861
157,450,7.74861452015
188,231,9.80009269856
243,269,8.78706767978
285,415,15.0669595196
498,452,9.06290169393
7,38,16.4280276386
63,383,11.798721472
359,366,14.5790984032
261,291,6.49014527022
411,368,13.8194974938
500,287,4.8390229254
99,294,6.26668727405
409,25,11.4060180641
492,362,13.2700190804
214,360,5.09887305404
493,180,8.81496287616
362,166,10.3054605834
89,71,11.6845866151
109,143,7.35021783157
281,13,13.6230532641
331,167,7.12187270555
29,57,9.08008020417
139,125,8.38022273152
1,498,13.4015491292
141,22,16.6100810232
410,433,10.237780923
9,469,15.6602423558
311,434,4.83473537788
217,113,12.0843750649
224,197,12.5721842875
272,333,12.1856545108
412,244,11.1238468695
194,40,7.47485680722
335,25,16.2573232509
262,498,12.7281927737
324,197,3.81011026348
205,313,11.5878791481
367,489,6.63463287454
491,62,13.5603789303
113,269,8.14094907576
335,113,6.72023505921
11,141,13.0045882672
36,172,4.79110541758
309,43,6.4315191644
38,89,13.9032327039
469,432,10.4153215986
457,475,6.48281220005
15,385,3.9032576423
57,24,11.9309639211
84,349,10.4974619267
134,70,13.0937884181
279,452,5.7873584143
398,217,8.7611743624
