x,y,z,d
47,142,341,5.24628014956
315,257,168,7.82712549587
116,305,499,10.3828408422
354,336,242,16.4455150354
422,348,298,7.49748924896
113,99,302,10.1121073509
469,141,2,14.4224483722
282,327,236,9.20231045019
175,116,387,5.53379017257
246,412,284,16.0514090898
446,412,53,8.44890381317
96,225,326,16.4674248767
474,157,160,10.5800056051
119,112,105,3.53745446149
388,491,155,5.64906071168
163,198,379,4.06532312644
365,426,166,4.05896448859
129,367,336,13.2807437887
399,223,421,16.0420758353
39,467,345,13.5808221641
377,309,23,6.24499441883
454,52,207,14.716720852
285,32,62,9.79791604841
116,205,302,13.9936277615
253,451,124,16.5033481671
443,78,49,9.19960549419
418,474,460,13.6401162656
337,40,62,13.5892162217
367,57,194,12.793792907
250,419,475,14.1278262541
438,331,460,7.91719355599
42,355,13,12.2106971891
211,32,389,8.05836805998
435,3,394,4.58324306636
209,195,73,12.7817410943
296,94,446,9.5239594475
232,280,326,15.652289745
397,477,71,19.9170324139
114,128,423,5.36377497154
166,496,113,8.66126278649
170,288,122,6.54957719049
279,398,65,7.20626037429
58,185,88,12.47617547
410,376,308,13.1411665518
350,189,126,14.9655567818
185,408,282,4.54021372226
443,162,441,6.98572800139
432,421,303,7.13781754222
2,322,434,14.23787775
252,291,259,3.7810720782
221,244,138,6.36943816639
335,85,269,10.4697618343
101,245,366,3.66700756585
335,100,70,7.89876941076
85,19,224,8.39917995456
345,186,405,10.9023540548
422,238,484,6.99852065169
415,446,39,7.82656202739
301,473,465,10.5362742421
100,404,122,7.98198013259
104,203,124,12.5717790585
103,285,316,14.0766601008
154,268,19,7.84272619207
393,271,365,8.62241709189
141,288,312,9.97171427131
71,351,76,3.63562755229
216,379,7,3.67811510104
400,267,495,4.37007634455
316,490,112,9.31450325373
179,190,438,4.46221323587
39,463,183,17.0215622133
488,104,85,6.08189932261
301,417,433,5.69048192219
83,204,225,3.87788357076
189,174,193,7.29905288968
185,18,8,8.29267348021
29,325,248,14.103388214
19,296,322,16.6903700171
144,202,105,8.65435782912
231,374,244,5.87111512256
24,414,273,12.7634210156
458,29,263,14.6553796981
90,382,203,15.5662768744
160,227,68,13.0252871999
161,93,119,16.6865802373
131,249,396,12.7487453459
252,94,127,12.9180516772
168,304,98,10.3429916366
37,103,107,11.3950338458
3,408,46,11.0609762228
151,225,468,5.79474999723
92,426,454,4.95028092937
222,143,196,15.2895477152
293,470,181,12.3186500872
181,336,407,3.4306853645
246,117,347,15.5778724357
6,452,471,8.50324468425
81,85,440,10.1248151653
7,300,217,8.22625609773
456,377,477,6.04230758977
137,122,86,7.75049663096
190,57,106,12.4815129465
458,410,171,7.26804921596
230,460,256,11.7434440849
23,81,441,7.6083171387
316,35,449,15.147156551
360,494,185,14.9587909722
359,157,500,7.18917843337
388,193,391,11.296985836
253,354,197,8.50942475905
370,403,131,8.09000423303
411,465,329,4.16266284277
196,453,42,14.263346052
156,298,463,16.5106454505
413,15,54,9.91224029772
234,34,359,5.95657434183
244,309,16,16.0718240336
407,449,480,11.2532085914
171,476,270,11.9775209803
78,322,292,14.2865171783
142,41,489,5.8182445546
366,305,400,8.85736197487
234,295,372,4.72194818247
263,9,321,14.9153342193
341,84,129,16.9205320806
259,452,268,12.7111749175
449,455,300,6.83688374646
284,99,114,13.4639850221
85,336,14,8.09865569812
190,170,252,3.94961280025
24,283,261,10.4252978481
233,65,385,12.9138535238
488,49,364,9.56923776777
430,55,110,15.6211982398
343,328,94,11.4445928146
217,379,72,13.0949610558
438,392,260,6.41845689522
209,18,325,7.11217571034
447,240,443,10.2184855044
253,284,425,8.93258938347
239,156,299,15.2215451819
405,193,153,14.5441157241
455,114,125,11.7151255167
43,87,324,13.0343211538
15,461,201,12.8992403463
194,81,368,7.60725874009
63,368,383,4.2730693402
116,351,363,9.74058997697
48,394,446,8.58981665978
481,484,74,8.44088133537
407,44,412,14.7669194381
130,430,345,10.6361978109
48,159,379,11.4956570659
435,498,250,13.1188679596
240,339,259,12.9759264374
326,245,111,9.40030377927
392,331,150,4.77647431973
461,293,372,8.57721353182
205,142,16,16.5165954432
465,128,298,15.8525488871
446,31,113,5.62199082831
116,361,256,11.4868908964
232,249,110,5.84994921418
381,1,173,12.8048639079
344,444,321,4.93321404852
177,158,485,3.89057925123
58,316,157,16.8559514347
12,307,376,15.4774505709
51,471,115,7.25870969386
260,442,422,11.1723501327
489,475,267,6.20973273316
340,185,438,8.44824111879
409,119,269,12.1618262508
93,96,19,13.2203166079
199,432,286,13.3653914008
371,126,479,14.6766291642
277,34,303,3.44114801344
356,99,281,14.2064227392
383,252,54,16.2496684247
37,41,413,14.0258206613
254,202,196,12.4118353378
349,458,414,9.13666812813
145,99,152,9.79512859711
163,117,251,15.0235491151
185,197,346,11.0779072304
326,7,458,7.25000827738
302,166,152,11.8380072559
56,447,266,13.1343724787
241,197,12,6.18833063831
7,89,154,14.3613626475
491,494,189,7.74445786682
32,266,50,13.602887801
48,169,293,9.16338287483
33,162,470,12.1508893044
52,243,131,16.5204893449
428,340,203,6.07221852192
411,461,202,16.5075493515
175,13,271,15.1529326347
109,92,60,15.9041665854
447,230,85,11.108826465
