x,y,d
462,214,2.20181888443
60,175,12.733350494
41,375,7.14206375892
227,94,6.77841180185
56,248,16.8567124105
469,22,8.81972697109
392,302,14.0026213111
117,243,7.19468078615
485,425,4.44793078573
289,83,6.11427831385
289,137,14.1678686568
150,110,16.9661486677
467,381,15.4227378463
367,235,8.55534495179
475,299,6.28696496868
273,172,6.90017804588
75,12,10.7726332977
24,332,7.19042463278
351,358,4.01707610739
363,416,14.0228380926
57,301,5.46604613492
156,210,8.22417748563
207,130,15.4929485068
290,315,6.39365582337
260,228,7.93602101215
165,170,16.3340114622
18,221,10.8050307939
465,158,12.739988224
109,302,8.95830369563
406,383,14.3883324449
191,261,9.2114867193
116,481,13.0514375207
411,214,12.3494777827
391,16,5.31168832337
105,270,12.469749617
338,164,8.22898668272
184,431,8.06750679504
22,192,11.6743252632
466,349,12.937266245
10,431,10.0407438736
330,210,4.29414036324
400,249,10.8065959617
236,248,9.63511139597
126,210,16.2026218158
494,110,13.3070488201
235,183,6.70819001092
379,101,4.32695509792
0,3,4.35124872981
61,47,8.43954558062
208,286,12.9112870415
431,39,8.16071007728
123,344,11.1360159228
149,138,15.9902728558
114,421,6.2076389792
437,260,7.80539385089
38,121,7.47828544845
198,164,13.825983825
360,472,9.5237856124
250,399,12.5581470963
138,289,16.9202528371
61,497,5.75239658655
206,70,14.6829009964
451,321,15.5660540879
40,460,13.9644520936
90,143,4.42039909524
109,184,10.2907994428
275,292,16.1214804996
126,51,12.0003904784
474,259,16.5135583043
363,141,13.743623071
465,464,4.83897519587
3,376,16.0488993202
321,334,15.5465509355
92,225,6.65102230596
209,219,4.32270260996
322,484,10.8783310724
408,81,4.53781438831
422,449,8.16119889847
291,425,9.1935311267
496,188,5.99615559538
341,290,16.1376503863
398,498,10.1832221637
193,348,4.34249948356
164,252,7.838386132
424,124,11.6652217137
346,111,14.7235511888
460,122,9.87922443689
160,38,10.7826503205
284,457,9.24566572397
239,467,10.3110817517
100,393,8.52868593875
219,360,6.53728189454
388,331,5.24992490711
458,87,11.8520710459
235,153,6.77904323977
2,119,14.2511991823
242,332,3.68305562568
238,56,9.78489418127
32,52,6.38679132847
326,403,6.26503641327
