x,y,d
364,362,9.55290928717
499,210,13.2174309446
107,333,16.5884255181
111,3,14.4585094258
53,76,14.9833917884
251,9,16.5126273303
291,427,6.24571899888
45,249,5.8410989692
127,34,13.7005637376
40,497,10.1473163357
300,497,15.4134548818
82,187,14.39302097
136,295,13.2070151442
483,491,11.1270615612
289,364,13.9767010453
500,42,12.1320919561
241,41,5.17425019431
243,397,8.28323253294
472,385,9.54563104546
166,232,13.7789433074
173,109,17.1165035024
108,403,9.64446164294
19,3,5.8262734048
357,292,8.53808722705
429,390,15.6628002771
152,148,9.19472341406
201,13,10.8925416541
452,17,13.1956028099
144,3,6.96418024921
271,313,17.1405063277
296,283,11.2751614674
340,487,6.26968195309
490,359,3.76492468225
241,278,16.4741635894
467,225,6.67531151242
499,248,17.0205413135
209,460,15.8982842933
471,154,11.1442310949
68,137,5.06760940521
342,167,11.7585055958
266,197,12.2643104296
283,461,6.14438614442
59,462,9.63823538134
400,106,5.08685951894
460,117,6.31703943306
111,478,15.446762071
473,439,6.53418187315
64,282,14.8972948242
430,126,4.54197613078
69,383,7.62590841257
24,292,13.0706891389
396,435,14.441461532
188,50,5.33859666074
344,246,11.5587649374
216,328,10.2835045559
56,173,8.5238965052
189,357,10.1902880701
49,412,11.7672097545
186,261,4.8081988831
325,337,19.4702478216
393,180,9.41894627486
420,206,16.2359942427
145,203,11.1012753323
111,172,7.84107504776
84,437,13.7072370472
382,257,15.3291661809
210,232,11.0548263884
430,42,10.7863786918
200,88,11.1819828938
32,334,3.77871488186
445,332,12.6709193198
83,315,13.9899069246
413,19,12.1558313586
302,108,14.214159992
328,439,16.3468354306
245,229,10.9500957691
386,286,5.62326858737
25,206,5.11991714723
269,496,10.146495722
294,167,8.52295291774
1,45,11.2160680156
242,426,11.0192397146
462,411,14.3263259933
351,0,13.0034757122
226,205,13.8045265866
152,479,17.1906369228
281,71,8.31683579392
433,301,15.4806392259
119,123,12.8916487777
483,318,15.1441352599
404,154,4.9910400579
261,103,14.6361652967
339,84,15.1906886703
163,385,11.9702914129
479,182,8.56475615646
148,347,8.12597956823
363,222,8.49342124844
322,406,5.53186503501
486,289,5.02452604549
297,7,4.1855119383
