x,y,d
453,213,8.57245865609
109,440,9.21799440653
198,182,10.4277099622
36,153,15.6168533715
425,361,10.9346162542
264,456,13.6119245739
417,173,7.76077882805
368,77,12.9256214023
56,81,14.934589064
355,344,14.0037816393
323,62,7.16918393786
391,340,13.8460187262
239,176,14.7012447743
117,237,16.405013486
339,265,12.522906309
400,470,7.9169735563
431,247,13.0664673788
410,32,9.54175098002
443,421,7.90316366684
472,475,15.3614119528
433,471,13.562492186
359,298,14.314076516
131,353,5.93591558624
110,293,16.159423562
328,239,3.52309351241
430,301,13.386094548
115,30,3.40955855641
179,29,11.7863893718
2,259,16.8495768458
331,401,8.38551766739
171,414,10.7439327683
151,480,15.6097331576
20,364,11.7971068375
81,8,9.20694712645
156,4,12.7251914628
22,101,12.2223651696
28,458,4.14892924823
289,367,8.9949932745
460,76,12.9856145737
412,70,6.95347175626
284,433,14.3983580456
443,23,9.44448022877
294,60,16.6336389833
180,146,7.9541497603
329,308,7.89399230557
55,445,16.7510340502
211,221,3.94470622295
249,289,14.0306028779
428,444,8.35443672706
63,376,4.81260469287
305,108,9.17931467935
474,165,10.939246523
164,187,7.44283541834
374,407,4.69666190111
245,499,16.4356554141
359,499,7.18157187276
303,193,16.7224588399
109,60,8.26625638665
208,343,16.5953705615
16,325,8.66594380893
136,215,4.23423771872
476,316,12.397203941
161,367,3.78712533552
223,102,10.2658762307
322,141,16.679484547
403,272,9.09987118773
483,431,7.01095100664
8,165,12.1388634935
484,387,10.5477288437
340,100,7.5540235344
46,277,8.2544351546
251,259,13.4983513171
59,472,15.6529085929
108,499,9.08841842377
203,378,10.4467687129
443,160,15.1793123072
48,238,9.10941852928
407,129,16.4485687153
98,213,3.45865649601
297,235,15.0394027378
70,344,8.51273708257
473,263,12.6351188077
196,293,12.9179944641
2,36,14.3121947846
287,326,12.2324340884
99,406,10.364139308
369,263,6.84056909866
251,357,12.8128641164
46,5,14.3762718268
142,414,13.6092221433
79,308,8.6448655497
260,131,10.7908757023
301,281,11.9016643203
494,78,12.3049827446
358,212,17.3147446594
224,454,11.7725178012
257,221,14.463682308
326,5,16.3354603614
321,445,10.0971017321
22,57,9.38897369247
