x,y,z,d
321,319,158,6.09738584799
105,328,429,10.4657118534
100,468,223,11.3124968648
284,307,313,6.7324551491
103,200,254,15.0691664419
241,188,160,15.3592776119
415,349,222,16.1557229308
18,282,216,6.4168567784
100,389,486,7.20774716835
73,409,458,4.21846793097
461,231,282,6.27032826413
207,364,458,8.28254757758
447,300,384,6.35352677234
146,15,156,6.617709159
170,109,342,12.327029544
8,492,96,7.79605313752
161,484,18,10.5377856258
124,466,312,9.24375613871
252,70,221,15.3389879727
184,368,146,5.81786935847
116,307,331,13.0760271174
497,418,170,5.95210479947
131,157,347,4.42083265817
307,454,315,12.0372927658
177,8,24,7.14807654018
313,322,19,13.5264469308
221,482,51,7.938854955
7,3,407,13.2124624054
359,446,328,16.1093036373
417,291,355,7.60055782801
125,309,457,14.5763978173
48,177,381,13.0028277231
319,164,20,16.4767162052
57,59,48,9.15016640798
309,100,48,6.30354067885
417,214,160,9.9732232413
82,111,487,4.03683638736
86,164,164,11.7749615318
23,101,339,10.3930012479
50,422,402,5.43253451101
304,467,380,5.46487648012
35,374,171,14.1911795286
383,442,29,4.13948255684
171,73,295,13.3381177042
39,245,181,6.0671162203
213,90,424,15.8761822194
190,100,106,4.71058694148
45,448,454,8.5073941626
293,220,56,9.77312068851
389,57,75,13.9907557997
183,13,444,10.304581401
318,216,482,10.5598941024
290,440,267,4.6170628185
128,358,485,6.54989420107
467,487,380,15.8458082648
113,186,169,13.5738926708
411,79,224,7.71202153084
335,238,255,18.2989714056
16,37,6,11.4922052835
36,259,319,5.62118209028
328,131,84,11.2644724155
198,219,222,13.9236111251
22,385,37,14.2585287997
301,291,41,14.4611108315
246,299,440,4.24266245844
178,129,279,5.10166213998
7,376,211,5.97704025628
344,24,424,11.6126918917
318,433,447,14.2592360264
309,78,214,10.2440288988
26,449,434,13.8492513504
166,202,346,15.2629918062
256,217,195,13.8637096692
482,494,79,12.7494586163
482,415,394,4.4587093981
82,313,246,13.3389967213
229,374,264,10.6632744122
276,292,281,16.2210910551
239,57,23,8.91068259412
482,79,204,6.74194173189
120,270,188,11.7175723083
432,370,496,9.3443468986
164,42,250,3.71248968694
279,410,157,6.43653048608
364,170,343,10.3588015798
326,427,147,14.1212129437
452,28,252,13.1813168378
397,470,47,7.78011325794
462,437,55,16.4801272098
154,439,494,6.83227864516
412,418,360,10.6690757182
370,491,60,10.7836234329
334,359,487,6.64545603462
147,276,400,13.2919443566
120,436,341,14.6656154726
448,332,128,7.71427547173
472,22,125,14.8802678993
61,105,15,9.26342904518
224,0,466,9.52106225511
180,338,491,12.4988728515
123,40,97,3.77786988718
209,108,267,8.32271516258
265,436,173,15.6130600595
304,474,415,8.4424511312
146,79,172,3.70519600642
110,235,258,4.51945980073
316,284,383,9.20424082258
399,414,96,5.42122891417
364,176,76,6.93417584013
462,454,143,11.6661440897
329,407,8,5.24831199137
205,17,231,12.9569013979
415,199,311,5.14196220191
40,344,311,14.5944785646
438,142,119,11.2979726547
86,237,412,6.33149487029
130,193,228,4.99606473165
238,208,39,14.48291161
276,37,328,11.25536654
226,73,138,7.04219952764
317,223,120,4.05167777452
65,147,69,4.23770729066
177,73,63,4.98685027383
296,127,197,12.4726899719
354,163,35,10.7161791538
204,345,427,15.5193605148
166,262,287,3.99144429294
482,58,292,12.2255131647
177,58,333,10.3517558959
76,246,104,7.49270641423
144,441,114,4.21166925926
0,179,321,15.0893064831
153,155,391,12.4178693479
359,123,260,6.26533249853
172,128,76,8.47890952562
436,62,202,11.1578252951
477,262,135,5.70810936305
447,451,77,6.23708082139
35,286,472,7.82011544241
147,135,422,3.79554327129
258,207,103,5.18265794218
19,387,95,13.9622817742
207,429,349,15.9195185918
40,482,473,12.1606195357
348,29,89,15.7959261277
365,34,497,4.68007430153
143,141,44,8.12363375859
431,158,312,8.39317590973
269,208,484,6.75229567631
384,381,155,16.3601755619
247,264,334,13.3291816969
8,116,484,16.0622297598
475,424,21,6.02770799756
372,17,41,5.65113759766
421,135,446,6.11609597571
353,267,66,8.00458808064
491,101,269,7.02343090163
85,73,236,3.76252562522
192,202,453,4.06970915491
281,213,262,10.0153067787
120,298,95,4.69211511068
457,182,263,9.7927524213
172,60,116,8.50990270112
277,262,250,11.9933047643
228,413,203,10.7595947268
467,365,119,15.554973377
70,242,311,12.0045359316
358,482,283,11.5022021954
150,412,84,6.81095671624
250,175,352,4.36612856313
102,171,314,4.05638145963
123,57,356,9.58693130983
445,229,436,10.8535673909
303,494,112,7.21878187697
367,419,86,3.62129707863
478,284,345,15.7912902172
297,430,121,12.131219312
116,116,485,9.84169761828
76,330,97,11.7627281156
111,22,122,13.9006460395
39,227,332,12.8754908642
50,394,10,15.6095751039
23,296,436,7.91389742246
440,444,316,10.2260854997
312,370,44,12.5497966698
71,303,130,12.6827689777
56,156,183,10.6275392308
452,481,86,6.32632627911
74,401,145,14.6419576941
473,76,155,12.322181535
478,303,366,8.90650138075
491,0,276,13.0301313005
281,332,407,6.4888643361
366,170,118,12.8553886832
426,214,499,8.58808021084
167,499,126,12.2775804141
118,64,484,8.88630958826
195,243,60,13.0065672193
206,494,4,12.0873308422
424,452,267,11.2011488644
