x,y,d
155,358,7.02045358687
435,251,6.18151383056
265,383,13.3639135182
296,383,3.90443324322
193,163,8.85862985259
430,445,8.01617615602
379,401,4.93782556018
433,190,11.6265458162
75,48,7.07418425619
404,280,6.32934948185
184,64,6.79415209056
255,409,3.8839100273
45,178,4.5596353653
102,454,14.9707429245
495,216,14.2502468193
41,486,11.7072361421
346,450,6.00824712227
147,178,13.3263912504
5,319,5.60254645082
493,289,11.8039618046
301,441,9.46684378444
322,302,6.07678266447
450,38,6.24187640425
408,382,10.1135635623
90,339,3.80998281842
330,196,6.57697571156
240,128,13.8111299057
388,224,9.56026150589
329,258,5.19339379964
227,307,8.8996493819
487,445,9.21363876615
201,351,5.88006877752
21,364,14.6033887272
282,500,15.4404093302
352,169,13.4360153172
183,94,6.807326389
346,23,13.5284453257
23,230,7.51791764472
63,329,8.49485288116
204,266,7.88929705915
84,136,9.79948644163
255,321,9.99440554811
40,53,8.32695515876
98,29,12.6930710477
464,369,1.41653511816
127,217,12.1300834251
219,87,15.9037185874
213,418,5.90486401237
176,486,5.71988068816
294,194,10.353405729
174,420,9.75070142638
50,216,10.2062919564
472,478,8.52686523417
389,308,8.37941800379
45,428,6.55521830064
154,401,7.23894759827
485,69,11.6058980759
439,66,11.6725670562
468,230,13.9725213574
337,226,7.80812317072
347,417,12.457597049
253,92,12.037297271
378,358,6.63370169887
460,318,10.9196484061
59,122,8.16408096841
0,90,8.08972930365
227,219,4.09819851063
115,372,15.2502388832
148,140,14.2329207856
136,296,8.06599852805
369,276,15.561626971
438,160,3.79077310403
234,158,13.9967663767
135,327,8.9624978819
476,108,15.9835154942
35,326,8.34001364121
471,259,9.57247560474
13,172,4.05207035198
148,465,11.6463990288
249,283,14.4597036028
365,493,13.4042015199
147,259,13.0352922083
464,189,12.4768933233
457,7,14.8912056127
256,202,8.92204706336
310,332,5.21254308631
79,191,7.41212012034
365,58,5.05071090411
218,500,15.1327417546
242,468,9.55395391151
28,450,13.9465361218
405,149,6.4371344578
187,453,14.0437111728
87,225,12.7808923745
278,228,7.79407672177
293,140,8.1423648835
297,10,5.72315401457
475,157,7.82388180114
201,208,15.8168725883
63,278,10.930197926
