x,y,d
259,499,15.0297668454
46,227,9.66077052999
320,162,14.6964421825
223,285,7.38736166486
384,333,9.32403042405
186,426,11.0475925982
350,54,8.12923927228
188,221,15.1236368021
34,437,14.0883200028
489,68,16.0789997713
19,115,8.03138949525
457,392,6.69318269314
333,355,3.86305191241
394,304,3.8108221195
359,248,16.9150755371
27,334,5.66925207399
82,229,10.0329870361
322,20,11.7505380589
462,185,11.3956565581
488,122,14.9764032668
59,138,12.9814630855
453,449,8.24205882149
407,476,13.982385423
500,378,6.95371997096
383,133,11.7393836997
264,100,5.2315120379
259,36,8.12729907742
466,9,11.6842797096
105,296,7.03533407171
358,396,5.66804800477
399,72,6.13835966991
35,162,3.17277928217
228,62,8.21293360432
426,173,15.7287274045
290,9,4.85268192307
92,77,8.17345623312
389,271,16.6745722376
283,448,14.3336814935
186,16,16.0969851078
110,132,7.69000798076
154,225,14.5018374879
205,497,12.0306360699
308,418,6.28919019031
8,88,6.33446474944
191,156,9.43418671512
88,409,5.54352546951
440,219,8.23786947362
7,355,10.4753977822
304,284,9.99523093143
96,162,13.2264258754
481,350,6.37034323381
313,112,15.0538206493
486,265,7.25685114557
340,205,7.30093619037
265,291,4.81514673059
219,331,9.79505121118
128,436,8.82806635598
16,294,13.8853811508
225,104,15.6193913013
486,204,12.5163959057
283,244,5.17962845116
124,248,16.1801061753
255,9,13.9032904139
97,499,5.01273910393
250,434,13.0471102269
408,194,10.8709377888
151,168,6.23491844014
419,285,7.67655273742
154,312,6.28566966507
254,134,13.4990485162
39,263,6.28150727385
159,66,11.2632044147
297,178,5.33885698942
414,354,8.67198753666
151,479,8.15828299757
202,399,6.07442378353
460,485,4.38663423586
310,81,15.5506377784
423,127,12.9759136566
463,303,10.7102803192
10,405,16.9416063206
362,184,4.0326484844
388,399,9.89027863952
57,389,10.1642815463
122,349,12.8127664413
409,422,10.3702365388
321,242,7.97656930379
406,23,9.61984056369
86,354,5.92831189304
451,352,13.9569072572
403,155,4.69014917733
274,155,15.0631993483
173,401,12.5938794746
431,494,10.3533876721
461,143,12.8702444489
8,145,11.6559603961
212,461,11.6177129417
350,121,14.2902151563
57,4,13.1978134038
101,441,15.755911074
