x,y,z,d
485,13,302,5.32720615286
318,318,234,14.3060052297
193,124,187,13.0373758185
62,162,324,13.2581444946
483,394,401,12.593901546
159,192,93,12.7023485166
99,454,310,9.1408772675
126,99,193,8.56436435281
419,150,487,13.3064430627
442,410,49,9.03015017581
292,403,164,15.7887133603
164,73,345,4.60417480779
470,285,160,11.6666494705
457,177,43,8.32079495702
217,121,118,13.8011770317
437,187,89,7.1202319135
284,431,137,13.7552279369
449,350,58,7.33095028212
495,196,245,9.40756418401
0,374,87,11.215868117
220,348,282,15.2303576377
373,461,122,14.7728657327
180,419,424,11.4705226602
406,197,180,13.2382553138
424,95,126,11.5481755192
23,71,436,9.57885248978
414,286,9,13.3465351635
273,421,480,12.3446869753
51,58,210,12.9348408146
452,181,368,12.6784968572
329,220,126,9.8800567606
119,40,348,11.6253139992
195,107,330,7.34493373327
412,67,181,11.3193691353
354,35,30,5.31328151279
65,407,49,12.6608707277
268,428,333,6.60800250514
157,276,279,6.38747249305
352,205,428,13.9491570913
339,432,328,4.26278033212
82,345,471,13.1649860207
152,160,405,14.0916644216
478,379,215,13.4996787893
121,415,248,7.86862198953
436,452,480,10.8771294616
22,373,120,5.29547294136
263,323,273,6.8512800221
72,458,387,13.1635164921
340,33,437,4.49186279922
365,177,393,5.58709730835
218,143,210,14.7534466919
88,428,323,5.01132682174
471,380,178,11.9187009169
178,434,67,8.23607154075
443,87,98,10.9275142579
344,281,259,4.92820046573
168,167,261,14.9349411142
464,4,358,8.98208490911
101,475,99,4.23225264689
498,172,325,6.87828137072
457,36,350,12.2717924988
363,443,295,12.955548478
334,93,387,7.74040268282
203,172,428,14.4071995936
136,16,252,12.5461072508
128,406,215,8.48168036775
237,220,492,10.8276263688
457,7,147,6.16993170015
290,319,223,16.45707656
78,185,94,9.884406189
74,209,29,11.4563648616
418,271,77,11.0745148691
250,88,228,15.8564198548
150,179,315,5.1429462744
170,423,224,16.1319159292
82,265,137,16.319751187
244,159,262,12.7285354856
392,320,205,8.38363476302
261,327,14,16.0156528876
377,143,265,6.42820925205
406,322,472,5.05677381303
410,412,252,10.1768865685
222,272,397,15.6389327029
49,95,116,6.00903130229
17,239,463,4.79094397935
474,447,377,10.4503288522
148,75,408,9.91307317085
344,73,232,16.3673759996
318,148,421,15.3789318629
57,157,79,15.4759116373
314,433,211,12.5077735033
134,160,38,4.37625072512
470,256,419,6.68817393796
232,113,202,6.81213423676
286,97,342,14.63914031
130,227,294,5.84639684589
139,246,481,11.4538839165
147,412,351,4.42425869797
346,412,369,13.7974195122
92,0,429,14.4743793763
185,14,430,12.8627850754
225,404,235,14.5229995826
255,381,443,14.3472484161
411,180,389,5.63219389459
128,96,4,11.9670237463
268,171,372,10.8072827049
471,445,453,10.2443173799
167,82,80,11.97211538
443,315,124,9.31725325843
297,358,135,8.91855370846
116,357,235,4.69672608791
477,59,442,7.13747679382
192,239,445,14.0684429145
71,322,202,12.8289650039
285,112,87,13.6104561427
274,33,314,11.9691223823
473,417,311,11.143142776
182,23,365,10.6248575673
195,454,333,6.50520977578
458,249,204,12.5800402268
401,43,344,11.4936380067
239,99,74,8.93768364105
334,121,474,8.37602895099
272,356,262,10.2740285251
314,475,258,6.9310425936
394,230,4,15.2870761808
8,352,223,10.6997475782
73,99,138,6.68021311246
299,112,238,9.64211471314
371,336,411,14.5223718269
99,282,160,7.44194864398
421,401,313,6.83534978243
365,19,239,13.0001579991
84,205,461,14.7254077911
129,33,487,9.94409451384
48,53,443,5.02817679231
194,95,177,11.6421954757
489,425,2,10.8006041114
285,9,48,13.6098272789
19,216,26,15.4004947024
225,39,160,5.07577442459
306,291,126,11.3030758088
303,471,155,5.69743671461
24,56,191,14.4966215992
498,237,499,9.21570997771
295,340,479,8.77873696347
204,232,241,6.94796939124
217,149,166,13.8381468447
459,104,375,8.93574495484
328,195,493,5.94721857669
326,58,52,11.2498628339
468,278,107,7.95471384462
34,371,423,12.3789673359
338,168,379,5.78176750954
459,84,423,13.981427369
489,323,222,15.9268948922
315,231,403,17.1759633843
281,467,443,15.5683671494
429,322,389,14.9337428794
50,222,361,13.6623589873
173,380,304,6.82794731629
373,412,179,5.13652089364
4,423,283,4.3538809552
224,186,1,9.69892401907
365,62,170,10.4666810876
486,476,422,8.95582531452
175,483,431,9.84123737639
73,39,398,7.83939383168
290,8,252,15.6923215805
183,269,170,10.2649978594
118,464,48,16.47192067
197,163,152,7.87323050605
72,220,411,11.9566534576
395,170,151,7.61168012164
149,277,214,14.1578774588
45,351,372,7.31978581927
320,357,75,14.6845837255
213,217,274,11.6979849827
185,499,83,15.9420993448
185,448,254,11.3533478424
347,47,215,15.5635825157
52,133,422,8.58165809972
471,151,437,14.9672803988
419,89,199,9.29848827581
426,333,268,12.6052188061
185,54,428,8.64020266988
418,130,128,7.63597496984
384,326,115,16.3097643949
241,304,123,15.6006046738
226,469,106,4.96249810406
45,409,112,9.04691971265
312,482,429,10.3364430848
271,368,186,15.2521485149
376,476,365,4.23352648358
99,131,271,5.97875505197
372,162,486,14.4703714284
13,253,150,15.0500111917
99,59,433,12.9591592004
212,480,246,4.4092147249
356,357,62,4.58950776664
