x,y,z,d
171,279,454,8.49836501721
336,155,400,4.61750987361
444,210,27,4.63570150302
95,320,227,6.81530800109
91,227,84,4.76512601681
177,471,311,9.55517984891
50,298,152,12.402528301
356,352,99,14.7597601896
87,155,70,13.8521886785
497,31,27,14.0855707071
325,246,474,4.73271623518
279,380,69,7.32651597735
472,278,174,15.7024273313
163,253,229,7.13432595992
248,361,237,12.5732443898
411,418,407,10.6227046226
447,340,193,10.8775708493
27,266,173,10.9087334579
257,458,378,9.66792131688
203,417,367,11.9716756396
79,290,452,13.6640218244
334,410,50,9.21071507855
171,77,311,14.5848829891
335,486,171,13.0539205572
164,363,176,13.913009094
102,223,4,15.0315839222
306,307,200,7.74932002081
392,365,226,6.58938773337
309,368,424,9.18007612881
109,43,441,16.7376380893
427,112,459,6.49645136429
361,443,438,8.00192066366
107,36,193,7.09125443599
90,438,185,12.1427132104
141,236,215,5.48881982297
360,346,436,5.73983690754
294,412,63,8.31507042828
330,168,424,16.6944766459
470,84,441,4.94647341337
146,434,276,11.4634678298
343,164,310,14.5601028317
498,468,485,8.57666744459
167,70,75,11.6914119228
181,270,179,13.0951833648
438,481,280,13.3129858785
257,189,256,14.3484917946
242,240,173,7.19652003441
260,252,23,7.36568123271
63,457,78,10.2268343398
422,269,221,16.8383238325
281,499,403,9.63872276676
109,180,43,12.0543488404
415,180,127,14.6944462724
28,498,265,13.4400368232
466,124,379,11.9296251524
40,350,447,11.5287254938
478,128,341,8.97233315232
223,496,22,8.70632725889
61,237,357,9.24343347261
227,184,306,16.0488474662
361,220,89,8.89076985533
236,93,160,8.59468145308
410,327,428,14.4785037441
334,366,152,7.92289766667
464,459,206,14.4405091556
375,187,260,15.4359694897
329,45,471,6.34269687546
308,306,149,14.9773467066
179,9,207,12.0369061752
330,365,99,14.3331889604
125,388,161,11.0813171059
318,454,51,15.827105872
181,356,129,7.59582468094
195,191,450,11.2725333654
87,154,248,11.2784541704
326,70,452,8.25501153821
45,335,131,16.8713667933
119,187,70,14.1128344016
285,471,298,7.7257501012
451,369,86,12.631434734
212,283,364,16.0618110261
135,255,17,12.5143133066
175,399,145,7.877468125
4,299,322,6.260837951
192,488,78,4.00758201397
215,306,468,10.2637463589
211,427,80,3.93792685244
3,166,44,4.78433572677
341,15,128,14.271246909
376,37,169,16.4715547196
192,420,265,6.4833989333
52,88,374,11.0833682988
146,354,41,7.90455318637
256,364,425,9.04430847391
323,283,53,14.7863549835
94,235,262,9.43660024113
118,346,451,5.24268250731
291,265,454,12.3129721541
169,311,9,10.0261682015
185,431,163,7.07019468526
407,85,228,14.370921248
361,477,224,6.28000502652
297,276,272,6.58333163915
212,203,430,8.8864460319
246,14,346,9.79893727358
425,235,241,18.5389629359
121,15,147,15.5682270819
461,179,56,7.99926397708
155,482,465,10.109567423
208,161,395,16.3401715052
320,278,234,5.34099267174
225,163,433,14.6686206251
435,500,131,7.44669173285
12,80,40,9.1207863023
209,370,342,13.1633651122
181,365,361,14.6063955053
8,477,163,7.91833626194
399,377,194,6.48237018238
328,17,386,6.64337177345
80,486,408,7.03804925587
346,425,170,11.8593219112
190,396,483,16.5348020982
177,128,152,10.9326483951
301,98,345,12.7041673466
416,271,312,13.02123863
336,305,356,13.1804441124
90,189,356,4.04345299532
493,425,497,6.71704833232
449,450,428,13.2549371388
39,191,379,13.4668348137
339,42,240,10.489368772
236,289,376,12.2495276189
479,324,81,10.1616756148
493,185,482,12.7218854659
97,181,88,9.32543503274
207,42,271,3.75529735039
65,350,190,15.196822024
22,114,233,14.8964925868
87,436,422,15.8581570984
15,139,219,7.60624905108
52,96,268,4.65655681217
5,16,267,8.63291009518
264,415,360,15.7213763252
19,206,291,5.45435080844
358,26,301,14.7812672905
135,497,481,15.1441234392
182,5,163,9.09232204557
306,155,117,10.1484599137
426,307,285,11.6035677522
38,29,75,3.93814572121
69,149,95,5.81324653649
446,142,460,6.65612213994
401,472,103,13.8512679552
456,372,129,12.5879219672
314,135,56,8.63552181243
363,1,113,7.44484225092
277,385,33,10.1012550691
152,235,381,6.72709532722
259,4,464,13.9149428408
189,100,258,16.2346242443
246,287,95,4.78681361634
98,180,186,14.8236742243
177,172,235,7.32217621342
154,388,15,12.6612518575
366,457,294,12.9385779915
335,285,274,4.90986618889
458,95,82,7.40759707133
369,492,397,6.76097264717
170,429,77,16.4094079741
171,488,138,12.9882544354
73,176,148,11.3857151167
247,63,211,14.7264839147
62,316,267,7.45799321881
258,310,54,5.30164425417
365,269,60,14.2236583802
116,486,446,8.56472814819
28,6,45,16.2479904806
219,208,56,11.8784188064
94,82,410,16.388550347
407,163,361,7.87970900699
399,490,480,12.3524814568
453,133,25,7.24151506251
487,231,182,12.9581989027
178,189,385,11.1491910043
379,98,93,9.81861998679
408,236,129,12.0669357504
61,487,109,6.9960157772
228,247,384,14.6515541857
210,123,263,8.07898835403
387,405,205,8.51742446144
396,118,116,7.34780016524
257,183,317,13.7436015608
156,175,308,10.0907916457
292,449,110,7.04849416697
23,496,38,12.6419985837
450,82,140,10.1079594668
120,268,253,10.9022465337
314,80,117,6.24002996407
24,387,99,11.3814182526
87,315,73,16.7504984675
