x,y,d
24,350,5.23660044794
496,246,7.84135207236
256,481,7.77504995956
331,92,3.71195236661
149,472,11.7743869526
439,484,16.8511956869
174,211,9.12369493354
65,386,7.29505939162
486,406,12.4600487815
471,0,14.496652933
328,5,13.8478569801
8,61,13.2805341193
123,274,12.9676476976
167,333,16.5905308017
332,333,6.39515626572
455,409,15.5895603021
268,259,13.136808416
331,132,6.7042115166
48,226,16.9695061214
410,320,13.980634368
309,226,8.04774552403
430,87,8.5408460979
452,225,3.52953543135
221,223,16.0407075115
364,65,4.22658259127
107,377,10.3913257393
299,331,5.38724723637
443,282,9.32105729944
404,129,6.82296166581
204,352,7.28090999625
299,135,10.0178325015
236,75,12.3746703086
155,252,9.79292213718
492,354,15.7038429798
402,472,4.24277530161
247,135,16.6485158633
229,408,14.8098019424
48,134,8.00631215937
135,222,12.0535554129
22,152,10.7363566039
444,23,8.01975862531
349,216,8.57374334972
308,173,12.530945702
478,273,12.218090382
232,308,13.1717614228
290,108,3.70509441171
8,418,15.7728468015
120,328,10.4470363521
264,230,9.22977464389
182,404,3.55250807117
357,313,12.8322339388
426,175,5.8119397515
272,60,8.94466497572
371,144,7.92056042614
138,436,4.70287369199
76,143,14.7839663261
337,252,4.25961882291
384,227,12.5995172576
75,213,11.4878375961
231,338,10.7590070129
479,171,4.40985393448
182,76,13.5233465218
208,181,7.487088177
488,29,16.7517391005
225,475,10.3251810011
103,455,0.743523311216
95,179,14.6623316434
284,432,16.8354484095
87,81,5.57045244735
424,360,16.1598942197
428,452,11.2621763711
75,434,14.2353926895
265,344,12.9011053907
493,130,14.3703604332
6,466,11.804410914
378,1,15.7091434506
255,425,14.1457689263
378,351,5.73725645643
71,301,15.7571727873
165,292,13.1116168159
180,372,16.8055741808
489,474,16.5564070134
182,439,7.51352683175
7,301,15.2226289822
307,405,4.1164825854
29,488,8.26987323419
114,88,13.1046416589
81,258,7.93321954134
357,173,5.43503092911
206,0,5.76038492378
320,454,11.027283379
91,493,13.2492340395
353,380,6.54526510242
58,354,10.9923675885
37,44,7.55105248273
387,184,14.7658872853
246,187,10.3649780842
125,132,14.8482300412
487,66,6.58396549686
400,35,5.90104486795
