x,y,d
78,194,15.9679217454
409,100,5.95158371232
141,223,10.7098092388
94,413,14.3614096505
437,334,9.90086016236
106,44,14.6633704634
33,224,10.9683740212
62,300,12.9543329481
40,485,16.103197074
337,314,7.16839631141
139,430,16.8879138655
110,328,8.16354518682
481,105,10.104264176
89,169,6.30457172983
22,59,7.99376792128
494,348,13.9657953598
388,498,14.0017870622
74,391,4.63902216704
269,316,8.87997741434
466,131,16.2404529542
196,181,13.6531619539
466,246,13.0281890767
385,197,6.87402744639
83,121,9.89332813336
359,366,5.93022127916
123,290,10.3285149085
161,373,12.8937779371
29,292,16.3021899571
186,297,5.15616579561
383,304,12.4633013771
438,101,20.3770056505
471,432,13.2840051421
154,402,8.27735467396
162,155,13.0920719952
365,3,7.02078008495
446,393,6.82003153493
240,269,14.2358465766
0,421,13.5912470779
475,30,9.2093337135
196,396,5.30713227287
53,253,7.92227588001
226,413,5.15612628058
373,249,8.88438373233
179,42,17.3067709471
491,178,16.0227716921
6,138,10.9020234512
227,374,16.0151700157
376,390,6.6336628151
23,405,14.7119191504
485,389,6.97785868609
248,179,15.9795806257
3,452,7.61818473997
306,389,6.08879623734
407,432,10.8683167971
52,183,6.81305194108
1,322,9.67680680491
289,206,13.1135917731
403,382,11.9542342609
293,65,12.9359041757
338,31,10.1238198315
56,7,10.4396752386
266,428,17.1830207545
268,137,8.82288071688
334,430,15.0721510508
300,300,11.6267530679
412,140,12.1513093393
173,99,6.47628412442
203,348,7.93592051411
455,359,17.1977172103
304,431,8.42254532905
168,186,5.10117739445
30,88,11.3555158497
209,99,14.6103268081
251,63,11.7354594237
112,241,10.0933634099
392,346,4.97497991731
182,487,16.9035506424
362,163,8.43425914836
375,434,11.9459593311
431,417,8.68265061041
247,104,6.66313219957
337,225,13.4402538734
16,22,11.1145867939
65,335,9.60414866756
234,24,17.381783513
400,262,7.55973944865
280,0,11.2371614023
279,242,12.2794606634
201,68,13.8970493477
4,214,11.3417195769
460,304,12.6956667428
302,18,12.1223750462
150,312,14.5605508437
183,214,10.2275407761
335,97,15.9982367366
156,464,11.7792869085
140,253,15.4658944526
75,75,5.19159027917
378,70,4.78340669852
144,499,9.37126177347
