x,y,z,d
351,449,38,5.31454841391
355,391,106,7.88496971732
435,338,85,14.3542230288
290,273,273,8.76443186313
314,254,85,15.4685667723
390,312,385,16.2921485475
19,318,191,15.3867343966
308,402,374,9.95601321036
450,317,278,7.76864091364
463,403,406,14.26036558
40,344,175,11.9452469067
237,83,348,10.6663985081
147,4,83,14.5256946323
449,306,226,8.87427242589
19,452,240,6.75154816243
90,294,360,9.07940119288
27,293,286,13.8675544854
340,1,129,7.52353460367
337,65,181,9.84875037717
105,169,46,7.08288140348
237,379,400,4.73855852678
230,41,399,7.85113640071
173,463,301,16.413598032
377,205,50,11.3210972584
408,226,241,15.0911234384
468,178,326,9.66331308793
492,379,443,10.9484763823
286,136,24,5.95044569272
435,60,26,8.84196901523
345,141,382,7.27842362332
294,89,190,15.9553020089
141,265,370,13.7592698729
483,328,76,14.3564875958
230,404,319,17.1719917825
414,153,356,10.4440031606
229,132,328,9.55600280659
349,395,391,10.3520955818
110,155,106,10.7301227912
221,67,216,3.15268947096
16,402,288,9.36487069397
402,450,245,5.3545539171
442,251,341,11.0697504676
468,235,361,14.6277831964
454,100,298,3.82759822973
7,493,316,14.2481749172
408,233,75,6.15109478326
235,446,381,9.58510928454
253,367,132,5.73728333936
432,238,494,12.0317266893
203,268,153,3.60334249351
47,287,47,16.3290997934
446,144,385,16.0607532626
238,168,313,9.08521165908
43,90,389,16.445960732
140,114,404,14.4142999089
89,478,401,3.94064689832
69,313,44,6.05037320345
394,475,7,10.1377152583
4,355,30,16.2687299328
1,130,32,15.8400737305
458,456,106,8.42915960627
432,56,54,3.05433596673
285,365,248,9.84907429171
102,56,268,15.0718719856
466,482,97,13.9177431489
275,344,17,13.2982925399
171,416,357,4.38747779404
239,294,267,5.7516458602
154,325,392,4.9882972132
453,84,391,11.0758450256
309,484,399,10.5894044037
247,33,444,3.02841515742
286,477,483,13.4003062949
7,87,247,7.58189141136
34,497,130,3.93115496991
426,288,265,3.76670555525
107,366,151,9.99873998192
251,434,410,7.5324387942
183,435,146,13.2339134179
318,73,26,11.5715565692
493,474,454,13.9673293543
145,409,97,7.36041890476
7,34,480,15.0285217657
92,173,391,11.3117095126
32,347,292,14.114313372
31,339,244,13.983836477
397,393,51,7.32815053011
276,181,338,12.4577207687
33,216,442,3.20289731048
73,6,25,16.7459779233
46,291,376,15.5819846088
87,270,42,4.59661438457
262,317,461,10.2219195115
109,102,285,9.38304952867
21,29,382,3.62308700934
197,391,451,8.22763092994
292,315,187,4.19681870902
398,165,429,4.67914534607
461,143,451,6.61739433855
179,394,35,4.20191337623
482,96,399,16.4972379203
360,10,248,6.18436026708
362,49,475,12.8442724194
273,391,20,9.69823162528
179,11,218,12.2461735551
113,191,125,13.9090361598
151,420,210,3.79022504
424,450,328,5.91394352927
493,208,51,15.0847822199
224,430,423,4.14719185645
288,293,242,8.23322046276
94,52,423,6.62183062848
317,193,455,5.66901863341
151,470,389,9.35101775181
23,317,362,13.574568447
449,253,402,10.6136701771
421,460,65,12.8644525321
500,370,333,15.1523856379
473,397,262,12.2607800537
494,216,175,13.0286182758
363,176,97,5.70708959114
20,90,330,16.6355597954
428,126,85,9.67875636925
403,130,202,14.3654355597
1,412,375,14.9483156548
405,46,492,6.21891523557
45,436,464,15.0318586696
7,39,298,7.64029497996
477,349,221,8.41219857362
301,20,222,13.3202623839
479,147,80,11.259229097
320,477,309,5.43060169719
405,94,444,3.30998460998
187,47,496,5.36726508789
204,394,165,6.74185609014
46,322,119,7.70925221407
35,397,490,7.65126541404
390,269,377,6.66036338662
317,0,374,16.87326236
220,404,461,8.94460239091
473,156,497,4.56072065874
159,477,466,3.29176067489
432,8,397,9.78506904752
161,344,437,9.01180851712
48,176,450,13.083332355
496,72,438,10.4967525045
336,58,476,15.4217858666
394,81,482,11.1815629712
190,66,179,10.471955988
479,475,298,8.54520941477
187,169,296,0.98211391893
292,90,462,5.46674053465
111,439,93,8.26346314658
222,489,89,6.13246841718
402,152,148,16.8115021877
31,356,327,4.43723149578
137,128,183,9.44292520835
52,65,311,8.42856883816
148,10,248,8.86876516265
225,279,53,3.02855952305
18,463,148,13.42375785
69,153,424,3.63183069185
377,490,434,16.2752662103
383,96,242,13.6598894322
392,278,463,13.0229821224
492,84,344,16.0970645347
159,231,47,9.18442929078
218,316,375,5.555450572
66,488,203,5.62454345548
284,328,294,9.97601570105
166,218,239,13.9348150265
428,162,288,4.4997034668
266,312,150,3.87138961633
36,174,349,5.86177352524
215,376,1,5.52683454869
46,73,36,9.39037676525
291,410,313,15.7512243598
318,316,57,15.581845633
377,388,426,6.86659542367
117,246,370,4.21539704126
134,345,99,15.7914575006
306,345,135,7.6277568983
348,98,163,13.8503496773
93,280,80,16.8861681591
134,356,70,14.8407957733
380,263,294,3.43670147943
326,374,14,12.6394156353
238,135,300,6.80785514518
308,151,256,15.6003924745
211,75,329,11.6009618271
365,442,11,15.6310227393
272,257,232,6.65466656121
54,124,11,9.46396625146
286,91,16,3.57432013302
343,393,341,12.2473190478
488,82,77,4.3312499674
484,465,70,7.23815058868
76,328,414,3.74435623015
435,27,197,14.9429323222
432,439,91,4.69950081746
