x,y,d
366,401,16.8568890656
55,424,12.9874044649
29,350,5.90805497512
368,208,11.237612414
26,278,7.17299233955
6,120,6.53347326069
206,491,11.6094279973
395,153,10.9206034677
467,110,8.19061936741
500,412,10.641405249
499,171,9.51665934401
389,251,14.7164170609
38,237,6.56753784447
495,311,10.2216365927
438,149,6.39151469273
104,391,13.867179719
271,121,11.7414863396
31,195,11.8116822844
229,316,11.8009468889
384,342,9.86633877961
262,439,13.6239541182
45,305,9.76732131649
297,369,10.8416725132
356,340,9.95425178796
463,393,17.9211062098
261,403,6.44309875109
302,474,16.2433492773
101,184,10.4895024914
3,484,6.05814014258
18,386,7.55069216936
241,68,14.6692100925
424,110,16.356540325
457,346,13.8051378393
180,475,3.96772950924
9,150,7.32076696813
327,354,9.29079449858
135,99,15.6110823953
493,267,4.52473019193
334,285,3.81929490737
395,305,5.48557241273
345,429,11.2395113809
128,473,12.5397469221
318,85,4.04845273554
292,275,5.07015061213
139,437,4.73754821051
197,364,13.9381245264
447,218,15.8012317959
483,211,7.80560313518
284,188,17.0267591524
184,447,9.66016884784
469,184,9.27339254981
111,236,16.8542027811
296,441,6.60302589204
184,23,9.77940869731
76,228,7.37410569508
69,400,7.9833625145
198,117,16.5394187355
422,298,12.3716639062
134,327,9.94634738459
497,468,14.2340912557
91,472,8.24933155472
321,412,15.5055679954
255,224,8.78235236408
482,239,13.1794667676
310,207,14.2113756761
94,136,10.7269843163
339,57,9.91549915922
363,153,4.47422526373
464,468,7.15482766609
182,195,7.38728641294
300,320,15.0205102081
435,387,15.6437497337
351,370,11.1562157096
79,102,13.4788446411
215,24,4.43922097691
464,138,6.39530287983
72,50,4.88014018256
412,29,7.61762889457
150,60,6.29082059785
50,475,8.29212758537
405,218,10.3513401714
206,172,7.38925587302
148,186,15.1355821678
238,283,16.7758667699
106,55,7.80518785386
89,272,15.5521183212
2,30,11.3960138758
241,189,13.5974099861
143,159,13.2276794842
249,364,6.03554555435
163,361,12.1086269687
464,40,14.9258791304
286,97,4.39041416309
72,362,16.3213682665
345,27,8.49509378479
362,83,6.1431539643
442,431,8.32362798829
65,159,12.3920361866
198,78,8.99874252832
7,433,4.14364107578
