x,y,z,d
212,163,433,3.43013698316
195,199,188,9.21109621221
273,52,157,10.12527701
281,278,56,4.78432312528
218,313,448,12.8202203455
473,72,264,9.51655525803
345,321,63,3.23756556736
51,480,432,13.7663000015
4,248,431,9.91461831382
257,44,191,7.18912064637
440,99,127,8.85686157693
494,365,235,6.29032407852
84,490,18,15.6008281731
217,467,321,8.59347167761
229,344,131,11.8502136926
264,301,393,8.49904781941
101,331,125,6.03727155941
329,10,242,9.27460973359
30,428,201,3.81536253126
317,117,289,3.61646316313
470,97,196,14.9704297092
423,427,418,13.8416890811
15,356,273,4.71755164921
447,63,424,14.6606909648
65,291,135,6.80337372888
191,319,165,8.43861079311
477,421,388,10.3902066183
161,150,76,4.08495383476
236,277,339,12.3209495412
313,44,326,12.1939077738
96,75,379,16.483146968
222,161,215,13.8621394434
13,40,50,10.8448281458
115,223,132,16.765484871
364,106,275,3.34153467152
94,299,70,10.003381183
455,45,28,12.6520067952
368,15,219,12.0399025283
153,376,109,8.11299094182
241,136,199,6.50727821968
339,459,83,6.95620282912
432,118,323,16.6303806095
170,382,408,8.56119563048
300,296,163,12.0603125922
219,18,284,6.14127086558
184,6,314,9.30477862481
249,18,391,12.667592034
108,408,163,7.90816621518
104,31,412,11.2717534257
314,206,353,6.06707510183
159,309,306,8.24096241265
347,168,456,1.3972071803
84,279,209,10.9910054863
461,446,122,12.6269044397
471,329,338,9.89608127363
375,22,22,9.47672847808
34,159,421,14.8614346085
138,298,451,15.1818962552
123,421,23,15.3575647455
72,37,223,9.67250557729
295,446,253,9.24644358386
52,96,139,7.59108376787
303,333,78,11.9081148153
377,83,111,11.4551790436
363,94,233,8.13876643872
297,432,383,5.81832983319
341,159,75,9.86114649493
246,181,289,7.30413256404
457,39,188,5.74495251303
423,328,317,9.10847978606
402,409,443,11.4831419649
5,70,58,14.2336357937
470,204,280,9.39816222959
238,327,190,8.15739305178
415,460,162,7.29646477016
282,395,9,14.3488270255
360,483,336,9.49429000868
437,369,244,10.2890496402
251,484,267,15.0564191463
28,434,157,3.36985688581
312,81,491,13.9975906883
58,255,279,15.0405991958
487,384,277,14.7106032548
251,325,17,13.5944976969
489,14,496,3.46702525308
447,97,487,10.3900162905
13,328,424,16.0180008022
106,335,412,10.9886848661
392,347,241,8.0712954283
34,130,424,5.2531130821
363,23,500,7.4856349909
20,424,228,15.2952315296
124,205,19,10.0195372631
393,70,140,10.4601917242
477,437,481,11.9209900645
274,104,178,9.90541698057
138,265,355,3.34215834647
127,94,395,8.24415080073
254,253,46,10.5703832145
231,24,228,5.8162018316
331,2,341,8.51539525487
394,82,440,4.0429461934
169,42,424,10.3231843955
398,225,328,12.5697452737
61,423,389,8.66912303089
409,288,417,6.32374751245
198,406,125,16.1979239593
386,89,370,12.4730307634
389,156,145,11.7778948285
404,461,279,11.5289763691
461,460,434,5.97509216548
288,96,229,8.58774151777
43,90,17,12.3505922604
238,33,19,7.23648631222
67,179,111,11.3871059075
405,329,133,9.20967049075
287,251,425,12.8452319444
338,189,288,4.16615241434
283,60,444,15.0254468498
339,80,0,5.98457025306
99,436,154,10.416165129
407,240,294,13.5216876625
333,58,233,10.9340072174
464,263,455,7.20972167156
183,1,446,6.62649789575
349,415,179,16.3912709501
295,318,390,4.91984139743
314,246,298,3.43295326795
290,121,210,11.4475596348
460,47,102,3.25898126797
416,328,165,16.4313308625
304,471,371,13.6541151048
317,448,122,14.7288562744
30,36,399,12.1936763848
23,6,426,9.27629202559
274,380,487,11.3012241944
305,44,498,12.5743876058
94,167,125,8.37606461301
325,123,215,5.77084201106
295,496,327,10.5536014041
465,120,265,12.1189292608
328,283,46,7.06570003553
156,378,302,15.2174773963
147,183,333,12.6026261406
113,429,237,16.2537921871
472,224,248,7.01385251981
319,428,480,8.58158347961
51,380,15,7.79309901798
451,178,242,8.76130754794
218,226,138,4.42931035975
482,359,32,8.32987727513
232,411,346,8.40802250975
436,184,382,3.58041228942
281,206,439,16.6622185255
450,409,25,7.66784671718
472,280,190,16.6493789799
198,413,493,16.3095290999
333,362,33,9.22601117107
39,89,279,10.4737502048
114,20,64,16.1322562428
246,237,412,3.48566920075
303,126,54,8.12259064351
111,389,95,8.79386752504
374,252,287,4.05752119364
78,346,179,13.09223531
78,199,430,14.7903601314
452,388,217,5.2274922431
115,36,301,12.1479280916
54,51,97,8.95313908208
207,42,293,5.40979128377
95,57,296,8.66628907608
185,385,196,12.9037683991
104,379,351,16.0307087088
204,20,207,12.0868708236
117,254,84,8.8303113049
158,139,386,9.23920535557
416,215,366,10.2939496559
218,284,92,10.2337866904
122,122,416,16.6577458107
140,1,231,8.35706295663
17,427,29,4.28307105166
381,130,336,5.21703083888
199,142,481,7.86648673152
213,64,210,4.22505631626
316,279,302,8.87809092404
277,229,298,5.33132870793
401,252,80,13.6488522239
312,115,372,3.8377591342
183,340,143,4.07685118304
362,222,221,13.4147540905
162,214,350,13.8824933394
464,496,224,10.5259699466
119,72,472,4.10146920708
38,24,171,16.3331237499
11,186,453,7.8340100115
60,18,68,16.0432035487
281,207,269,7.36402903565
409,494,34,6.52183750734
91,470,56,11.4947927333
454,225,432,5.28589838124
