x,y,z,d
110,86,394,9.14869502711
117,92,75,14.6857724152
446,495,477,19.2129125804
296,199,467,4.78705873547
95,335,290,5.89726593201
76,99,291,4.90601645549
272,178,164,7.83797101485
216,442,45,3.45383387827
416,274,317,15.9065644552
186,467,318,9.10380836886
251,451,9,3.13372024365
302,34,303,15.317795543
401,369,290,7.89281808884
201,331,108,8.51175103241
431,199,461,7.70002133614
169,165,151,10.6692058852
169,56,342,8.10881402398
495,85,377,5.53938081287
403,408,368,12.0476419072
92,443,4,16.5290857688
248,8,251,3.17534007459
80,320,252,16.2029604056
244,67,441,9.3214751081
184,134,235,4.38435232126
48,301,495,3.77197954448
56,151,327,3.53866103113
205,205,93,14.4437695799
123,3,346,11.6923177024
343,439,141,12.917511089
127,290,500,11.5086011814
25,327,453,4.07798674172
192,410,443,11.4293961059
269,55,141,11.4218974444
37,237,409,17.1130630335
194,466,369,5.5959337471
270,105,473,4.58791475083
343,318,496,15.3672519012
441,416,320,5.69101320781
380,500,420,10.572092991
411,275,411,11.9771203867
79,44,13,10.44421233
346,317,413,11.6369510738
180,171,221,9.96287222268
95,222,380,6.95881477448
461,414,16,7.72630881797
284,112,209,7.57504495753
78,73,210,5.00296444305
349,83,269,3.70084168876
255,60,178,3.58846429213
124,118,167,6.62050140113
458,292,319,7.40168805243
399,31,308,12.5843861311
131,145,295,14.0981484597
482,73,452,10.8308856708
233,38,16,7.62502598467
281,481,267,14.7246654322
39,127,64,8.52105684451
379,476,1,11.787932781
183,313,431,16.3772820008
14,206,393,5.43033544736
125,446,96,14.4765339579
475,265,370,13.5636169741
361,427,443,7.64738897653
312,426,115,12.2376835576
244,205,386,11.8844181951
455,49,84,15.6670871233
468,182,470,10.0049345833
192,248,403,10.5714769528
270,434,227,12.2082720416
229,26,434,7.50609902593
156,469,132,5.18378015492
168,70,299,11.1500460994
54,190,226,13.8569018531
398,395,161,6.39995166555
198,231,125,5.20864412486
277,124,156,16.6746115938
189,8,18,10.4814674855
91,446,364,3.52369929753
433,324,379,10.1269533418
269,196,287,9.76273310351
15,374,256,6.62140465705
8,8,459,16.6078905807
418,316,32,8.65713639284
433,321,286,12.4302813712
181,499,76,13.9474767167
95,165,83,16.6695057643
233,435,85,11.2973077794
233,278,136,15.1983638618
281,104,10,13.1778178346
137,107,24,15.4991640531
411,145,29,11.7414413475
298,35,432,13.5568706515
66,396,399,11.8069179786
352,9,329,8.23345954358
350,297,386,6.01424565623
274,417,384,15.5220672677
120,206,237,15.2956059874
121,270,146,8.87581765485
459,332,103,13.9243429742
468,37,121,15.7343946496
430,70,173,6.11398909427
26,63,463,13.9695821242
420,74,274,7.02930091222
469,206,140,10.6617398946
301,258,426,11.5265104518
428,364,190,13.8906859682
157,397,107,9.64860377462
90,401,146,8.5024882248
96,341,418,9.9597153851
182,5,469,11.4245042495
170,465,295,13.0789282743
496,8,81,11.5713981895
13,339,483,16.6290253847
392,319,169,9.48359089776
312,164,345,6.69993879717
57,327,361,11.3210971802
420,162,233,10.2733725895
252,290,154,14.4623288591
467,319,419,8.42323092531
54,323,308,5.56850866903
332,466,389,12.9866850381
323,242,493,12.7125815567
261,231,99,15.6074988819
203,305,192,11.152872736
494,466,86,15.4620116564
288,220,217,12.1610071787
43,76,225,14.9807807563
5,78,408,3.83255288155
17,476,182,11.322196282
6,474,326,10.7150617749
368,120,193,7.90523417548
442,472,184,16.762692894
463,282,128,8.95591367187
399,40,454,14.1969928914
498,45,102,10.1016914169
282,369,170,16.7931940171
473,392,274,7.01670572804
135,439,341,11.330381668
163,427,69,3.65560732091
71,13,403,8.3552298117
187,282,192,9.10219476383
343,170,310,3.95639176251
325,375,228,15.2955521539
453,282,273,15.8425955396
492,216,356,16.7304971548
172,396,190,9.94722280293
300,205,382,5.20473472787
116,271,480,5.29159841747
26,91,77,4.18308252453
74,373,464,10.0041297426
101,231,116,15.4721437845
397,426,492,12.4662745279
290,26,327,3.41055912375
456,179,10,3.23837258232
445,472,433,16.5501533044
57,457,26,10.949759822
232,421,415,12.084928415
173,28,288,10.6464035791
313,357,470,13.1436844743
168,314,363,9.51984083423
130,357,491,16.3266257264
362,378,163,6.07405966819
248,424,470,11.7689757371
218,154,120,10.756808872
57,143,288,12.4842891419
253,377,256,16.8847869158
10,103,398,3.4713251793
230,15,329,8.35628621091
485,54,254,9.35756656408
92,35,61,13.9743348982
80,151,43,16.2361960647
16,232,15,5.10902394333
213,235,385,9.57277636168
83,170,201,13.1556103825
9,29,8,16.6168830325
345,58,111,14.3955744136
426,117,194,16.3030875782
428,178,383,8.77183641654
149,150,248,8.71165548137
415,412,431,13.1276070841
220,192,276,13.7162697236
173,262,215,9.11447197945
36,495,490,15.8253343847
9,254,467,15.2504857405
476,86,309,8.1618392319
204,466,453,16.824677589
321,102,488,16.0452663958
238,352,184,9.21532592828
18,121,351,8.46415175741
497,107,213,11.1312183404
50,222,382,7.81443936989
249,486,409,4.60502361775
356,288,45,15.5515776743
35,102,294,11.273260353
422,257,267,8.12124116553
291,25,85,5.97758186408
267,328,78,16.1444281193
116,468,365,9.65322076843
484,12,245,5.82918826016
49,166,304,12.6399334758
