x,y,z,d
281,82,496,5.25961351892
33,279,131,9.52128561513
137,449,99,12.9237466523
256,55,265,10.798964799
381,258,49,9.41840739506
465,266,140,14.4666736008
460,340,344,8.56372233461
436,445,473,8.79476374558
246,153,422,8.57628529205
9,240,273,14.5387134891
476,429,362,10.1474732491
475,36,65,7.07175587136
174,474,310,15.9961022723
301,232,32,14.0553239759
175,326,381,7.38174665959
399,90,165,7.53313486173
44,356,237,16.5588994757
253,270,36,11.1662230188
202,374,118,11.5597043811
231,27,51,15.0148081919
438,183,36,15.507150123
272,170,200,13.8544834651
175,69,464,16.6144422347
27,252,124,7.09262701333
406,467,105,8.12268027444
317,94,396,6.77885172008
342,336,416,7.42497835078
449,353,153,4.66867771179
329,33,186,4.34030736808
171,287,260,14.359687418
227,286,18,10.1871049767
106,139,230,15.1836660591
159,436,13,10.4534999267
409,441,307,12.812051072
222,408,191,14.6956496034
179,388,7,11.8516486045
246,407,458,10.8131887014
91,10,497,5.15877027638
42,398,326,5.74364920345
116,51,66,16.5900981588
411,45,314,11.5029313037
344,24,8,6.41240290793
492,328,18,9.09355542616
2,58,210,14.5909151398
293,31,54,16.3092165699
395,263,426,11.1569699922
139,428,250,11.4624745408
27,115,39,8.92002035842
413,321,467,6.00020698647
73,242,69,15.2143020348
281,45,342,8.10257899426
454,95,161,8.9980933668
104,345,293,10.0388142252
74,401,368,10.6390766886
281,272,281,5.93686617055
446,151,8,13.1094217065
336,96,284,12.8721515778
434,218,486,10.9183150779
492,119,280,12.8118571257
131,136,133,10.32385174
167,204,395,7.67199330063
404,193,495,5.44653124183
339,259,24,11.0320186406
69,93,462,6.73076274105
469,132,454,4.298768537
91,486,90,10.6477231157
234,224,389,5.43772595463
344,341,370,16.2390015714
120,232,447,10.487893864
442,180,90,4.68378067203
268,388,446,3.55643094324
488,255,79,6.22564111599
381,312,110,10.6298591191
359,263,170,8.7805668028
462,259,324,12.0545822186
85,99,238,9.14285652105
380,403,208,3.09894780944
283,309,213,5.74561329568
375,328,226,4.5009107522
305,346,240,8.55371083115
2,142,311,15.2112703232
32,488,304,3.19325247144
493,58,445,3.92470722642
290,381,239,16.5917894481
42,274,429,8.10320182153
165,123,246,7.49770828011
254,308,433,3.10199947331
216,349,375,10.5705256168
241,207,486,5.7093264598
215,182,486,7.41247174646
399,338,132,17.3903275784
188,438,235,3.64736212546
421,17,18,6.41708326695
388,49,438,5.87771982302
449,351,369,4.80309715525
4,24,377,11.7186746247
157,147,130,6.86722334901
85,316,353,12.7417045805
66,229,449,7.90787037833
119,364,255,12.140118562
417,328,263,10.9484109091
401,378,81,3.8543080879
289,217,110,11.2670042635
81,319,205,10.4260470365
476,350,407,15.0839499436
488,1,237,7.03980848186
358,50,161,12.1783919968
488,34,125,5.06697318207
55,498,97,7.37469591849
334,418,408,13.7348208572
249,422,81,7.19145590818
298,380,298,12.34844225
376,28,341,7.10027883949
102,39,457,14.8601311866
197,152,171,5.82849960381
216,30,172,11.0736619194
370,446,333,10.1181738981
72,485,10,7.33036169055
227,404,493,15.2470996542
137,368,137,16.157733953
456,43,4,6.87232681726
114,187,380,5.54737655497
371,207,448,14.4938599027
371,64,464,14.8793405541
14,34,174,11.5198824775
361,165,122,15.5011395427
42,410,81,11.7409154973
383,265,251,5.75781296667
69,335,408,6.47624238917
367,392,167,15.759658734
202,384,309,8.84895744857
219,166,423,3.11641719036
83,193,19,12.9102405628
147,191,439,12.7784473478
491,292,140,6.93865115871
389,221,136,5.36354609894
365,254,83,10.4569232258
498,199,95,12.9986527405
349,68,493,7.81652039598
434,340,223,7.26852504066
3,74,457,11.3133702534
4,36,324,13.4433987643
439,377,46,5.53279910213
468,393,150,4.79588101086
441,0,436,10.8282584942
261,304,131,7.02617333653
89,500,428,13.6583709979
219,465,286,11.6820120317
452,110,335,5.87530111539
241,309,482,4.54778128661
96,48,209,4.61042647158
231,103,60,13.6040175328
423,399,290,9.01062259293
311,245,287,15.1919018823
75,116,20,11.2883275689
240,458,432,8.28728915443
3,283,81,7.95012261275
286,232,222,13.8388096141
257,69,78,3.34467013694
299,358,359,8.06884642533
90,249,151,7.40529201295
70,215,350,12.5343157074
341,368,347,11.1338433425
434,398,332,7.83547528946
371,474,378,11.9941958685
214,102,277,6.09449900449
381,208,382,15.2900335615
19,228,113,16.4503517935
144,446,292,11.067627783
250,122,13,4.11589498946
124,452,387,6.9522620715
359,314,92,3.60405962375
258,284,111,11.753272811
108,40,402,5.07545649445
345,107,234,5.20129661628
356,238,193,12.819411046
41,4,425,11.7834713653
374,306,330,10.0127282356
230,322,172,4.8555260972
493,167,458,14.1915327385
273,263,337,12.3558807017
157,242,260,13.0577311462
176,300,498,15.1433203256
35,42,35,12.8973553161
105,273,229,10.8224773811
198,355,257,14.352778426
210,63,367,16.6273025301
295,0,35,15.9599552136
32,145,492,14.1565400865
56,373,364,11.224592186
138,19,174,13.9308186519
173,389,309,11.0062213956
426,214,359,15.795037828
62,495,275,10.8441511
355,397,131,10.9030435643
291,325,349,13.6519589248
402,374,266,7.05724537638
479,117,173,9.98339630875
196,66,245,15.2729363872
389,146,212,16.5358256664
