x,y,z,d
254,132,323,11.0023253183
108,141,284,16.1089212152
318,294,240,11.8316193401
0,397,119,16.3140680052
265,369,202,5.46894771326
47,140,41,4.01224165132
437,187,458,9.1450690814
88,118,414,12.1687280495
216,338,271,7.64281491165
8,450,42,6.40845957593
175,469,381,6.59992049237
470,343,24,10.0626055444
389,227,434,5.41814255455
322,69,371,6.84822944817
286,433,493,16.1353151269
495,106,214,12.3410068784
202,147,486,7.42909346968
284,452,409,13.2461081221
183,127,294,11.111552076
307,478,484,7.16550531856
431,146,230,15.9990526217
56,428,330,4.34707856834
361,385,367,11.7956195276
228,350,213,6.39425761988
124,159,235,11.1088039233
291,10,348,16.0929760485
471,484,165,6.12165354015
248,179,148,12.2962551534
181,496,45,5.50543238148
184,298,333,15.0086964717
55,86,51,3.95003726783
292,66,55,8.06972025964
429,206,167,15.9834599235
69,124,20,3.73458818019
221,137,375,2.77766991671
239,322,401,10.9791491611
402,158,91,11.0340500885
213,42,447,6.06868161525
475,212,166,12.3805621875
94,126,68,13.8340754113
37,344,143,3.82756101708
68,57,246,3.90095721049
401,17,405,10.405586415
227,318,25,6.86864084487
495,348,223,6.18775422662
145,295,93,12.7031180654
478,220,233,6.73371990517
473,296,485,9.10342186978
277,479,390,9.55999492463
212,150,332,6.46103100635
363,338,352,13.8366489855
120,322,165,12.8532843924
119,214,114,12.8924269044
484,468,277,3.68897059474
131,487,83,5.54666377609
46,287,10,11.2783354755
302,202,437,11.6084516218
331,381,370,11.5302112157
57,24,319,9.07464090606
308,265,233,9.95662594991
488,200,58,8.45494426289
93,12,469,13.438533999
419,366,157,11.6516338309
29,102,89,5.35372684474
171,313,17,12.331560798
329,188,471,14.0617284013
401,451,37,5.11860734407
289,387,268,8.21220185117
342,163,93,14.9963699915
160,238,369,7.26136512366
447,339,187,14.5663523416
229,160,269,8.01591432157
271,96,356,15.8603165233
50,327,202,15.1697108813
20,40,353,15.9064567341
61,44,428,5.304022779
438,123,198,14.5964400412
326,23,147,12.0857534141
266,383,228,14.1182152703
376,445,110,11.360980452
52,247,446,16.7288496575
206,453,487,12.7804144133
380,204,285,13.5569867383
88,73,329,7.18655783688
364,69,172,4.07188417264
295,57,443,10.6844171591
450,265,3,10.9479491063
323,40,80,8.08230249793
187,32,316,4.60267522445
213,429,238,6.65608979012
12,298,307,16.4505845448
415,176,421,16.177958268
344,417,490,12.847026941
423,318,478,8.59494568829
87,372,267,5.31791056818
159,159,85,15.9836274112
196,329,423,9.06102856889
371,287,18,12.6150168474
220,283,371,15.2916695744
126,302,192,6.91524660078
323,486,71,5.50550555154
262,386,398,16.3934949181
161,240,21,9.04510021673
44,203,272,7.19250306393
64,47,23,13.9736209016
305,331,338,3.96808429276
162,29,471,8.12024554045
303,277,197,12.7284490843
41,403,108,15.0585444961
374,256,487,5.88712393141
195,314,495,7.08940867194
430,407,460,10.4605535266
404,149,379,13.236651427
159,85,52,10.1049118097
290,469,295,14.5156608732
433,149,471,12.3981273967
305,24,441,5.50530885592
122,9,360,12.171933316
54,95,138,15.0557310464
320,70,437,7.26381202475
89,456,110,5.78042296258
423,110,313,11.0808848267
362,128,251,12.465499145
5,37,168,6.93267547996
311,475,31,8.05885547117
466,21,167,16.1048998664
86,480,233,12.9546442069
101,387,417,12.6816389398
79,388,72,8.86852074705
158,332,211,11.7025428407
469,98,105,9.52351222888
453,473,141,11.6336895005
286,227,31,5.64121950723
24,430,475,13.9404453664
235,117,420,12.9352804009
307,465,264,8.69060696895
223,38,485,9.64948841416
125,211,68,11.6784311977
237,31,462,6.739603647
175,103,125,12.0656693713
479,313,91,12.7885551144
429,316,163,4.90801717136
200,378,5,8.47482599081
237,155,458,8.84883056687
240,257,47,6.27204416991
30,184,245,16.1280266008
187,210,36,14.620310879
25,115,203,16.4092933049
353,341,155,8.51964005788
9,214,166,13.530379433
489,15,335,15.9607797082
383,79,147,7.2296843505
183,290,189,12.2141259603
22,475,223,13.5022520771
499,135,369,15.2235134391
177,102,426,11.8077706818
434,233,85,15.790765323
461,83,3,12.3341220105
160,352,271,6.09548351262
452,97,417,9.8365971954
16,266,480,8.83227070267
240,496,427,4.8760360921
498,21,450,16.2804171488
251,5,500,4.32109987282
97,136,215,9.60644608608
461,258,361,16.6200287828
38,293,209,8.43080372456
162,458,299,12.3299457769
156,365,67,8.37846467034
195,38,12,14.9848055519
175,247,457,6.35887448776
359,460,188,16.3648336676
5,486,4,6.08258555366
465,140,221,15.4136876065
348,201,452,15.9431582621
367,359,121,14.3533889912
331,250,359,6.77923205323
402,113,481,3.68217193197
415,1,435,9.32986601724
346,75,77,4.40314622413
55,380,444,8.00994743302
435,168,65,10.9320009625
234,330,494,9.74192043366
285,150,473,12.8403381134
291,115,255,12.745246613
119,127,120,9.74600733938
312,442,368,7.78171678675
262,434,309,9.58729370444
455,260,57,8.89884554505
43,178,483,14.9694787697
306,101,11,6.96600480227
330,371,238,10.4877981003
105,297,357,6.91872599394
380,489,500,11.9657058069
347,325,215,6.10110685866
77,478,93,12.2521163578
268,183,390,12.0123084148
154,326,467,13.3372131019
85,105,376,7.25580805798
246,425,0,12.7686216472
