x,y,d
239,449,5.68811209407
248,86,7.89402176991
323,62,5.68541155855
19,149,8.70781045446
86,247,7.18380030106
482,479,10.3943900742
361,213,9.11947268755
441,259,7.2603868174
91,436,6.19789559464
322,25,7.71480317398
232,329,15.558533072
417,435,9.90467462804
196,450,16.0633620056
249,5,10.9873705572
48,200,14.6746340621
461,63,10.0734546661
115,404,9.04541983063
78,45,14.1626244131
279,36,15.4916942997
169,80,15.4439302393
57,264,5.15984823663
420,17,9.67411143734
177,343,12.6546926603
137,445,10.0628568846
334,96,10.2862934802
344,130,9.76101232016
107,216,8.41141604658
171,278,6.79015061148
84,76,10.1750903342
249,123,7.45962417121
88,146,11.9385695972
129,104,14.3400783558
399,131,14.7337865542
4,490,6.23628843615
245,229,12.318337494
444,370,10.9950466289
241,278,4.70547055145
158,123,15.0234476216
331,336,19.5989337267
278,405,14.899725678
24,98,12.1378576468
228,402,7.79324003815
391,318,9.95318383027
159,418,6.9475964674
1,115,11.5757376676
357,38,13.7239100646
62,326,6.29335373345
53,353,12.076748655
491,186,5.78363980812
175,247,11.5004113755
382,373,10.7104107729
378,80,12.3868670591
176,375,11.1609646768
423,312,12.8911862845
455,497,4.84344412129
220,96,8.5437925978
6,203,6.18291460051
418,385,16.0140560116
452,305,10.0489919563
211,212,8.05559373254
286,108,14.923943895
458,444,10.9480827841
342,470,14.0028281053
409,192,7.40278305408
290,218,4.90262951718
336,261,4.79224803982
266,253,4.59954837542
381,174,10.2564735124
196,45,4.43974994416
186,315,9.75341587212
367,115,8.46716132642
224,68,5.703017617
105,478,12.7230382023
497,255,14.1974725763
375,411,5.01164305985
468,264,11.4659438794
300,165,6.09992380364
426,90,7.96025774013
194,174,10.7726777975
135,26,7.8359305131
212,134,10.150756489
102,279,9.2582081641
446,149,10.3767710654
474,414,5.0203415077
253,45,4.44322094195
395,50,6.45098191212
300,381,10.7965820108
50,58,16.315372597
63,11,6.82245095505
26,288,12.348046565
9,368,7.82797174569
10,56,13.8979771928
482,99,4.4711535303
226,172,8.95905214762
386,472,13.545556769
116,156,4.73512422385
482,148,10.2196454096
66,395,13.8829481762
370,279,15.1906254965
492,226,8.12902965095
