x,y,d
144,328,13.28789302
184,146,5.693783347
15,19,5.237439214
392,391,12.49895681
207,379,7.13797203
263,352,16.24393774
393,202,10.58371094
411,305,3.665070886
226,329,13.64856407
253,273,8.340000863
262,66,9.635135736
211,222,7.004712739
299,423,6.084084069
141,56,17.69549566
285,498,11.21721735
491,126,5.652274085
499,205,13.629344
10,203,13.52229903
170,312,13.51255301
264,458,12.13676095
110,288,17.63612366
107,177,3.817911366
389,359,8.998717857
152,272,4.412782511
340,436,15.31756719
17,479,8.112221906
414,108,9.04760167
53,419,5.603071476
184,23,7.562568096
216,427,4.807280121
42,218,9.292168682
40,365,5.688106021
195,465,19.48806249
357,155,16.47952818
263,27,4.543561941
314,284,15.96520688
193,72,9.644799256
192,174,4.025147316
334,465,10.36911066
89,307,5.78823023
477,72,11.7700162
367,379,8.844137775
86,444,3.23380244
282,187,17.73502806
319,366,12.46126746
122,127,7.304485343
88,137,15.39967867
138,454,4.458869139
34,58,17.20444274
358,227,8.681362959
9,378,6.571326036
157,142,6.108136135
101,220,10.31389476
382,15,15.02787859
356,262,4.892098941
491,400,9.134590653
335,322,11.47079751
368,492,11.53161843
418,152,17.76695755
185,411,16.02253036
382,293,14.96969945
79,202,12.82939288
124,80,4.458554158
161,232,14.35305073
424,7,15.22874812
193,279,3.446227023
79,379,9.335111483
19,165,6.919894629
401,474,5.479683858
156,182,12.90213065
335,64,10.91590295
284,226,5.874153494
244,102,4.620144934
465,490,5.153033723
168,112,10.20085572
168,384,7.642416285
320,119,10.58943495
487,278,9.665466582
68,276,12.55710102
407,268,6.884391289
225,46,12.28116419
457,291,15.6702593
444,257,4.294948185
288,396,10.58827164
375,431,16.03689536
211,99,4.138858284
480,100,8.395437797
20,267,9.627714342
425,378,12.04515378
463,360,9.334413458
216,189,11.44273315
459,131,9.498452427
283,279,10.79486848
42,111,12.47716334
320,395,7.356515813
254,303,15.75102786
426,434,14.79154833
273,251,12.55623986
227,497,12.44456169
141,4,11.5010279
