x,y,z,old,d
190,404,319,255.4497445,245.4497445
50,342,196,211.8768963,201.8768963
366,438,50,270.8739292,260.8739292
124,435,497,256.7283896,246.7283896
60,301,499,202.4311548,192.4311548
283,461,9,277.2027466,267.2027466
66,22,165,38.86279059,28.86279059
404,17,45,97.29380195,87.29380195
478,414,85,256.2628726,246.2628726
219,78,27,89.42011977,79.42011977
219,318,112,216.9991979,206.9991979
499,40,306,75.37362218,65.37362218
298,71,239,86.22652387,76.22652387
317,311,350,206.1706157,196.1706157
149,70,304,83.65475772,73.65475772
251,400,227,250.3389756,240.3389756
404,410,225,249.8776308,239.8776308
164,135,270,134.9422509,124.9422509
359,276,445,180.7238246,170.7238246
73,441,226,272.5099205,262.5099205
460,86,385,84.3413388,74.3413388
423,267,183,189.4905301,179.4905301
422,366,4,234.3867898,224.3867898
419,329,86,211.8206247,201.8206247
82,270,11,189.3737866,179.3737866
176,255,203,185.5412078,175.5412078
277,287,378,189.5396681,179.5396681
321,278,83,183.5221043,173.5221043
424,25,411,66.97020691,56.97020691
458,95,181,96.7084713,86.7084713
180,76,397,90.94901244,80.94901244
440,149,158,94.31242068,84.31242068
42,48,491,71.05379783,61.05379783
406,443,66,270.5298471,260.5298471
22,403,468,226.4328957,216.4328957
136,102,313,124.4741876,114.4741876
29,444,370,277.5553167,267.5553167
221,279,470,178.7013772,168.7013772
323,476,419,283.8876533,273.8876533
306,155,410,137.6469061,127.6469061
386,340,43,223.3786274,213.3786274
80,256,94,195.5532415,185.5532415
463,136,493,128.5326245,118.5326245
110,219,371,157.9846262,147.9846262
372,384,160,245.0159247,235.0159247
434,214,302,159.0125843,149.0125843
212,270,150,218.9251673,208.9251673
429,59,8,97.81813069,87.81813069
335,373,40,259.5851001,249.5851001
15,499,429,307.8014657,297.8014657
13,427,71,259.4775767,249.4775767
340,391,81,238.4042755,228.4042755
109,16,131,60.88216694,50.88216694
218,281,225,169.1909549,159.1909549
499,455,322,276.7190557,266.7190557
17,279,240,195.2592385,185.2592385
481,341,123,225.7254523,215.7254523
127,418,274,264.7599406,254.7599406
327,168,228,140.0960583,130.0960583
119,132,0,133.2622614,123.2622614
281,459,248,282.704472,272.704472
478,244,83,185.249028,175.249028
418,218,261,165.0694485,155.0694485
455,247,185,176.5742415,166.5742415
120,468,331,272.745862,262.745862
57,479,50,298.1009935,288.1009935
488,0,316,49.34968725,39.34968725
410,199,146,143.8669362,133.8669362
181,326,88,215.0113691,205.0113691
404,459,18,285.3500922,275.3500922
39,316,158,218.0151048,208.0151048
257,35,209,70.32431088,60.32431088
6,156,177,140.2010439,130.2010439
194,421,349,268.4024953,258.4024953
19,338,94,218.8605395,208.8605395
61,0,215,54.2813416,44.2813416
60,293,202,226.3894691,216.3894691
478,319,336,197.3652987,187.3652987
472,95,152,94.15328354,84.15328354
99,107,62,96.9361034,86.9361034
178,456,318,273.5260701,263.5260701
134,172,160,157.9687847,147.9687847
404,103,87,119.0244964,109.0244964
44,162,376,113.0589112,103.0589112
260,236,266,151.6208474,141.6208474
462,442,297,267.9345344,257.9345344
349,8,262,72.80443971,62.80443971
201,267,321,188.7856337,178.7856337
223,381,235,229.7034863,219.7034863
17,117,484,96.43675851,86.43675851
379,179,10,155.1760315,145.1760315
223,344,10,223.1584646,213.1584646
140,286,18,196.4970351,186.4970351
34,413,39,276.3186343,266.3186343
257,434,79,284.7947044,274.7947044
16,361,275,218.6237703,208.6237703
129,314,442,177.6512567,167.6512567
381,294,368,170.7402108,160.7402108
397,44,382,57.4946585,47.4946585
269,307,49,183.9350105,173.9350105
259,365,201,254.0482803,244.0482803
257,77,389,107.8140633,97.81406329
211,455,377,299.9226246,289.9226246
494,285,70,209.6811564,199.6811564
210,270,289,202.3254168,192.3254168
478,498,391,288.3834007,278.3834007
315,28,87,51.64881912,41.64881912
183,15,156,72.17591196,62.17591196
158,466,449,278.0806145,268.0806145
409,431,267,265.9121778,255.9121778
436,350,461,231.0728681,221.0728681
402,430,413,313.6493185,303.6493185
406,473,158,299.5333461,289.5333461
165,407,73,258.3638639,248.3638639
185,9,398,60.13820738,50.13820738
298,439,144,278.1334819,268.1334819
88,182,265,162.263847,152.263847
135,441,44,264.4616989,254.4616989
405,70,328,94.28224647,84.28224647
131,46,401,77.88818529,67.88818529
490,118,249,102.5845175,92.58451745
374,472,130,286.9385209,276.9385209
381,257,95,174.3269067,164.3269067
403,163,345,116.066905,106.066905
278,58,444,84.09769039,74.09769039
260,132,111,114.7386413,104.7386413
420,475,182,285.6787752,275.6787752
260,322,266,202.5416753,192.5416753
346,218,432,154.6729049,144.6729049
84,458,356,293.4220079,283.4220079
402,469,263,272.6240367,262.6240367
378,35,287,75.18260782,65.18260782
62,464,201,286.8515028,276.8515028
341,193,469,139.8316831,129.8316831
343,465,338,285.9119894,275.9119894
330,251,215,201.2227859,191.2227859
234,327,295,203.5448879,193.5448879
309,112,219,88.3374768,78.3374768
422,402,185,230.9959415,220.9959415
40,389,285,237.3605232,227.3605232
352,441,318,276.4768739,266.4768739
387,274,209,210.4446478,200.4446478
90,129,462,91.14133849,81.14133849
297,165,23,121.2491867,111.2491867
492,289,411,200.3087075,190.3087075
192,438,429,267.3800372,257.3800372
146,24,166,80.28846586,70.28846586
165,67,160,47.9913043,37.9913043
357,268,106,190.3858709,180.3858709
305,227,214,175.1417043,165.1417043
17,32,94,92.59307583,82.59307583
63,241,137,171.4480483,161.4480483
306,479,132,309.2756031,299.2756031
283,240,471,167.0023178,157.0023178
253,438,312,261.3288247,251.3288247
141,400,220,292.2771828,282.2771828
266,369,428,234.8695232,224.8695232
