x,y,z,old,d
476,63,270,183.3563276,173.3563276
102,284,439,264.7243892,254.7243892
154,346,401,235.650276,225.650276
105,436,480,288.0339388,278.0339388
271,182,329,213.6624866,203.6624866
328,208,192,132.7541767,122.7541767
7,2,168,142.4040661,132.4040661
455,150,38,53.69528391,43.69528391
383,83,175,117.1430213,107.1430213
50,211,458,272.7717071,262.7717071
105,158,108,94.11526375,84.11526375
214,31,351,241.2438081,231.2438081
193,12,274,185.0491162,175.0491162
434,222,76,44.32949543,34.32949543
397,251,196,134.0762033,124.0762033
72,389,223,178.3335024,168.3335024
183,489,391,277.811726,267.811726
353,71,438,282.8653115,272.8653115
249,418,292,219.7811637,209.7811637
457,360,1,48.28347356,38.28347356
102,478,31,75.09071363,65.09071363
410,225,387,228.2871182,218.2871182
289,129,166,140.8620549,130.8620549
309,33,58,84.60797171,74.60797171
114,354,8,46.81414188,36.81414188
160,295,8,43.73814612,33.73814612
22,19,62,89.92134476,79.92134476
95,52,293,192.450743,182.450743
38,451,486,287.2731014,277.2731014
432,184,415,245.7297361,235.7297361
62,151,428,272.904112,262.904112
234,250,341,205.0969627,195.0969627
71,352,338,225.1769068,215.1769068
93,289,115,111.879262,101.879262
309,374,117,84.76073354,74.76073354
499,313,75,85.20230801,75.20230801
67,240,366,241.8219559,231.8219559
188,206,8,78.84425767,68.84425767
48,65,307,208.7407264,198.7407264
114,285,413,253.3759062,243.3759062
444,188,119,120.4973464,110.4973464
395,183,305,201.8500765,191.8500765
494,12,116,97.16367219,87.16367219
391,383,16,50.2432142,40.2432142
447,45,448,267.3362791,257.3362791
45,76,402,252.762576,242.762576
38,97,370,221.4655116,211.4655116
10,322,121,103.5658582,93.56585824
136,36,142,139.4873711,129.4873711
35,268,312,210.9246123,200.9246123
435,83,378,232.1766019,222.1766019
211,324,466,267.1483116,257.1483116
458,97,445,248.8624756,238.8624756
380,424,497,313.4432647,303.4432647
427,64,412,258.7356696,248.7356696
122,364,183,131.756548,121.756548
264,326,122,102.7192537,92.71925373
461,214,337,221.1658389,211.1658389
80,271,232,167.213836,157.213836
6,282,477,303.5211258,293.5211258
44,217,96,87.09470313,77.09470313
129,309,1,17.40747642,7.407476418
453,393,297,185.2027447,175.2027447
180,471,208,141.24644,131.24644
14,114,25,42.60360842,32.60360842
37,289,379,242.2890808,232.2890808
129,258,79,94.32990124,84.32990124
147,424,485,294.2124577,284.2124577
332,247,305,199.3950823,189.3950823
235,308,444,280.3704838,270.3704838
293,255,279,171.0331246,161.0331246
27,301,77,82.45189578,72.45189578
12,242,320,199.9801692,189.9801692
105,459,256,162.0749099,152.0749099
187,133,237,160.5441652,150.5441652
438,253,343,239.6573935,229.6573935
187,106,456,266.1639109,256.1639109
345,156,410,266.4761421,256.4761421
138,425,261,176.4796138,166.4796138
233,422,470,292.185012,282.185012
105,496,93,103.4615193,93.46151932
96,116,112,101.160088,91.16008802
264,229,21,57.32430322,47.32430322
261,378,396,256.2816657,246.2816657
356,110,472,304.2063265,294.2063265
190,209,487,270.3040263,260.3040263
190,488,170,132.4755016,122.4755016
267,268,95,83.47784329,73.47784329
495,146,165,141.6916486,131.6916486
230,38,484,275.2098534,265.2098534
243,14,72,91.46377128,81.46377128
271,397,136,100.6594102,90.65941016
147,181,329,219.3343668,209.3343668
118,230,66,76.41780877,66.41780877
375,95,348,219.0476188,209.0476188
96,401,354,242.7607713,232.7607713
427,326,79,81.5730559,71.5730559
56,341,56,81.2936508,71.2936508
463,79,303,199.7731365,189.7731365
223,230,129,108.7152939,98.71529393
247,14,107,85.80686003,75.80686003
500,374,39,88.25750822,78.25750822
407,487,113,116.2492171,106.2492171
490,259,308,205.2737553,195.2737553
335,166,305,202.9337195,192.9337195
92,59,195,154.7070788,144.7070788
428,175,48,63.12964455,53.12964455
469,406,441,289.2775805,279.2775805
350,326,318,190.4698691,180.4698691
322,103,328,250.893483,240.893483
73,321,217,161.731118,151.731118
375,420,424,260.8484318,250.8484318
18,441,417,257.9035895,247.9035895
447,154,345,218.2060225,208.2060225
36,112,343,223.8110947,213.8110947
465,396,55,97.46542313,87.46542313
491,181,72,68.76459904,58.76459904
382,70,24,48.86650896,38.86650896
375,371,229,165.8805265,155.8805265
489,149,239,161.3827787,151.3827787
351,365,471,281.9073015,271.9073015
299,366,437,237.8111884,227.8111884
191,392,141,110.6677353,100.6677353
436,364,189,163.9844324,153.9844324
15,309,405,265.7926198,255.7926198
473,174,445,297.0179683,287.0179683
113,433,337,205.5644695,195.5644695
385,401,95,86.29034105,76.29034105
395,38,343,221.871339,211.871339
400,369,419,249.5018485,239.5018485
55,3,352,233.5689917,223.5689917
54,487,54,89.63743252,79.63743252
194,81,358,244.4965677,234.4965677
227,442,414,265.7238329,255.7238329
333,4,133,129.667518,119.667518
247,108,403,220.6123167,210.6123167
499,269,181,186.2622703,176.2622703
401,81,92,86.98433814,76.98433814
191,17,449,305.7771559,295.7771559
483,223,292,173.6069394,163.6069394
8,229,439,265.9567856,255.9567856
172,170,209,190.0642251,180.0642251
358,409,138,125.2705331,115.2705331
201,351,195,118.2413259,108.2413259
51,183,234,179.4301769,169.4301769
30,152,334,197.2622305,187.2622305
24,478,130,142.2855328,132.2855328
458,491,283,188.8813781,178.8813781
472,482,344,205.5523614,195.5523614
219,159,121,118.3187819,108.3187819
261,13,248,166.7799322,156.7799322
344,365,324,195.7295277,185.7295277
325,156,72,84.09871239,74.09871239
56,262,106,105.894464,95.89446401
55,44,270,216.7976296,206.7976296
257,402,22,71.26133925,61.26133925
478,253,72,70.33538298,60.33538298
61,275,167,120.6554165,110.6554165
45,330,421,260.8397045,250.8397045
67,350,123,68.67270487,58.67270487
53,496,246,157.0278594,147.0278594
372,324,111,68.63883321,58.63883321
296,295,365,223.4803569,213.4803569
397,431,379,215.8376122,205.8376122
384,333,171,145.5460302,135.5460302
163,376,394,246.3883238,236.3883238
174,116,365,265.5092209,255.5092209
214,8,479,316.315413,306.315413
445,370,343,231.94323,221.94323
237,466,337,206.9884324,196.9884324
2,399,390,249.5829986,239.5829986
496,186,33,45.62596467,35.62596467
247,150,420,243.8659701,233.8659701
156,101,251,174.6943851,164.6943851
5,388,187,138.80345,128.80345
280,465,199,134.1494258,124.1494258
207,339,428,255.7516521,245.7516521
437,500,170,133.1676372,123.1676372
235,121,63,57.39596803,47.39596803
13,366,7,57.72379594,47.72379594
88,373,132,124.1489655,114.1489655
235,58,83,89.61175584,79.61175584
113,54,177,158.914911,148.914911
399,153,252,190.0863642,180.0863642
214,475,102,88.06664127,78.06664127
135,485,253,167.1676584,157.1676584
270,242,344,211.5246427,201.5246427
116,276,143,121.2102042,111.2102042
25,225,389,253.9517373,243.9517373
415,353,369,261.6551482,251.6551482
110,177,443,266.0544724,256.0544724
189,222,300,189.6118334,179.6118334
246,488,306,209.0308074,199.0308074
