x,y,z,old,d
221,359,57,75.12952436,70.12952436
432,102,242,88.87946305,83.87946305
176,376,353,68.20461006,63.20461006
355,216,219,98.6272467,93.6272467
499,290,27,94.20729527,89.20729527
12,418,82,56.91641246,51.91641246
482,224,318,72.4866532,67.4866532
383,465,177,103.2664373,98.26643726
252,293,207,73.9858505,68.9858505
357,134,268,86.3568285,81.3568285
309,196,394,82.01806731,77.01806731
169,209,79,57.30760791,52.30760791
125,328,98,59.17537426,54.17537426
9,440,443,50.6906256,45.6906256
322,467,239,90.39050213,85.39050213
47,16,148,69.6734249,64.6734249
39,23,314,29.51798512,24.51798512
21,466,325,59.42652284,54.42652284
477,261,147,102.418936,97.41893596
454,160,269,101.6947875,96.69478747
243,270,468,56.11840131,51.11840131
500,19,274,107.0731767,102.0731767
30,398,399,47.62988939,42.62988939
238,352,130,53.2227543,48.2227543
112,42,255,38.39570733,33.39570733
210,164,29,74.7238886,69.7238886
173,125,496,54.17445673,49.17445673
219,425,469,106.0520248,101.0520248
243,442,409,54.37780739,49.37780739
331,235,237,54.69614724,49.69614724
308,50,307,91.09221978,86.09221978
372,17,18,101.8724359,96.87243589
313,404,90,89.65321122,84.65321122
451,237,150,92.73668834,87.73668834
282,87,185,88.18385354,83.18385354
185,277,17,71.91174543,66.91174543
329,365,421,100.9833259,95.98332594
371,413,241,72.8438015,67.8438015
442,160,498,100.1252194,95.12521945
445,127,23,94.10608216,89.10608216
272,64,0,83.06640972,78.06640972
169,80,384,63.80046331,58.80046331
54,310,351,67.366212,62.366212
316,318,332,54.2194798,49.2194798
6,36,143,54.49075586,49.49075586
406,148,37,81.41382326,76.41382326
394,297,357,93.38547982,88.38547982
303,75,215,92.68290076,87.68290076
147,453,270,63.91521687,58.91521687
348,400,445,91.66225767,86.66225767
79,192,106,54.43774385,49.43774385
103,84,492,42.17218426,37.17218426
193,151,169,78.04622376,73.04622376
252,83,444,93.02471663,88.02471663
179,224,412,46.78212854,41.78212854
421,152,117,98.68599584,93.68599584
313,338,481,69.44005445,64.44005445
357,85,229,89.24353961,84.24353961
219,36,216,42.81478614,37.81478614
251,244,22,79.82511525,74.82511525
12,360,301,48.26569822,43.26569822
478,87,315,121.7198236,116.7198236
79,120,284,57.77911919,52.77911919
239,252,81,90.62103527,85.62103527
454,478,284,108.1876176,103.1876176
213,267,177,83.52650134,78.52650134
236,449,144,88.04788666,83.04788666
51,217,317,64.95760783,59.95760783
373,154,402,110.2461514,105.2461514
382,97,335,66.76389392,61.76389392
396,155,269,68.93250382,63.93250382
339,120,34,71.06413248,66.06413248
387,446,85,86.79299925,81.79299925
232,15,179,63.16423537,58.16423537
198,148,98,51.74504221,46.74504221
125,292,382,45.20077206,40.20077206
465,327,8,76.2048483,71.2048483
247,50,105,62.58270211,57.58270211
50,392,484,55.79644236,50.79644236
429,17,446,84.0206596,79.0206596
290,297,32,88.06333508,83.06333508
341,11,57,69.70465264,64.70465264
81,109,497,70.43529442,65.43529442
210,350,347,64.57353882,59.57353882
462,209,93,93.8870348,88.8870348
17,212,291,70.19227714,65.19227714
337,393,170,90.76164596,85.76164596
439,253,51,90.5187289,85.5187289
70,285,404,46.22525003,41.22525003
326,211,203,85.71612028,80.71612028
432,240,499,72.75181989,67.75181989
0,271,460,57.28653615,52.28653615
418,394,65,90.37779377,85.37779377
461,487,363,94.07625469,89.07625469
205,17,48,70.74946044,65.74946044
462,294,389,85.9706689,80.9706689
309,314,159,64.45552394,59.45552394
127,146,72,36.32063438,31.32063438
140,185,444,66.67966015,61.67966015
364,487,454,117.1378899,112.1378899
494,345,214,105.3528104,100.3528104
484,297,166,92.33745213,87.33745213
427,53,168,80.01647342,75.01647342
378,123,29,82.67510324,77.67510324
120,165,236,59.00359245,54.00359245
414,12,329,104.4110203,99.41102026
498,331,27,82.53730489,77.53730489
306,128,44,67.70898133,62.70898133
98,101,10,31.59346137,26.59346137
344,335,417,72.71799808,67.71799808
7,287,142,61.27199547,56.27199547
153,399,167,69.0750763,64.0750763
132,7,231,42.88784703,37.88784703
88,499,207,19.33883894,14.33883894
86,147,66,80.94235498,75.94235498
320,10,420,76.35392846,71.35392846
182,139,337,37.2946537,32.2946537
21,20,58,53.08166179,48.08166179
45,450,356,24.32487067,19.32487067
226,3,437,85.32756061,80.32756061
200,380,462,96.08178495,91.08178495
63,457,418,61.07028242,56.07028242
492,148,158,108.9386654,103.9386654
279,248,206,80.92713126,75.92713126
455,338,94,82.23724833,77.23724833
356,188,443,108.8967349,103.8967349
23,68,226,52.98521442,47.98521442
190,468,411,72.45476185,67.45476185
424,204,22,91.45921051,86.45921051
162,169,278,43.4865316,38.4865316
121,114,49,36.67496761,31.67496761
22,125,282,56.7319994,51.7319994
