x,y,old,d
60,144,139.5123713,179.5123713
436,76,312.2597704,352.2597704
301,217,325.9964752,365.9964752
197,46,195.5383774,235.5383774
428,220,374.8922086,414.8922086
236,196,264.7394497,304.7394497
469,95,333.7089837,373.7089837
203,355,337.0851092,377.0851092
446,197,384.5285961,424.5285961
1,388,249.1945206,289.1945206
225,320,323.6695785,363.6695785
371,182,342.829405,382.829405
171,187,212.9302979,252.9302979
196,256,239.5134116,279.5134116
112,96,152.3744412,192.3744412
272,134,253.9161566,293.9161566
353,266,361.7181637,401.7181637
451,161,357.4808203,397.4808203
225,279,305.4522155,345.4522155
499,371,504.6934453,544.6934453
258,266,301.5388483,341.5388483
350,350,404.6463787,444.6463787
348,470,464.1184268,504.1184268
174,376,344.2346692,384.2346692
383,285,382.3400652,422.3400652
229,432,377.9675364,417.9675364
484,446,525.8064335,565.8064335
175,79,201.5910257,241.5910257
23,449,293.6800914,333.6800914
142,212,206.9491587,246.9491587
106,395,298.9947457,338.9947457
416,13,262.9074601,302.9074601
471,363,475.3139144,515.3139144
188,435,367.0932777,407.0932777
72,463,331.6079633,371.6079633
301,87,216.157002,256.157002
248,223,267.0688598,307.0688598
8,417,245.5468023,285.5468023
421,117,306.8337826,346.8337826
327,373,402.394091,442.394091
297,338,342.5554561,382.5554561
62,81,122.522793,162.522793
350,428,427.4232793,467.4232793
4,330,233.7931666,273.7931666
42,486,324.3263683,364.3263683
314,26,210.1994925,250.1994925
217,106,193.7801842,233.7801842
413,289,384.0521614,424.0521614
308,147,274.9357004,314.9357004
98,438,313.7706516,353.7706516
479,400,472.1788748,512.1788748
342,128,270.6519912,310.6519912
85,369,275.0859228,315.0859228
205,208,274.0168204,314.0168204
241,368,359.4485531,399.4485531
430,325,419.4224493,459.4224493
188,493,382.9728044,422.9728044
407,493,493.509948,533.509948
271,321,349.0694883,389.0694883
489,51,324.2208092,364.2208092
485,152,365.1793795,405.1793795
385,92,275.0009679,315.0009679
474,273,415.2642711,455.2642711
7,97,102.7448021,142.7448021
104,313,257.5393739,297.5393739
89,287,252.3458248,292.3458248
415,165,356.0558792,396.0558792
261,49,215.1607747,255.1607747
70,206,173.7769185,213.7769185
98,479,337.1954461,377.1954461
137,64,150.5541011,190.5541011
142,459,343.1746779,383.1746779
295,259,346.635424,386.635424
4,300,193.7249404,233.7249404
123,372,288.646489,328.646489
401,60,278.1530201,318.1530201
387,30,236.3577182,276.3577182
449,408,486.8819216,526.8819216
30,264,210.7821791,250.7821791
381,125,289.7711528,329.7711528
390,385,433.1855203,473.1855203
204,175,223.8406016,263.8406016
423,372,453.1038943,493.1038943
146,167,200.4122044,240.4122044
341,63,232.8828206,272.8828206
346,313,366.1606469,406.1606469
440,485,517.659292,557.659292
188,103,189.0578737,229.0578737
271,453,409.9576485,449.9576485
284,186,275.7621639,315.7621639
203,75,198.6484564,238.6484564
138,421,341.5203547,381.5203547
289,392,379.7494996,419.7494996
355,6,224.7152309,264.7152309
137,486,377.5841911,417.5841911
271,486,440.1579952,480.1579952
145,262,264.6405681,304.6405681
398,230,377.6630427,417.6630427
132,292,250.4432701,290.4432701
261,393,374.3161122,414.3161122
