x,y,z,old,d
251,485,76,78.10754232,73.10754232
457,269,341,36.06702797,31.06702797
430,267,433,60.63370161,55.63370161
63,461,102,86.39523221,81.39523221
127,45,181,63.1128766,58.1128766
422,358,394,71.55802537,66.55802537
467,371,11,41.36135922,36.36135922
306,230,118,75.59851938,70.59851938
243,485,359,90.4918138,85.4918138
131,345,351,103.8076882,98.80768819
243,345,373,80.85268436,75.85268436
402,459,315,64.34207185,59.34207185
271,402,82,88.88192234,83.88192234
356,316,375,73.38557491,68.38557491
100,349,221,81.03827442,76.03827442
81,323,133,109.0318736,104.0318736
252,390,335,56.75570885,51.75570885
453,384,417,52.98409899,47.98409899
211,475,78,69.61074878,64.61074878
402,115,24,47.38172685,42.38172685
500,108,148,32.26288861,27.26288861
163,433,281,84.87306931,79.87306931
136,467,23,87.60685676,82.60685676
81,45,44,109.6991295,104.6991295
46,336,71,87.75549772,82.75549772
460,45,448,72.78474781,67.78474781
49,327,370,104.072289,99.07228899
402,77,45,41.34621697,36.34621697
428,309,423,70.80101116,65.80101116
494,29,193,25.83548949,20.83548949
401,187,46,67.86304926,62.86304926
105,360,112,73.52529811,68.52529811
457,145,453,59.32120702,54.32120702
224,420,5,98.03749034,93.03749034
63,113,108,99.35270385,94.35270385
30,62,1,104.9814405,99.98144046
160,178,69,95.00278166,90.00278166
479,180,217,60.37597089,55.37597089
401,244,314,43.76198095,38.76198095
26,321,5,69.17783854,64.17783854
464,354,118,82.54777587,77.54777587
353,133,349,50.98632099,45.98632099
443,415,169,46.16235366,41.16235366
359,16,246,68.83392607,63.83392607
287,257,476,77.49029021,72.49029021
77,454,396,89.5757747,84.5757747
226,196,385,80.61647312,75.61647312
306,134,349,74.41984578,69.41984578
303,305,397,77.10955192,72.10955192
135,162,301,89.2193968,84.2193968
211,37,28,108.4608402,103.4608402
445,2,326,69.96747328,64.96747328
459,298,142,77.99653373,72.99653373
254,337,448,86.45201729,81.45201729
266,182,499,44.23366671,39.23366671
144,263,475,97.6317924,92.6317924
459,273,127,60.4534099,55.4534099
181,6,160,99.1647586,94.1647586
417,403,161,29.49287373,24.49287373
234,199,350,98.64183366,93.64183366
69,42,250,71.08129936,66.08129936
371,180,247,63.70646057,58.70646057
235,109,149,84.74497906,79.74497906
414,141,373,40.33299785,35.33299785
363,248,255,73.25614459,68.25614459
429,104,393,26.57493466,21.57493466
30,270,404,98.63600977,93.63600977
485,310,171,74.18143548,69.18143548
198,378,187,87.0312011,82.0312011
