x,y,old,d
247,207,94.88341462,134.8834146
391,434,125.4183172,165.4183172
368,207,98.10001448,138.1000145
375,344,147.2484565,187.2484565
108,230,78.58089447,118.5808945
457,276,120.7059113,160.7059113
32,101,78.5344705,118.5344705
140,373,118.8302087,158.8302087
2,122,50.92842857,90.92842857
153,273,82.7015496,122.7015496
274,117,103.6210812,143.6210812
110,143,83.21197025,123.2119703
470,464,145.8665749,185.8665749
357,248,114.0439889,154.0439889
13,271,109.0461093,149.0461093
298,319,97.47874277,137.4787428
424,383,137.5001099,177.5001099
405,104,115.1053867,155.1053867
10,64,77.27099176,117.2709918
243,283,105.0082125,145.0082125
434,59,112.4462065,152.4462065
488,12,117.5578693,157.5578693
377,78,84.85630637,124.8563064
85,476,128.4421204,168.4421204
203,455,157.4444282,197.4444282
202,63,63.6869694,103.6869694
214,179,87.45126042,127.4512604
353,160,96.72827197,136.728272
88,183,97.43601471,137.4360147
223,220,88.85029725,128.8502972
360,132,128.2753152,168.2753152
401,214,105.3807452,145.3807452
343,73,92.10242175,132.1024217
283,420,120.0028375,160.0028375
238,372,93.40846903,133.408469
155,453,129.2688181,169.2688181
373,493,126.8565397,166.8565397
112,284,112.8348496,152.8348496
142,160,72.7626942,112.7626942
462,227,98.77702437,138.7770244
499,270,137.9183517,177.9183517
316,466,135.3373601,175.3373601
108,84,70.89159922,110.8915992
4,456,111.9070737,151.9070737
151,488,112.3532478,152.3532478
18,373,90.30128187,130.3012819
202,499,110.4922074,150.4922074
444,7,83.4148419,123.4148419
98,313,82.55319233,122.5531923
491,373,141.4741377,181.4741377
61,322,111.0667178,151.0667178
154,69,69.56542534,109.5654253
445,351,148.6152268,188.6152268
289,209,114.147461,154.147461
38,347,61.58544863,101.5854486
330,296,119.2058429,159.2058429
392,396,126.2162326,166.2162326
186,394,124.7189833,164.7189833
11,325,81.2638751,121.2638751
459,34,88.59589287,128.5958929
210,360,109.0203578,149.0203578
83,65,50.39609843,90.39609843
285,498,133.6272492,173.6272492
416,411,121.675288,161.675288
491,239,124.8112974,164.8112974
392,181,137.6054698,177.6054698
155,337,102.1731295,142.1731295
408,326,114.6057275,154.6057275
331,420,135.8225681,175.8225681
375,10,81.81160956,121.8116096
315,182,105.3924462,145.3924462
300,396,150.99771,190.99771
428,484,170.9027819,210.9027819
149,33,74.27548751,114.2754875
368,317,123.401701,163.401701
438,436,152.2915362,192.2915362
257,166,112.6640207,152.6640207
278,470,128.870935,168.870935
151,100,78.3854833,118.3854833
215,109,47.98894825,87.98894825
94,416,125.1345396,165.1345396
269,328,100.1258019,140.1258019
368,38,91.54019858,131.5401986
329,106,93.32143694,133.3214369
454,177,77.15713845,117.1571385
43,229,59.56030369,99.56030369
384,265,97.99647833,137.9964783
221,15,84.07121257,124.0712126
236,409,107.7869432,147.7869432
285,157,93.12935324,133.1293532
356,285,109.1398403,149.1398403
320,230,102.6022929,142.6022929
285,89,78.27341562,118.2734156
20,499,111.5924062,151.5924062
234,439,75.63676288,115.6367629
472,126,129.7403186,169.7403186
421,253,122.5241126,162.5241126
75,448,84.04662113,124.0466211
497,39,99.42344816,139.4234482
414,451,162.5651673,202.5651673
