x,y,old,d
418,131,66.38699864,106.3869986
23,113,44.37801081,84.37801081
405,65,78.37797087,118.3779709
140,68,59.99571567,99.99571567
90,314,96.5663831,136.5663831
110,179,54.73566954,94.73566954
340,272,60.78657208,100.7865721
177,417,100.8133138,140.8133138
105,77,58.38365692,98.38365692
411,417,101.529172,141.529172
125,398,112.2431116,152.2431116
27,485,85.97214019,125.9721402
232,331,72.47050692,112.4705069
435,168,81.46904069,121.4690407
359,233,79.85660186,119.8566019
213,203,77.12773346,117.1277335
122,325,78.80045299,118.800453
202,365,87.58300714,127.5830071
184,132,67.70706583,107.7070658
355,86,70.79103595,110.791036
396,358,90.79521795,130.795218
481,182,78.60153084,118.6015308
360,421,85.26595419,125.2659542
139,363,57.70729644,97.70729644
19,374,96.14024038,136.1402404
147,421,108.7922458,148.7922458
351,199,74.27386307,114.2738631
146,286,68.90283521,108.9028352
187,162,86.95677361,126.9567736
243,83,70.71164919,110.7116492
403,237,80.31399331,120.3139933
33,30,49.01997037,89.01997037
11,231,57.98532536,97.98532536
440,249,68.86463295,108.864633
46,138,64.03634226,104.0363423
150,98,59.21988128,99.21988128
473,246,61.30697684,101.3069768
49,247,79.72789197,119.727892
66,462,88.94268313,128.9426831
443,215,75.52863544,115.5286354
321,382,87.80261427,127.8026143
455,287,69.47989073,109.4798907
298,197,81.81531718,121.8153172
477,59,45.78045535,85.78045535
175,372,73.45165421,113.4516542
33,270,75.1984719,115.1984719
461,8,71.05660539,111.0566054
497,102,34.01814286,74.01814286
327,342,74.85005635,114.8500563
379,458,72.0169205,112.0169205
319,8,52.06327346,92.06327346
356,116,39.19747567,79.19747567
105,481,96.31461919,136.3146192
484,405,95.13154481,135.1315448
276,280,88.89312132,128.8931213
38,416,94.66133017,134.6613302
372,371,98.89547656,138.8954766
203,328,87.06137019,127.0613702
247,247,55.94943576,95.94943576
12,139,62.77318153,102.7731815
31,212,86.94072821,126.9407282
177,453,78.3742965,118.3742965
433,15,36.32022227,76.32022227
273,174,51.58332198,91.58332198
322,422,119.045066,159.045066
28,323,83.59755443,123.5975544
471,437,73.37901118,113.3790112
120,295,95.89331866,135.8933187
75,182,65.6971632,105.6971632
314,488,114.7178961,154.7178961
176,257,87.49957066,127.4995707
334,461,76.95223751,116.9522375
265,207,90.92753822,130.9275382
442,349,80.21559606,120.2155961
83,5,35.46291782,75.46291782
277,252,77.58981926,117.5898193
155,206,57.18963143,97.18963143
314,36,45.77675831,85.77675831
457,121,80.74221798,120.742218
401,267,100.4846658,140.4846658
6,22,62.20912805,102.2091281
92,148,56.947625,96.947625
139,491,122.8706292,162.8706292
241,420,55.74729179,95.74729179
260,58,65.27385561,105.2738556
300,318,69.45878339,109.4587834
67,282,79.66259876,119.6625988
101,237,63.29765711,103.2976571
266,363,76.24974685,116.2497469
59,357,91.40328761,131.4032876
56,103,60.55668052,100.5566805
50,3,58.42784828,98.42784828
377,301,56.19350952,96.19350952
345,301,97.76387405,137.763874
307,452,86.14455487,126.1445549
442,383,62.7761192,102.7761192
132,128,68.0930515,108.0930515
196,485,102.983285,142.983285
246,21,55.60729261,95.60729261
85,100,46.82318818,86.82318818
