x,y,old,d
25,132,128.9514126,168.9514126
319,180,124.6766228,164.6766228
15,17,46.37569576,86.37569576
347,266,176.5778397,216.5778397
202,495,301.8889975,341.8889975
198,39,85.80658582,125.8065858
151,52,75.17317874,115.1731787
216,174,160.8550877,200.8550877
426,118,120.7620346,160.7620346
362,460,305.352812,345.352812
242,52,40.8645586,80.8645586
252,175,145.6622219,185.6622219
59,155,116.6551112,156.6551112
464,197,140.0105856,180.0105856
467,67,91.77029411,131.7702941
147,109,87.17499562,127.1749956
30,52,79.66269737,119.6626974
130,178,131.6920839,171.6920839
392,154,107.1323587,147.1323587
270,153,131.2708648,171.2708648
298,63,73.23578592,113.2357859
260,371,229.237589,269.237589
202,266,195.7680294,235.7680294
304,269,208.61239,248.61239
37,307,190.4000124,230.4000124
81,65,81.17251902,121.172519
320,412,264.6084947,304.6084947
335,331,220.695855,260.695855
126,462,271.5094656,311.5094656
245,493,279.1611678,319.1611678
392,210,162.6762629,202.6762629
455,323,195.6652284,235.6652284
280,114,121.7654667,161.7654667
65,357,193.9074367,233.9074367
231,121,109.610989,149.610989
348,427,245.2481865,285.2481865
144,271,196.5131451,236.5131451
80,251,141.5976569,181.5976569
347,72,108.0875523,148.0875523
346,208,132.3485975,172.3485975
127,350,230.4854282,270.4854282
31,219,149.9688193,189.9688193
424,461,264.0144537,304.0144537
492,406,251.4006369,291.4006369
172,357,242.0929156,282.0929156
419,55,75.47582258,115.4758226
380,107,145.1495383,185.1495383
188,439,270.2194542,310.2194542
146,396,222.1714012,262.1714012
411,379,218.9258408,258.9258408
385,318,228.2829822,268.2829822
178,201,155.6415571,195.6415571
80,97,80.90237314,120.9023731
446,283,192.9627425,232.9627425
173,135,119.9895302,159.9895302
133,74,75.13873144,115.1387314
354,391,252.1370388,292.1370388
114,395,252.2183421,292.2183421
333,29,51.57378937,91.57378937
248,406,257.5101028,297.5101028
413,260,166.3624338,206.3624338
359,144,110.9521795,150.9521795
55,460,270.5731705,310.5731705
487,234,173.26665,213.26665
108,45,62.16183657,102.1618366
219,429,273.9678423,313.9678423
52,408,252.9886029,292.9886029
453,125,103.2947487,143.2947487
479,14,40.1401077,80.1401077
108,241,179.5145426,219.5145426
373,6,77.22021376,117.2202138
181,328,186.3759121,226.3759121
211,82,60.81797285,100.8179729
131,139,114.3115353,154.3115353
430,5,50.01660628,90.01660628
77,298,218.8400411,258.8400411
421,295,192.7877722,232.7877722
77,392,257.5343067,297.5343067
177,409,273.1727923,313.1727923
14,83,100.5454395,140.5454395
56,120,102.6050582,142.6050582
166,6,59.01019993,99.01019993
427,216,166.916956,206.916956
38,273,167.8922975,207.8922975
292,314,204.8757493,244.8757493
7,492,279.1488178,319.1488178
228,357,234.3061266,274.3061266
158,436,265.6324274,305.6324274
237,206,157.1167855,197.1167855
476,483,304.7721134,344.7721134
344,169,145.4196386,185.4196386
214,386,263.3552278,303.3552278
169,470,291.9793526,331.9793526
0,425,256.7277356,296.7277356
457,398,261.8821696,301.8821696
288,229,204.0907852,244.0907852
493,345,214.0714122,254.0714122
6,249,187.5666501,227.5666501
492,446,285.7809622,325.7809622
273,82,77.2554602,117.2554602
