x,y,z,old,d
256,173,190,82.60098578,72.60098578
246,77,267,69.24181107,59.24181107
194,47,44,84.58897785,74.58897785
329,51,212,49.67721603,39.67721603
349,89,377,78.45300662,68.45300662
330,209,97,104.8328265,94.83282651
346,164,265,75.51726019,65.51726019
134,310,346,123.6682724,113.6682724
457,358,179,133.7708551,123.7708551
378,323,129,187.7426096,177.7426096
187,397,80,154.2560437,144.2560437
143,156,274,73.86704517,63.86704517
59,494,416,213.2405889,203.2405889
455,455,157,180.319716,170.319716
255,388,282,160.8312742,150.8312742
448,488,445,195.9027533,185.9027533
66,131,379,114.3936304,104.3936304
376,216,1,115.1794148,105.1794148
287,174,174,93.00891258,83.00891258
170,265,32,136.6492911,126.6492911
432,58,359,65.30800193,55.30800193
499,209,285,93.6323943,83.6323943
442,197,155,124.0713734,114.0713734
482,271,290,140.8353223,130.8353223
116,303,155,149.2564106,139.2564106
241,224,491,129.3038716,119.3038716
174,98,237,77.99584227,67.99584227
400,306,247,156.2230714,146.2230714
112,430,237,190.5849239,180.5849239
210,109,136,103.1487044,93.14870437
191,163,244,81.86097817,71.86097817
233,377,403,160.5686579,150.5686579
302,468,343,162.5420535,152.5420535
211,488,296,195.1234793,185.1234793
346,136,326,83.4975876,73.4975876
87,426,147,159.3021991,149.3021991
496,412,369,166.169013,156.169013
296,421,389,163.7192586,153.7192586
7,120,211,93.34128468,83.34128468
135,264,209,140.7677627,130.7677627
458,439,77,184.3389542,174.3389542
23,176,224,95.04198179,85.04198179
319,201,4,128.0792851,118.0792851
168,38,53,70.83032448,60.83032448
388,258,84,112.0075588,102.0075588
379,482,143,167.5591178,157.5591178
154,446,201,174.195202,164.195202
454,111,239,97.86976052,87.86976052
339,93,298,81.32190352,71.32190352
370,316,68,148.7558574,138.7558574
97,297,231,137.7125785,127.7125785
304,395,338,154.4528444,144.4528444
52,230,380,111.5813425,101.5813425
384,175,149,112.0424554,102.0424554
375,213,167,122.2421359,112.2421359
238,218,375,126.5558068,116.5558068
423,2,170,40.24979844,30.24979844
432,173,402,117.4252308,107.4252308
241,60,474,85.70182816,75.70182816
391,132,73,114.6688577,104.6688577
103,320,355,158.1627353,148.1627353
210,13,60,44.0352626,34.0352626
281,36,43,70.06362016,60.06362016
304,372,431,155.6769698,145.6769698
349,377,3,162.7443134,152.7443134
269,60,467,74.6333627,64.6333627
228,55,145,97.48717145,87.48717145
316,179,467,94.48493555,84.48493555
88,338,281,131.562568,121.562568
36,16,90,49.8152505,39.8152505
168,329,133,149.7901984,139.7901984
271,260,475,138.6956117,128.6956117
474,116,499,75.08131978,65.08131978
443,35,415,58.49664476,48.49664476
463,208,86,106.3109104,96.31091035
468,454,247,180.4221726,170.4221726
69,336,181,177.2494325,167.2494325
390,329,447,149.1810076,139.1810076
248,428,48,167.3686288,157.3686288
172,164,185,72.86046633,62.86046633
24,482,123,200.0539273,190.0539273
95,54,328,56.23637107,46.23637107
110,212,434,91.14708771,81.14708771
345,195,269,97.51737154,87.51737154
109,88,360,68.44209605,58.44209605
254,226,148,127.1778222,117.1778222
265,444,493,179.4758552,169.4758552
58,172,140,103.8185516,93.81855158
5,487,425,178.7089683,168.7089683
395,122,414,69.77592857,59.77592857
443,466,263,186.6443339,176.6443339
433,60,27,63.7940072,53.7940072
62,68,353,89.79706317,79.79706317
93,434,271,182.3817638,172.3817638
491,334,163,142.1073883,132.1073883
102,255,308,144.2985784,134.2985784
207,153,304,83.02664048,73.02664048
442,209,466,91.42501833,81.42501833
460,45,456,40.37222274,30.37222274
15,443,239,170.8084726,160.8084726
97,91,35,90.46254102,80.46254102
51,461,255,197.0464338,187.0464338
390,19,368,42.01284387,32.01284387
10,312,236,120.5714862,110.5714862
395,26,477,65.18791244,55.18791244
267,242,350,126.5466267,116.5466267
433,335,496,181.7834797,171.7834797
41,246,21,123.3305574,113.3305574
423,351,356,134.5112465,124.5112465
355,264,125,145.3926425,135.3926425
117,166,389,111.1882922,101.1882922
454,471,391,195.2726284,185.2726284
370,378,387,165.5470746,155.5470746
323,281,367,149.8166718,139.8166718
461,132,24,107.3833604,97.38336045
366,33,423,55.21080614,45.21080614
60,208,107,130.7548326,120.7548326
452,321,269,152.552058,142.552058
194,279,252,147.3877622,137.3877622
331,87,233,94.97192037,84.97192037
458,436,311,144.6479648,134.6479648
484,459,430,177.3642647,167.3642647
418,344,310,175.6303165,165.6303165
13,328,435,144.834896,134.834896
87,223,500,130.8722368,120.8722368
158,498,68,204.4332341,194.4332341
183,383,336,166.031173,156.031173
464,5,209,56.44358989,46.44358989
409,321,395,149.9533275,139.9533275
386,433,121,176.2230951,166.2230951
19,399,441,169.7391289,159.7391289
143,488,196,201.416794,191.416794
439,70,54,55.60996144,45.60996144
244,336,126,130.2464336,120.2464336
13,90,241,73.69185463,63.69185463
106,306,15,152.3617564,142.3617564
44,145,355,105.0772017,95.07720173
40,262,158,135.1683815,125.1683815
260,499,94,182.6863438,172.6863438
298,261,260,106.3995291,96.3995291
37,158,280,105.9348777,95.93487765
458,156,105,89.66792425,79.66792425
370,241,30,109.9559733,99.95597328
422,219,11,101.5728133,91.57281326
226,45,14,75.64656511,65.64656511
215,135,202,84.9131262,74.9131262
136,291,309,157.3269129,147.3269129
160,399,385,193.4905833,183.4905833
66,16,488,62.04708355,52.04708355
136,330,102,139.1914075,129.1914075
279,41,279,65.57171781,55.57171781
6,202,166,82.96603169,72.96603169
252,170,124,89.340209,79.340209
211,186,351,113.3312268,103.3312268
265,195,275,84.44137265,74.44137265
34,300,192,137.6708713,127.6708713
163,405,346,167.3912906,157.3912906
121,103,483,79.43012661,69.43012661
194,394,227,173.9521803,163.9521803
80,75,5,65.04293594,55.04293594
208,254,29,146.433614,136.433614
214,289,492,129.9010484,119.9010484
229,85,135,87.60291742,77.60291742
254,78,409,71.48606622,61.48606622
70,424,494,143.5132123,133.5132123
252,190,345,123.4780795,113.4780795
117,145,119,108.2171816,98.2171816
217,8,119,81.74602273,71.74602273
340,246,431,133.1957747,123.1957747
314,45,238,52.08781762,42.08781762
362,123,467,83.94082,73.94082
98,140,390,83.41706135,73.41706135
420,383,430,179.4441902,169.4441902
391,170,228,106.5924652,96.5924652
246,310,467,147.286641,137.286641
375,337,38,153.287595,143.287595
142,61,192,94.4595715,84.4595715
213,486,365,201.1801027,191.1801027
206,100,404,68.44971482,58.44971482
442,4,466,71.98423153,61.98423153
375,124,50,74.58314476,64.58314476
271,146,104,97.15023694,87.15023694
448,48,102,42.76530427,32.76530427
169,20,398,88.51184671,78.51184671
431,133,23,114.0729456,104.0729456
426,73,383,78.03074127,68.03074127
490,81,394,52.53723632,42.53723632
490,392,36,148.5758014,138.5758014
42,378,446,157.1541258,147.1541258
176,134,453,129.0284134,119.0284134
353,11,327,42.94889964,32.94889964
108,120,62,90.19905824,80.19905824
240,267,200,131.8074113,121.8074113
330,148,476,97.93487448,87.93487448
399,351,50,155.8966997,145.8966997
54,309,88,156.1831151,146.1831151
294,164,498,118.2106517,108.2106517
493,137,386,93.91843521,83.91843521
277,472,408,189.4226109,179.4226109
289,399,446,139.9398709,129.9398709
