x,y,z,old,d
98,312,406,91.83985011,86.83985011
169,255,459,111.9555032,106.9555032
68,354,361,97.51026245,92.51026245
161,369,254,32.81578509,27.81578509
112,401,396,71.64463476,66.64463476
244,250,162,71.28939653,66.28939653
441,471,38,31.86380436,26.86380436
409,214,490,106.7355295,101.7355295
12,215,42,59.55030482,54.55030482
302,29,113,50.48508426,45.48508426
146,204,176,69.9689002,64.9689002
395,380,143,82.27179192,77.27179192
182,100,71,53.56877334,48.56877334
93,355,291,90.88252667,85.88252667
176,423,156,66.09563815,61.09563815
494,275,41,56.47543826,51.47543826
283,361,195,91.46485061,86.46485061
78,497,205,74.04863468,69.04863468
493,137,433,97.79642894,92.79642894
300,465,173,68.75395868,63.75395868
467,355,61,56.47333324,51.47333324
315,131,106,40.69218278,35.69218278
122,461,14,74.8658242,69.8658242
447,41,166,74.60363589,69.60363589
261,78,210,68.47491739,63.47491739
178,60,226,51.0973063,46.0973063
323,16,411,95.39069738,90.39069738
87,312,271,68.95089615,63.95089615
307,261,69,60.69360888,55.69360888
38,377,490,86.63591963,81.63591963
138,71,42,73.50949622,68.50949622
460,457,410,83.26271479,78.26271479
422,427,336,82.48461877,77.48461877
127,205,81,98.72487425,93.72487425
418,252,457,111.0110661,106.0110661
414,70,195,74.22075443,69.22075443
333,183,126,48.18439581,43.18439581
45,72,424,88.03775274,83.03775274
21,44,276,68.26552832,63.26552832
223,195,54,80.5362713,75.5362713
97,498,282,96.13264861,91.13264861
377,259,324,93.4455577,88.4455577
111,295,271,91.56583772,86.56583772
127,32,34,67.06728899,62.06728899
454,158,402,102.1933595,97.19335954
85,146,290,70.80217872,65.80217872
108,1,412,103.3802857,98.38028566
42,47,322,100.7427487,95.74274871
259,158,328,92.30410564,87.30410564
199,304,50,53.44807361,48.44807361
200,24,23,33.22125508,28.22125508
102,340,344,95.00583305,90.00583305
49,487,136,62.54948445,57.54948445
153,380,330,62.60258784,57.60258784
311,52,241,81.44649288,76.44649288
40,241,20,50.34765923,45.34765923
47,136,362,94.38418457,89.38418457
87,78,188,69.52717978,64.52717978
32,155,134,66.31901749,61.31901749
235,393,113,45.34184297,40.34184297
260,496,8,39.18396238,34.18396238
