x,y,z,old,d
397,25,112,114.2059424,104.2059424
292,286,390,157.871982,147.871982
125,487,3,246.1348909,236.1348909
4,236,185,296.164664,286.164664
52,412,336,271.104432,261.104432
51,182,43,274.1030426,264.1030426
421,19,51,113.3387446,103.3387446
485,81,280,53.60664613,43.60664613
282,495,446,121.6163756,111.6163756
69,0,279,280.2036861,270.2036861
430,341,443,88.23167448,78.23167448
294,79,90,151.876369,141.876369
181,374,302,214.8177199,204.8177199
116,323,151,263.0225175,253.0225175
21,220,341,281.2700466,271.2700466
121,0,49,233.1053474,223.1053474
399,292,247,120.9680409,110.9680409
65,271,324,285.8495644,275.8495644
147,71,385,242.5402365,232.5402365
145,209,58,248.5425219,238.5425219
97,63,206,271.4266633,261.4266633
231,54,350,184.2883345,174.2883345
69,225,84,249.1510154,239.1510154
11,80,87,311.3823724,301.3823724
446,228,366,78.49542084,68.49542084
4,246,391,320.7759078,310.7759078
97,171,343,235.1887982,225.1887982
339,169,452,150.6694503,140.6694503
100,456,310,287.2488442,277.2488442
298,1,262,151.8479262,141.8479262
90,183,310,267.0642974,257.0642974
103,458,162,261.8903492,251.8903492
202,484,396,172.03814,162.03814
203,304,55,204.9720154,194.9720154
293,88,496,124.0342491,114.0342491
217,36,214,171.9529509,161.9529509
237,412,30,160.0296058,150.0296058
498,420,500,47.44223617,37.44223617
366,322,144,111.2164644,101.2164644
491,239,317,60.96439634,50.96439634
189,493,36,210.7775155,200.7775155
90,309,305,237.4088731,227.4088731
481,116,310,24.96467294,14.96467294
225,413,464,175.5327689,165.5327689
38,415,309,265.8376807,255.8376807
500,497,190,23.78207909,13.78207909
10,299,73,312.5704349,302.5704349
72,191,480,279.200724,269.200724
232,253,52,172.2375466,162.2375466
128,38,17,255.7589201,245.7589201
53,137,236,286.0515364,276.0515364
139,29,321,231.2849321,221.2849321
403,17,17,103.83937,93.83937002
91,442,428,257.8398696,247.8398696
36,309,328,299.4016245,289.4016245
410,214,78,106.1305248,96.13052484
153,53,429,218.9679152,208.9679152
494,252,364,67.58579615,57.58579615
38,81,492,290.340231,280.340231
435,458,31,58.305447,48.305447
129,465,269,280.2145171,270.2145171
258,335,266,166.2336994,156.2336994
202,248,213,186.9751878,176.9751878
220,180,241,169.0338363,159.0338363
151,8,267,230.0630182,220.0630182
111,92,292,263.823507,253.823507
328,421,111,144.3437833,134.3437833
472,429,434,65.78547702,55.78547702
394,5,332,116.9102956,106.9102956
270,88,382,174.5824534,164.5824534
358,488,128,122.0402534,112.0402534
140,371,196,230.3442754,220.3442754
399,278,62,99.95499771,89.95499771
20,20,258,296.4116545,286.4116545
251,60,389,177.716661,167.716661
234,220,203,183.9438114,173.9438114
286,224,294,165.5017209,155.5017209
449,181,228,78.38614708,68.38614708
81,463,95,259.6958112,249.6958112
100,253,192,258.7520478,248.7520478
495,289,319,59.65182096,49.65182096
201,128,136,182.3227824,172.3227824
138,69,345,247.3253311,237.3253311
55,197,93,257.2482316,247.2482316
391,392,294,96.12167908,86.12167908
282,75,169,168.5915537,158.5915537
289,393,443,179.0861019,169.0861019
470,215,436,36.20690146,26.20690146
321,48,16,150.964753,140.964753
382,315,90,90.24638349,80.24638349
29,41,242,317.893775,307.893775
294,208,98,156.8731345,146.8731345
226,439,45,210.6914621,200.6914621
115,185,417,255.3859207,245.3859207
500,183,402,38.00103513,28.00103513
189,282,78,186.3070141,176.3070141
229,435,492,167.2048706,157.2048706
17,235,266,302.6825034,292.6825034
54,221,498,275.6054999,265.6054999
129,117,346,223.0180411,213.0180411
58,54,125,288.1648764,278.1648764
410,323,261,86.40514972,76.40514972
353,233,248,150.2384268,140.2384268
495,441,218,36.0166121,26.0166121
33,111,271,297.2604677,287.2604677
422,176,86,71.01508738,61.01508738
192,261,53,203.0394845,193.0394845
483,148,93,31.90333689,21.90333689
194,58,200,242.4461742,232.4461742
1,79,423,277.4701864,267.4701864
253,208,359,193.9065323,183.9065323
365,220,378,116.2929171,106.2929171
273,20,330,185.0186366,175.0186366
451,396,496,78.06991414,68.06991414
170,316,28,239.6728461,229.6728461
26,69,376,282.4270953,272.4270953
63,187,318,271.5944414,261.5944414
457,350,222,36.42318902,26.42318902
200,221,341,213.9814967,203.9814967
157,274,372,231.1871977,221.1871977
351,339,370,124.5769204,114.5769204
225,366,180,184.8701784,174.8701784
226,453,340,180.8715916,170.8715916
337,142,306,143.1263603,133.1263603
407,122,423,90.96626304,80.96626304
383,91,478,115.1406937,105.1406937
353,77,110,115.0365353,105.0365353
263,364,155,171.9631225,161.9631225
309,342,72,132.9048216,122.9048216
78,253,377,246.1979216,236.1979216
423,324,200,89.9668578,79.9668578
336,153,371,119.592422,109.592422
386,401,30,100.9231623,90.92316228
170,382,395,206.604808,196.604808
474,320,252,64.35446452,54.35446452
15,348,223,293.7431951,283.7431951
272,99,285,155.0898042,145.0898042
14,207,28,288.7693043,278.7693043
197,217,43,198.5737737,188.5737737
342,173,423,133.0560294,123.0560294
299,95,7,129.2196915,119.2196915
455,88,204,88.89670611,78.89670611
247,400,398,159.6273327,149.6273327
124,498,141,240.3271537,230.3271537
125,148,0,246.7706156,236.7706156
168,184,426,224.5700586,214.5700586
341,13,414,128.5697342,118.5697342
386,67,139,134.0222274,124.0222274
337,217,299,143.4436614,133.4436614
403,225,16,104.1170393,94.11703935
342,8,42,121.8442928,111.8442928
226,315,437,185.9246056,175.9246056
344,314,414,103.9856998,93.98569981
474,345,76,46.74807153,36.74807153
127,15,165,233.615327,223.615327
15,22,93,312.3113599,302.3113599
64,35,320,262.4729585,252.4729585
57,455,301,266.110807,256.110807
140,71,183,216.6764802,206.6764802
147,344,351,222.3612184,212.3612184
202,119,399,190.4256878,180.4256878
280,324,462,137.3449412,127.3449412
362,399,152,127.7338044,117.7338044
6,135,198,301.278462,291.278462
10,323,254,309.0036851,299.0036851
213,315,464,176.8353555,166.8353555
317,318,253,156.3631943,146.3631943
200,498,336,193.5397213,183.5397213
441,408,428,87.64995717,77.64995717
421,382,222,79.02369744,69.02369744
147,374,112,238.4221001,228.4221001
172,306,380,234.5835875,224.5835875
316,102,123,145.733122,135.733122
