x,y,old,d
222,168,341.6734558,381.6734558
23,33,511.5423836,551.5423836
199,328,293.1513686,333.1513686
383,246,231.3726629,271.3726629
86,105,431.0223871,471.0223871
73,318,355.2082616,395.2082616
446,204,218.8486731,258.8486731
123,38,473.5613243,513.5613243
483,116,240.0136052,280.0136052
481,443,89.47181234,129.4718123
39,86,456.6882011,496.6882011
279,386,190.1939944,230.1939944
487,153,210.7623144,250.7623144
207,92,376.6227168,416.6227168
15,259,407.16768,447.16768
314,480,167.6591066,207.6591066
227,17,407.098005,447.098005
125,239,366.2540297,406.2540297
460,463,84.44376864,124.4437686
261,232,280.6635358,320.6635358
326,101,310.2201957,350.2201957
91,0,507.9544087,547.9544087
175,186,336.7918139,376.7918139
385,485,109.8298647,149.8298647
65,203,395.2361714,435.2361714
164,20,470.7385324,510.7385324
426,121,281.7469775,321.7469775
5,114,500.7894036,540.7894036
13,357,357.5207912,397.5207912
107,441,274.3344281,314.3344281
86,485,289.1617384,329.1617384
404,414,135.776891,175.776891
11,385,346.7834125,386.7834125
171,306,349.291322,389.291322
434,278,196.2369152,236.2369152
238,467,184.1581613,224.1581613
114,154,413.2708856,453.2708856
65,233,419.9393869,459.9393869
179,499,193.8593583,233.8593583
416,458,83.37733676,123.3773368
167,94,424.6398668,464.6398668
479,49,292.6563482,332.6563482
300,208,266.9061403,306.9061403
33,491,284.4532614,324.4532614
473,185,228.048247,268.048247
313,429,173.7554266,213.7554266
497,361,86.94357399,126.943574
319,378,197.6343867,237.6343867
54,357,329.0026025,369.0026025
74,264,367.1348933,407.1348933
148,181,403.099924,443.099924
336,412,178.2610078,218.2610078
157,353,306.1439522,346.1439522
374,366,180.2123189,220.2123189
337,253,286.7854836,326.7854836
439,91,274.1393829,314.1393829
462,380,101.2911215,141.2911215
367,313,240.0739649,280.0739649
200,257,331.3350621,371.3350621
362,50,351.0252512,391.0252512
303,145,314.0178447,354.0178447
354,150,281.3422272,321.3422272
450,437,117.5736564,157.5736564
197,6,450.6418614,490.6418614
37,220,439.5434713,479.5434713
184,122,366.0867247,406.0867247
290,353,239.5396903,279.5396903
167,52,422.6188411,462.6188411
443,408,108.7563488,148.7563488
460,288,154.9237366,194.9237366
255,9,438.2591518,478.2591518
383,136,285.2462902,325.2462902
122,274,339.1576578,379.1576578
248,425,213.1800868,253.1800868
413,0,328.5395702,368.5395702
481,319,159.4881129,199.4881129
203,415,218.6058914,258.6058914
394,63,330.9529626,370.9529626
256,150,343.9335965,383.9335965
225,288,297.6750158,337.6750158
47,287,389.8496212,429.8496212
255,326,262.5942598,302.5942598
380,437,143.8884644,183.8884644
407,316,156.8839666,196.8839666
435,233,202.9178651,242.9178651
122,333,303.0726048,343.0726048
335,4,347.917307,387.917307
287,308,261.060822,301.060822
147,449,272.0146269,312.0146269
359,113,295.2253159,335.2253159
426,355,168.6078807,208.6078807
154,245,351.70896,391.70896
272,95,386.1450847,426.1450847
26,172,474.9281563,514.9281563
434,172,242.2220139,282.2220139
114,78,461.9791976,501.9791976
168,414,256.59649,296.59649
228,69,398.1887766,438.1887766
186,375,264.535283,304.535283
215,482,201.4169393,241.4169393
