x,y,old,d
52,184,54.11610645,94.11610645
376,466,135.8634824,175.8634824
378,133,134.213209,174.213209
116,150,98.38215061,138.3821506
44,52,58.61684878,98.61684878
253,93,128.6879939,168.6879939
386,428,141.0642188,181.0642188
119,386,80.07875055,120.0787506
6,492,83.62092962,123.6209296
419,57,177.8396327,217.8396327
200,35,121.4088278,161.4088278
5,386,75.3920272,115.3920272
238,40,126.0397034,166.0397034
154,69,90.48611874,130.4861187
257,217,123.611082,163.611082
304,97,137.4661461,177.4661461
298,45,145.6199583,185.6199583
429,418,164.9283325,204.9283325
474,235,179.7339818,219.7339818
36,358,46.18012488,86.18012488
294,150,125.941238,165.941238
494,5,204.4298462,244.4298462
289,298,129.7524344,169.7524344
3,296,62.43283056,102.4328306
351,231,137.7793256,177.7793256
275,393,135.8878376,175.8878376
473,64,188.9205553,228.9205553
69,399,47.85163738,87.85163738
156,429,102.4244252,142.4244252
237,182,147.9483141,187.9483141
445,313,174.1825402,214.1825402
495,186,193.1707216,233.1707216
62,316,63.02531409,103.0253141
483,285,207.7943636,247.7943636
109,342,63.92295426,103.9229543
428,460,162.8865174,202.8865174
412,220,173.2661169,213.2661169
365,288,147.3018981,187.3018981
95,82,79.66776349,119.6677635
84,264,112.3654535,152.3654535
70,24,60.48648957,100.4864896
441,40,178.7409646,218.7409646
218,95,106.9070158,146.9070158
185,158,107.4447032,147.4447032
190,269,93.85879317,133.8587932
200,355,114.6769481,154.6769481
229,397,113.1228424,153.1228424
317,177,138.7985829,178.7985829
30,82,64.40474019,104.4047402
174,205,142.6992427,182.6992427
46,466,60.34178532,100.3417853
184,399,89.58369949,129.5836995
224,142,128.2003691,168.2003691
65,70,70.70268609,110.7026861
85,140,67.55036214,107.5503621
406,8,196.8811299,236.8811299
353,83,146.9490812,186.9490812
206,420,105.8717479,145.8717479
181,481,120.2946535,160.2946535
391,41,138.4949477,178.4949477
229,233,116.947813,156.947813
40,390,91.00482765,131.0048276
410,266,191.3695354,231.3695354
110,185,99.18195365,139.1819537
8,29,49.78473677,89.78473677
351,368,140.327488,180.327488
480,339,174.9712933,214.9712933
397,484,181.6423532,221.6423532
337,425,156.8148642,196.8148642
301,264,131.1065967,171.1065967
212,301,130.0153244,170.0153244
0,73,46.05355772,86.05355772
257,255,112.5566383,152.5566383
121,432,78.39351108,118.3935111
189,240,114.9681625,154.9681625
113,476,112.9415828,152.9415828
25,116,36.61343921,76.61343921
282,330,133.1958171,173.1958171
94,305,83.5319415,123.5319415
145,279,102.3332999,142.3332999
439,385,208.8833787,248.8833787
258,150,138.7854063,178.7854063
62,427,62.55105284,102.5510528
151,348,86.62636616,126.6263662
460,261,199.8763242,239.8763242
123,44,72.70168614,112.7016861
60,234,82.27884835,122.2788483
348,122,170.3122823,210.3122823
148,106,105.247192,145.247192
499,391,208.7929981,248.7929981
277,474,146.0642945,186.0642945
316,66,136.5526957,176.5526957
157,395,93.27961057,133.2796106
500,219,225.8218265,265.8218265
483,130,177.6236969,217.6236969
317,344,131.6672254,171.6672254
161,38,113.8847328,153.8847328
464,172,184.6315043,224.6315043
148,469,89.65502902,129.655029
314,125,168.5003042,208.5003042
