x,y,z,old,d
293,311,152,122.5077416,112.5077416
87,142,391,78.9137151,68.9137151
133,424,396,93.87755664,83.87755664
32,311,334,66.55043266,56.55043266
145,349,469,77.3461552,67.3461552
154,474,392,84.10590249,74.10590249
121,248,56,65.48634922,55.48634922
208,101,344,127.3957613,117.3957613
278,457,120,116.976413,106.976413
466,98,203,200.8923669,190.8923669
465,377,432,200.9039637,190.9039637
87,120,23,87.90113201,77.90113201
345,446,247,150.2475318,140.2475318
79,71,430,75.96994771,65.96994771
458,450,276,192.7770097,182.7770097
360,227,251,147.8512207,137.8512207
9,221,39,52.03334781,42.03334781
42,326,450,55.70250729,45.70250729
47,130,205,80.93674744,70.93674744
199,211,190,94.02526605,84.02526605
338,87,236,132.9673132,122.9673132
208,67,95,110.0081503,100.0081503
164,25,317,94.34616018,84.34616018
270,302,193,116.6326822,106.6326822
239,367,362,124.3407679,114.3407679
310,352,306,163.1717178,153.1717178
473,189,301,205.8449791,195.8449791
278,16,224,140.2503253,130.2503253
397,406,416,157.8682366,147.8682366
463,356,151,175.7441176,165.7441176
259,123,6,117.4400081,107.4400081
198,343,347,115.7911149,105.7911149
458,199,348,175.9989078,165.9989078
68,235,311,37.63843094,27.63843094
465,499,47,192.6519723,182.6519723
199,204,389,87.26594697,77.26594697
446,123,341,211.467506,201.467506
112,4,174,86.32356133,76.32356133
78,195,130,68.3812785,58.3812785
176,59,144,90.79581226,80.79581226
128,89,300,90.85262097,80.85262097
109,260,249,103.5394754,93.53947538
435,122,497,147.3765676,137.3765676
348,146,150,144.8062161,134.8062161
143,249,153,103.2767066,93.2767066
32,354,70,65.39300763,55.39300763
244,299,65,117.3832523,107.3832523
358,381,210,151.9599198,141.9599198
387,113,410,159.3428222,149.3428222
490,383,95,192.2156498,182.2156498
298,258,419,150.5153148,140.5153148
352,110,393,162.3236407,152.3236407
349,469,340,173.8695796,163.8695796
141,130,87,100.7270987,90.72709874
147,232,278,66.46097717,56.46097717
394,24,187,152.1610405,142.1610405
491,206,210,194.8889956,184.8889956
418,183,318,146.9666335,136.9666335
233,407,311,121.6027237,111.6027237
158,455,177,109.7023905,99.70239046
343,80,396,153.638977,143.638977
491,469,337,172.8947768,162.8947768
435,421,421,193.8869132,183.8869132
351,235,25,167.1777968,157.1777968
11,225,208,72.11658593,62.11658593
