x,y,old,d
376,128,108.72749,148.72749
398,472,231.6746094,271.6746094
375,186,148.0185109,188.0185109
107,120,202.5179179,242.5179179
262,202,213.1568671,253.1568671
55,452,347.8202991,387.8202991
230,239,213.0781297,253.0781297
143,409,298.2030755,338.2030755
180,2,135.4424931,175.4424931
168,174,202.1853138,242.1853138
314,321,196.3197197,236.3197197
209,283,225.4383676,265.4383676
235,80,156.0498751,196.0498751
261,250,205.9886924,245.9886924
297,435,229.10016,269.10016
271,372,214.2852039,254.2852039
33,493,354.7790909,394.7790909
56,105,231.1042118,271.1042118
235,292,202.6654361,242.6654361
293,63,109.1112513,149.1112513
259,431,256.091403,296.091403
176,274,229.3082277,269.3082277
362,312,167.4562587,207.4562587
494,70,102.5009422,142.5009422
418,405,160.3443046,200.3443046
373,407,232.1939166,272.1939166
495,33,51.62343631,91.62343631
108,290,264.717335,304.717335
263,78,132.5897209,172.5897209
421,334,158.7013641,198.7013641
315,246,175.0110896,215.0110896
478,267,95.70436187,135.7043619
327,420,223.6205779,263.6205779
230,357,260.8899978,300.8899978
309,497,269.8384894,309.8384894
433,44,74.64256308,114.6425631
193,240,221.0357287,261.0357287
454,465,216.0595863,256.0595863
259,113,160.0133874,200.0133874
442,162,134.739509,174.739509
67,342,296.6783466,336.6783466
155,496,289.2189911,329.2189911
385,263,171.2070693,211.2070693
319,2,87.92038969,127.9203897
450,400,197.8255812,237.8255812
487,361,149.6563908,189.6563908
439,77,72.49046403,112.490464
106,243,255.0081899,295.0081899
26,354,312.5043454,352.5043454
235,417,266.5330558,306.5330558
67,208,218.0379333,258.0379333
489,452,186.4336788,226.4336788
375,44,96.34177781,136.3417778
265,33,125.2360564,165.2360564
100,202,230.7343374,270.7343374
278,344,243.751687,283.751687
43,183,241.0104613,281.0104613
487,208,111.7653999,151.7653999
425,199,130.0531899,170.0531899
385,70,80.22922157,120.2292216
334,27,150.4880219,190.4880219
166,144,185.724447,225.724447
499,142,107.4695518,147.4695518
398,219,139.2031386,179.2031386
158,106,171.5532723,211.5532723
353,98,120.7364594,160.7364594
476,121,101.8791017,141.8791017
17,326,296.4196586,336.4196586
9,134,244.7952443,284.7952443
238,488,273.4055877,313.4055877
400,115,99.67107304,139.671073
20,425,314.2148736,354.2148736
133,372,270.0366127,310.0366127
448,436,189.0388203,229.0388203
67,284,271.7970886,311.7970886
337,74,126.0685092,166.0685092
317,282,197.108048,237.108048
376,0,106.1018564,146.1018564
194,108,170.1049862,210.1049862
141,450,299.5677631,339.5677631
145,316,246.5522956,286.5522956
38,138,247.6631255,287.6631255
34,46,176.0537833,216.0537833
471,487,203.0078706,243.0078706
306,382,202.9603524,242.9603524
220,55,140.3918289,180.3918289
275,283,156.5701658,196.5701658
308,201,196.5171459,236.5171459
94,47,152.2476833,192.2476833
88,467,306.7300796,346.7300796
480,177,104.0816042,144.0816042
238,179,168.6103242,208.6103242
256,323,231.8655988,271.8655988
479,392,182.8118955,222.8118955
356,495,238.0863113,278.0863113
413,268,175.8629584,215.8629584
349,384,223.5324159,263.5324159
294,167,165.3007919,205.3007919
398,300,191.217712,231.217712
302,103,134.0951079,174.0951079
